id,releasedate,title,genre,budget,revenue,year,has_trailer
4981,2006-12-25,Children of Men,Thriller/Suspense,"$76,000,000","$35,552,383",2006,False
4982,2013-12-31,Children of Sorrow,Horror,,$0,2013,False
4983,1984-03-09,Children of the Corn,Horror,,"$14,600,000",1984,False
4984,2009-10-06,Children of the Corn,,,$0,2009,False
4985,2011-12-31,Children Of The Corn: Genesis,Horror,,$0,2011,False
4986,1993-01-29,Children of the Corn II: The Final Sacrifice,Horror,,"$6,953,340",1993,False
4987,1997-04-30,Children of the Revolution,Comedy,,"$845,391",1997,False
4988,2002-10-18,Children on Their Birthdays,Drama,,"$54,912",2002,False
4989,2009-10-06,The Children,,,$0,2009,False
4990,2010-12-31,The Child's Eye,,,$0,2010,False
4991,1988-11-09,Child's Play,Horror,"$9,000,000","$33,244,684",1988,False
4992,1990-11-09,Child's Play 2,Horror,"$13,000,000","$26,904,572",1990,False
4993,1991-08-30,Child's Play 3,Horror,,"$14,250,380",1991,False
4994,1998-12-31,"Chile, Obstinate Memory",,,$0,1998,False
4995,2009-12-31,Chilgeup gongmuwon,,,$0,2009,False
4996,1999-09-01,Chill Factor,Action,"$34,000,000","$11,263,966",1999,False
4997,2007-09-04,Chill Out Scooby-Doo!,,,$0,2007,False
4998,2011-07-08,Chillar Party,Comedy,,"$6,330",2011,False
4999,2011-10-31,Chillerama,Horror,,$0,2011,False
5000,2017-12-31,Chimera,,,$0,2017,False
5001,2012-04-20,Chimpanzee,Documentary,,"$28,965,459",2012,True
5002,2008-12-31,Chîmu bachisuta no eikô,,,$0,2008,False
5003,2007-01-19,China Blue,Documentary,,"$12,185",2007,False
5004,1990-11-02,China Cry: A True Story,Drama,,"$3,254,801",1990,False
5005,1987-09-25,China Girl,Drama,,"$918,055",1987,False
5006,2012-07-06,China Heavyweight,Documentary,,"$10,550",2012,False
5007,1991-01-01,China Moon,Thriller/Suspense,,"$3,038,499",1991,False
5008,1979-03-16,The China Syndrome,Thriller/Suspense,,"$35,708,042",1979,False
5009,2001-07-27,China: The Panda Adventure,Drama,,"$3,708,478",2001,False
5010,1974-06-21,Chinatown,Drama,,"$23,169,837",1974,False
5011,1998-04-17,Chinese Box,Drama,,"$2,265,328",1998,False
5012,2016-12-31,A Chinese Odyssey: Part Three,Comedy,,$0,2016,False
5013,2006-05-04,Chinjeolhan geumjassi,Thriller/Suspense,"$4,500,000","$211,667",2006,False
5014,2007-10-12,La Chinoise,,,"$26,803",2007,False
5015,2003-02-14,Chinwaseon,Drama,,"$8,196",2003,False
5016,1987-05-22,The Chipmunk Adventure,Adventure,,"$6,804,312",1987,False
5017,2017-03-24,CHiPS,Action,"$25,000,000","$18,600,152",2017,True
5018,2013-01-30,La chispa de la vida,Drama,,$0,2013,False
5019,1970-01-01,Chisum,Western,,"$6,000,000",1970,False
5020,1994-08-31,Chitty Chitty Bang Bang,Musical,,$0,1994,False
5021,2010-03-26,Chloe,Thriller/Suspense,"$13,000,000","$3,075,255",2010,True
5022,2015-09-04,Chloe and Theo,Comedy,,$0,2015,False
5023,2014-02-28,Chlorine,Comedy,,$0,2014,False
5024,2000-12-15,Chocolat,Drama,"$25,000,000","$71,309,760",2000,False
5025,1989-05-31,Chocolat,Drama,,"$2,710",1989,False
5026,2015-12-31,Chocolat,Drama,,$0,2015,False
5027,2009-01-30,Chocolate,Action,,"$14,845",2009,False
5028,2015-05-22,Chocolate City,Drama,,"$212,662",2015,False
5029,2005-09-16,Chocolate: Deep Dark Secrets,Thriller/Suspense,"$1,000,000","$49,000",2005,False
5030,1988-11-18,The Chocolate War,Drama,,"$303,624",1988,False
5031,2016-12-31,Worst Woman,Drama,,$0,2016,False
5032,2015-12-31,Choe-gang-jeon-sa Mi-ni-teuk-gong-dae: Yeong-ung-ui Tan-saeng,Adventure,,$0,2015,False
5033,2011-10-14,Choi-jong-byeong-gi-hwal,Action,,"$40,685",2011,False
5034,2002-07-12,Choice of Weapons,,,"$2,032",2002,False
5035,2016-02-05,The Choice,Drama,,"$18,730,891",2016,True
5036,2008-09-26,Choke,Comedy,"$3,400,000","$2,926,565",2008,False
5037,2007-11-09,Choking Man,Drama,,"$5,474",2007,False
5038,2014-01-24,Chong fan 20 sui,Comedy,,$0,2014,False
5039,2016-04-01,Chongqing Hot Pot,Comedy,,"$776,649",2016,False
5040,2016-12-02,Chongtian Huo,Action,,"$78,377",2016,False
5041,2004-08-27,Chooch,Comedy,,"$30,792",2004,False
5042,2011-03-18,Choose,Horror,,$0,2011,False
5043,2008-10-10,Choose Connor,Drama,,"$5,788",2008,False
5044,1984-08-29,Choose Me,Comedy,,"$2,490,233",1984,False
5045,2011-12-27,CHOP,Black Comedy,,$0,2011,False
5046,2008-02-27,Chop Shop,Drama,,"$123,731",2008,False
5047,2001-10-05,Chop Suey,Documentary,,"$179,914",2001,False
5048,2001-04-11,Chopper,Drama,,"$234,259",2001,False
5049,2004-08-17,Chopping Mall,Horror,,$0,2004,False
5050,2008-12-31,Chops,Documentary,,$0,2008,False
5051,2004-11-26,Les Choristes,Drama,"$5,500,000","$3,629,758",2004,False
5052,2009-12-31,Chornaya Molniya,Action,,$0,2009,False
5053,2015-12-31,Chorus,Drama,,$0,2015,False
5054,1985-12-10,A Chorus Line,Musical,,"$14,202,899",1985,False
5055,1989-08-18,A Chorus of Disapproval,Comedy,,"$216,000",1989,False
5056,2016-12-16,Chosen,Drama,,"$9,283",2016,False
5057,2008-12-31,The Chosen One,Comedy,,$0,2008,False
5058,2010-12-31,The Chosen One,,,$0,2010,False
5059,2016-10-04,Chosen Survivors,,,$0,2016,False
5060,2015-06-12,Les choses de la vie,Drama,,"$25,314",2015,False
5061,2015-12-31,Chosun Masoolsa,Drama,,$0,2015,False
5062,2008-06-13,Chris and Don: A Love Story,Documentary,,"$216,110",2008,False
5063,2017-06-08,Chris Brown: Welcome to my Life,Documentary,,$0,2017,False
5064,2015-12-31,Chris Burden: Double Bind,Documentary,,$0,2015,False
5065,2013-01-22,Chris Hardwick: Mandroid,Concert/Performance,,$0,2013,False
5066,1971-12-31,The Christian Licorice Store,Drama,,$0,1971,False
5067,2014-10-10,"Christian Mingle, The Movie",Romantic Comedy,,"$19,836",2014,False
5068,1983-12-09,Christine,Horror,,"$21,200,000",1983,False
5069,2016-10-14,Christine,Drama,,"$298,525",2016,False
5070,2014-12-31,"Christmas, Again",Drama,,$0,2014,False
5071,2016-11-29,Christmas All Over Again,Comedy,,$0,2016,False
5072,2009-11-10,Christmas Angel,,,$0,2009,False
5073,2015-10-06,Christmas at Cartwright's,Drama,,$0,2015,False
5074,2006-10-27,Christmas at Maxwell's,Drama,,"$8,370",2006,False
5075,2014-11-04,Christmas Bounty,Comedy,,$0,2014,False
5076,2010-12-31,The Christmas Bunny,,"$250,000",$0,2010,False
5077,2013-11-15,The Christmas Candle,Adventure,"$7,000,000","$1,632,000",2013,False
5078,2006-11-06,A Christmas Carol,Adventure,,$0,2006,False
5079,2014-10-07,A Christmas Carol,,,$0,2014,False
5080,2008-11-11,The Christmas Cottage,Drama,,$0,2008,False
5081,2015-12-04,Christmas Eve,Comedy,,"$91,302",2015,False
5082,2013-12-31,Christmas for a Dollar,Documentary,,$0,2013,False
5083,2010-10-19,Christmas Gift for You from Phil Spector,Concert/Performance,,$0,2010,False
5084,2010-10-19,A Christmas Gift of Love,Concert/Performance,,$0,2010,False
5085,1937-12-31,Christmas Greetings of 1937,,,$0,1937,False
5086,1938-12-31,Christmas Greetings of 1938,,,$0,1938,False
5087,2015-10-02,A Christmas Horror Story,Horror,,$0,2015,False
5088,2015-05-12,Christmas Icetastrophe,Action,,$0,2015,False
5089,2009-12-31,Chirstmas in Beverly Hills,Comedy,"$8,000,000",$0,2009,False
5090,2012-11-09,Christmas in Compton,Comedy,,$0,2012,False
5091,2005-11-04,Christmas in the Clouds,Comedy,,"$279,225",2005,False
5092,2007-11-09,Christmas in Wonderland,Comedy,,"$78,566",2007,False
5093,2011-12-31,A Christmass Kiss,,,$0,2011,False
5094,2011-10-11,Christmas Lodge,,,$0,2011,False
5095,2010-12-31,Christmas Mail,,"$2,500,000",$0,2010,False
5096,2012-12-31,Christmas Miracle,Drama,,$0,2012,False
5097,2008-09-12,Christmas on Mars,Musical,,"$5,692",2008,False
5098,2014-12-31,Christmas on Salvation Street,,,$0,2014,False
5099,2012-12-31,Christmas Oragnes,,,$0,2012,False
5100,2011-12-31,The Christmas Pagent,Romantic Comedy,,$0,2011,False
5101,2009-11-10,A Christmas Proposal,,,$0,2009,False
5102,2016-11-15,Christmas Ranch,,,$0,2016,False
5103,2013-12-31,Christmas Ride,Comedy,,$0,2013,False
5104,2017-03-07,The Christmas Secret,,,$0,2017,False
5105,2015-12-31,A Christmas Star,Drama,,$0,2015,False
5106,2012-10-30,A Christmas Story 2,Comedy,,$0,2012,False
5107,1983-11-18,A Christmas Story,Comedy,"$3,250,000","$20,605,209",1983,False
5108,2009-11-03,Christmas Town,,,$0,2009,False
5109,2012-12-31,Christmas Twister,,,$0,2012,False
5110,2012-12-31,A Christmas Wedding Date,,,$0,2012,False
5111,2011-12-31,A Christmas Wedding Tale,,,$0,2011,False
5112,2010-10-19,Christmas With Johnny Cash,Concert/Performance,,$0,2010,False
5113,2004-11-24,Christmas with the Kranks,Comedy,"$50,000,000","$73,701,902",2004,False
5114,1992-08-21,Christopher Columbus: The Discovery,Adventure,,"$8,251,071",1992,False
5115,2011-12-31,Chromeskull: Laid to Rest,Horror,,$0,2011,False
5116,2005-12-31,Chromophobia,Drama,,$0,2005,False
5117,2016-09-23,Chronic,Drama,,"$9,033",2016,False
5118,2016-12-31,Chronically Metropolitan,Comedy,,$0,2016,False
5119,2012-02-03,Chronicle,Thriller/Suspense,"$12,000,000","$64,575,175",2012,True
5120,2008-05-16,The Chronicles of Narnia: Prince Caspian,Adventure,"$225,000,000","$141,621,490",2008,False
5121,1988-12-31,The Chronicles of Narnia,Drama,,$0,1988,False
5122,2005-12-09,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Adventure,"$180,000,000","$291,710,957",2005,False
5123,2010-12-10,The Chronicles of Narnia: The Voyage of the Dawn Treader,Adventure,"$155,000,000","$104,386,950",2010,True
5124,2004-06-11,The Chronicles of Riddick,Adventure,"$120,000,000","$57,712,751",2004,False
5125,2012-06-01,Chroniques sexuelles d'une famille d'aujourd hui,Drama,,$0,2012,False
5126,2009-03-17,Chrysalis,Drama,,$0,2009,False
5127,2014-12-31,Chrysalis,Horror,,$0,2014,False
5128,2005-04-08,Chrystal,Drama,,"$80,701",2005,False
5129,1981-08-14,Chu Chu and the Philly Flash,,,"$221,898",1981,False
5130,2014-12-31,Chuang ru zhe,Thriller/Suspense,,$0,2014,False
5131,2017-05-05,Chuck,Action,,"$322,005",2017,False
5132,2000-07-14,Chuck&Buck;,Drama,"$250,000","$1,055,671",2000,False
5133,2015-12-31,Chucks,Drama,,$0,2015,False
5134,2010-10-01,Chuen Sing Yit Luen Yit Lat Lat,Romantic Comedy,,$0,2010,False
5135,2005-08-05,The Chumscrubber,Drama,"$6,800,000","$49,526",2005,False
5136,2010-06-04,Chun Feng Chen Zui De Ye Wan,Drama,,"$10,478",2010,False
5137,2016-12-31,A Quiet Dream,Drama,,$0,2016,False
5138,1996-03-08,Chung hing sam lam,Drama,,"$332,003",1996,False
5139,2000-12-29,Chunhyang,Drama,,"$798,220",2000,False
5140,2006-06-09,Chup Chup Ke,Comedy,,"$334,618",2006,False
5141,2017-04-11,Chupacabra Territory,,,$0,2017,False
5142,2006-03-17,Church Ball,Comedy,,"$464,991",2006,False
5143,2011-12-31,Church: The Movie,,,$0,2011,False
5144,2017-06-02,Churchill,Drama,,"$1,108,026",2017,False
5145,2000-11-17,Chutney Popcorn,Comedy,,"$2,274",2000,False
5146,2010-12-17,Chuzhaya,Action,,$0,2010,False
5147,2008-12-31,Ci ma,Action,,$0,2008,False
5148,2017-12-31,CIA: Comrade in America,Thriller/Suspense,,$0,2017,False
5149,2008-12-05,Ciao,,,"$49,494",2008,False
5150,2002-09-20,Ciao America,Drama,,"$54,965",2002,False
5151,1987-12-31,Ciclo Grande Cinema Russo,Romantic Comedy,,$0,1987,False
5152,2006-06-16,Cidade Baixa,Drama,,"$130,794",2006,False
5153,2003-01-17,Cidade de Deus,Drama,"$3,300,000","$7,563,397",2003,False
5154,2008-02-29,Cidade dos Homens,Drama,,"$307,076",2008,False
5155,1999-12-10,The Cider House Rules,Drama,,"$57,547,209",1999,False
5156,2010-12-31,Cielito Lindo,,,$0,2010,False
5157,2015-12-31,Cien años de perdón,Thriller/Suspense,,$0,2015,False
5158,2001-10-05,La Ciénaga,Comedy,,"$103,215",2001,False
5159,2012-06-27,Cigán,Drama,,$0,2012,False
5160,2011-12-31,Cilada.com,Romantic Comedy,,$0,2011,False
5161,2008-12-31,Çilgin Dersane Kampta,,,$0,2008,False
5162,1965-10-15,The Cincinnati Kid,Drama,,$0,1965,False
5163,2013-05-03,"Cinco de Mayo, La Batalla",Action,"$10,000,000","$173,472",2013,False
5164,1950-02-15,Cinderella,Drama,"$2,900,000","$85,000,000",1950,False
5165,2006-12-31,Cinderella,,,$0,2006,False
5166,2015-03-13,Cinderella,Drama,"$95,000,000","$201,151,353",2015,True
5167,2016-11-01,A Cinderella Christmas,,,$0,2016,False
5168,2007-02-06,Cinderella III: A Twist in Time,Drama,,$0,2007,False
5169,2005-06-03,Cinderella Man,Drama,"$88,000,000","$61,649,911",2005,False
5170,2004-07-16,A Cinderella Story,Romantic Comedy,"$19,000,000","$51,438,175",2004,False
5171,2016-08-02,A Cinderella Story: If the Shoe Fits,,,$0,2016,False
5172,2011-12-31,A Cinderella Story: Once Upon a Song,Romantic Comedy,,$0,2011,False
5173,2016-12-31,Cinebasura: la pelicula,Horror,,$0,2016,False
5174,2013-12-31,The Cinema: A Brief History,Documentary,,$0,2013,False
5175,2017-12-31,Cinema Against Power,Documentary,,$0,2017,False
5176,2012-04-24,Cinema Verite,,,$0,2012,False
5177,2013-12-31,CinemAbility,Documentary,,$0,2013,False
5178,2003-05-16,Cinemania,Documentary,,"$11,305",2003,False
5179,2014-07-03,Cinemanovels,Drama,,$670,2014,False
5180,2012-05-08,Cinnamon,,,$0,2012,False
5181,2016-12-31,Cinni: Uyanış,Thriller/Suspense,,$0,2016,False
5182,2015-12-31,Cinzento e Negro,Thriller/Suspense,,$0,2015,False
5183,2010-08-27,Circle,Horror,"$2,000,000","$10,024",2010,False
5184,2015-12-31,Circle,Horror,,$0,2015,False
5185,2010-02-02,Circle of Eight,Thriller/Suspense,,$0,2010,False
5186,1995-03-15,Circle of Friends,Drama,,"$23,389,975",1995,False
5187,2010-06-15,Circle of Pain,Action,,$0,2010,False
5188,2017-04-28,The Circle,Thriller/Suspense,"$18,000,000","$20,497,844",2017,True
5189,2011-04-01,Circo,Documentary,,"$77,466",2011,False
5190,2002-04-26,Circuit,Drama,,"$235,087",2002,False
5191,2000-10-13,El Circulo Vicioso,Action,,"$205,265",2000,False
5192,2011-08-26,Circumstance,Drama,"$900,000","$454,121",2011,True
5193,2013-10-15,Circumstantial Evidence,Drama,,$0,2013,False
5194,2000-09-15,Circus,Thriller/Suspense,,"$8,406",2000,False
5195,2015-12-31,Cirkeln,Drama,,$0,2015,False
5196,2012-02-17,Cirkus Columbia,Drama,,"$3,163",2012,False
5197,2009-12-31,Cirque du Freak,,,$0,2009,False
5198,2000-05-05,Cirque du Soleil - Journey of Man,Musical,,"$15,626,076",2000,False
5199,2012-12-21,Cirque du Soleil: Worlds Away,Drama,"$25,000,000","$12,512,862",2012,True
5200,1939-12-31,The Cisco Kid and the Lady,Western,,$0,1939,False
5201,2012-11-09,Citadel,Horror,,"$13,377",2012,False
5202,1995-12-15,La cité des enfants perdus,Adventure,,"$1,280,446",1995,False
5203,2009-12-31,Citizen Duane,,,$0,2009,False
5204,2012-04-27,Citizen Gangster,Drama,,$625,2012,False
5205,2009-09-12,Citizen Jane,,,$0,2009,False
5206,2017-04-21,Citizen Jane: Battle for the City,Documentary,,"$305,048",2017,False
5207,1941-05-01,Citizen Kane,Drama,,"$1,000,000",1941,False
5208,2014-06-06,Citizen Koch,Documentary,,"$153,908",2014,False
5209,1996-12-13,Citizen Ruth,Comedy,,"$336,470",1996,False
5210,2016-08-05,Citizen Soldier,Documentary,,$0,2016,False
5211,2013-09-20,The Citizen,Drama,,"$24,296",2013,False
5212,2005-05-06,Citizen Verdict,Black Comedy,,$0,2005,False
5213,2014-10-24,CitizenFour,Documentary,,"$2,800,870",2014,False
5214,2016-02-19,La città delle donne,Comedy,,"$12,516",2016,False
5215,2002-09-06,City by the Sea,Drama,"$40,000,000","$22,433,915",2002,False
5216,1996-02-16,City Hall,Drama,"$40,000,000","$20,278,055",1996,False
5217,1984-12-07,City Heat,Action,,"$38,348,988",1984,False
5218,2010-03-19,City Island,Comedy,"$6,000,000","$6,671,283",2010,False
5219,1931-01-30,City Lights,Comedy,,"$18,165",1931,False
5220,1985-09-03,City Limits,Drama,,$0,1985,False
5221,1998-04-10,City of Angels,Drama,"$55,000,000","$78,750,909",1998,False
5222,2016-12-16,City of Dead Men,Horror,,$0,2016,False
5223,2008-10-10,City of Ember,Adventure,"$38,000,000","$7,871,693",2008,False
5224,2003-04-25,City of Ghosts,Drama,"$17,500,000","$325,491",2003,False
5225,2017-07-07,City of Ghosts,Documentary,,$0,2017,False
5226,2016-03-11,City of Gold,Documentary,,"$608,799",2016,False
5227,1991-10-11,City of Hope,Drama,,"$1,264,910",1991,False
5228,1997-03-14,City of Industry,Drama,,"$1,554,338",1997,False
5229,1992-04-15,City of Joy,Drama,,"$14,371,061",1992,False
5230,1998-12-31,City of Peace,,,$0,1998,False
5231,2016-12-31,City of Strangers,,,$0,2016,False
5232,2001-10-23,The City of the Dead,Horror,,$0,2001,False
5233,2016-12-31,City of Tiny Lights,Thriller/Suspense,,$0,2016,False
5234,2010-04-16,The City of Your Final Destination,Drama,"$8,300,000","$493,296",2010,False
5235,1979-09-14,City on Fire,Action,,$0,1979,False
5236,1991-06-07,City Slickers,Comedy,,"$124,033,791",1991,False
5237,1994-06-10,City Slickers II: The Legend of Curly's Gold,Comedy,,"$43,440,947",1994,False
5238,2011-12-31,The City That Sailed,Adventure,,$0,2011,False
5239,1999-10-22,La ciudad,Drama,,"$239,074",1999,False
5240,2016-12-31,El Ciudadano Ilustre,Drama,,$0,2016,False
5241,2007-05-04,Civic Duty,Thriller/Suspense,,"$95,953",2007,False
5242,1998-12-25,A Civil Action,Drama,"$60,000,000","$56,709,981",1998,False
5243,2003-08-29,Civil Brand,Drama,"$500,000","$254,293",2003,False
5244,2008-03-07,長江七號 (CJ7),Comedy,"$20,000,000","$206,678",2008,False
5245,2000-12-29,The Claim,Western,"$13,000,000","$622,023",2000,False
5246,2017-12-31,The Claim,,,$0,2017,False
5247,2000-02-25,Claire Dolan,Drama,,"$9,480",2000,False
5248,2017-01-13,Claire in Motion,Drama,,$0,2017,False
5249,2016-03-18,El Clan,Drama,,"$201,227",2016,False
5250,2005-09-02,Le Clan,Drama,,"$21,567",2005,False
5251,1986-01-17,The Clan of the Cave Bear,Adventure,"$15,000,000","$1,953,732",1986,False
5252,2017-12-31,Clara,,,$0,2017,False
5253,1988-01-01,Clara's Heart,Drama,,"$5,194,491",1988,False
5254,2011-12-31,Clash of Empires,Action,,$0,2011,False
5255,1981-12-31,Clash of the Titans,Action,,$0,1981,False
5256,1981-06-12,Clash of the Titans,Adventure,"$15,000,000","$30,000,000",1981,False
5257,2010-04-01,Clash of the Titans,Action,"$125,000,000","$163,214,888",2010,True
5258,1983-07-22,Class,Comedy,,"$21,667,789",1983,False
5259,1992-06-05,Class Act,Comedy,,"$13,226,469",1992,False
5260,1991-03-15,Class Action,Drama,,"$23,968,042",1991,False
5261,2017-04-04,Class Divide,Documentary,,$0,2017,False
5262,1982-08-20,Class of 1984,Drama,"$3,250,000","$6,965,361",1982,False
5263,1990-05-11,Class of 1999,Adventure,,"$1,400,149",1990,False
5264,2017-12-31,Class Rank,,,$0,2017,False
5265,1963-01-01,Classe Tous Risques,Thriller/Suspense,,"$95,413",1963,False
5266,2016-12-31,Classe Z,Comedy,,$0,2016,False
5267,2015-12-31,Classic Kutz,Documentary,,$0,2015,False
5268,1998-12-31,Classified X,,,$0,1998,False
5269,1974-01-01,Claudine,Drama,,"$6,000,000",1974,False
5270,1998-09-25,Clay Pigeons,Thriller/Suspense,"$8,000,000","$1,793,359",1998,False
5271,2006-04-28,Clean,Drama,"$10,000","$138,711",2006,False
5272,1988-08-10,Clean and Sober,Drama,,"$8,674,093",1988,False
5273,1994-05-06,Clean Slate,Comedy,,"$7,352,116",1994,False
5274,2015-03-24,Clean Spirit,Documentary,,$0,2015,False
5275,2008-05-27,Cleaner,Thriller/Suspense,,$0,2008,False
5276,2012-09-11,Cleanskin,Thriller/Suspense,,$0,2012,False
5277,1994-08-03,Clear and Present Danger,Action,"$62,000,000","$122,012,656",1994,False
5278,2010-09-03,Clear Blue Tuesday,Musical,,"$1,780",2010,False
5279,2013-11-05,Clear History,Comedy,,$0,2013,False
5280,2004-07-02,The Clearing,Drama,,"$5,763,875",2004,False
5281,2011-12-31,Cleo,Musical,,$0,2011,False
5282,1963-06-12,Cleopatra,Drama,"$42,000,000","$57,000,000",1963,False
5283,2000-09-29,Cleopatra's Second Husband,Drama,,"$205,547",2000,False
5284,1994-10-19,Clerks,Comedy,"$27,000","$3,073,428",1994,False
5285,2006-07-21,Clerks II,Comedy,"$5,000,000","$24,148,068",2006,False
5286,2015-08-11,Cleveland Abduction,Drama,,$0,2015,False
5287,2006-06-23,Click,Comedy,"$82,500,000","$137,355,633",2006,False
5288,2010-11-05,Client 9: The Rise and Fall of Eliot Spitzer,Documentary,,"$189,416",2010,True
5289,1994-07-20,The Client,Drama,"$45,000,000","$92,115,211",1994,False
5290,2008-12-31,Cliente,,,$0,2008,False
5291,1993-05-28,Cliffhanger,Action,"$65,000,000","$84,049,211",1993,False
5292,1994-04-01,Clifford,Comedy,,"$7,347,669",1994,False
5293,2016-12-31,Clifford the Big Red Dog,Adventure,,$0,2016,False
5294,2004-04-23,Clifford's Really Big Movie,Adventure,,"$2,922,354",2004,False
5295,2011-02-22,Climate of Change,Documentary,,$0,2011,False
5296,1998-05-15,The Climb,,,"$78,677",1998,False
5297,2008-12-31,Climber’s High,,,$0,2008,False
5298,2011-12-31,The Clinic,Horror,,$0,2011,False
5299,2016-09-30,"Clinton, Inc.",Documentary,,$0,2016,False
5300,2008-11-18,The Clique,Drama,,$0,2008,False
5301,1984-08-10,Cloak & Dagger,Action,,"$9,719,952",1984,False
5302,1945-05-25,The Clock,,,"$2,800,000",1945,False
5303,2010-12-31,Clock Tower,Horror,,$0,2010,False
5304,1995-09-13,Clockers,Drama,,"$12,993,765",1995,False
5305,2002-03-29,Clockstoppers,Adventure,"$26,000,000","$36,985,501",2002,False
5306,1998-05-15,Clockwatchers,,"$2,000,000","$537,948",1998,False
5307,1986-10-10,Clockwise,,,"$1,476,356",1986,False
5308,1971-12-17,A Clockwork Orange,,,"$26,589,355",1971,False
5309,2017-12-31,Close,,,$0,2017,False
5310,1977-11-16,Close Encounters of the Third Kind,Adventure,"$20,000,000","$166,000,000",1977,False
5311,1991-01-01,Close My Eyes,,,"$135,893",1991,False
5312,2015-12-11,Close Range,Action,"$3,000,000",$0,2015,False
5313,1999-12-31,Close-Up,,,"$2,670",1999,False
5314,2004-04-23,Close Your Eyes,Thriller/Suspense,,"$39,381",2004,False
5315,2013-08-28,Closed Circuit,Thriller/Suspense,,"$5,750,995",2013,True
5316,2007-12-31,Closed Note,Drama,,$0,2007,False
5317,2004-12-03,Closer,Drama,"$35,000,000","$33,987,757",2004,False
5318,2015-04-17,Closer to the Moon,Comedy,"$1,500,000",$0,2015,False
5319,2015-09-15,Closer to the Moon,Comedy,,$0,2015,False
5320,2015-12-31,The Closer We Get,Documentary,,$0,2015,False
5321,2000-02-25,The Closer You Get,,,"$221,898",2000,False
5322,1991-01-01,Closet Land,,,"$259,012",1991,False
5323,2016-09-23,Closet Monster,Drama,,"$42,166",2016,False
5324,2001-04-06,The Closet,Comedy,,"$879,496",2001,False
5325,2001-06-29,The Closet,Comedy,,"$6,671,454",2001,False
5326,2007-08-24,Closing Escrow,Comedy,,"$8,719",2007,False
5327,2007-09-14,Closing the Ring,Drama,,$0,2007,False
5328,2015-03-17,Closure,Drama,"$100,000",$0,2015,False
5329,2014-01-21,Cloud 9,Adventure,,$0,2014,False
5330,2012-10-26,Cloud Atlas,Drama,"$102,000,000","$27,108,272",2012,True
5331,2013-07-30,Cloudburst,Drama,,$0,2013,False
5332,2000-09-08,Clouds,,,$0,2000,False
5333,2015-04-10,Clouds of Sils Maria,Drama,,"$1,841,555",2015,False
5334,2009-09-18,Cloudy with a Chance of Meatballs,Comedy,"$100,000,000","$124,870,275",2009,False
5335,2013-09-27,Cloudy with a Chance of Meatballs 2,Adventure,"$78,000,000","$119,793,567",2013,True
5336,2008-01-18,Cloverfield,Action,"$25,000,000","$80,048,433",2008,False
5337,2016-06-17,Clown,Horror,,"$55,007",2016,False
5338,2016-09-30,ClownTown,Horror,,$0,2016,False
5339,2007-12-31,"Club de los Suicidas, El",,,$0,2007,False
5340,2004-02-27,Club Dread,Comedy,"$8,500,000","$5,001,655",2004,False
5341,2016-02-05,El Club,Drama,,"$52,761",2016,False
5342,2015-05-29,Club Life,Drama,,$0,2015,False
5343,1986-07-11,Club Paradise,Comedy,,"$12,308,521",1986,False
5344,2015-12-31,De Club van Sinterklaas & De Verdwenen Schoentjes,Adventure,,$0,2015,False
5345,2016-12-31,De Club van Sinterklaas & Geblaf op de Pakjesboot,Adventure,,$0,2016,False
5346,1999-04-16,Clubland,,,"$12,598",1999,False
5347,1985-12-13,Clue,Comedy,,"$13,377,261",1985,False
5348,2011-12-31,Clue,Thriller/Suspense,,$0,2011,False
5349,1995-07-01,Clueless,Comedy,"$13,700,000","$56,598,476",1995,False
5350,2012-12-31,Clues,Drama,,$0,2012,False
5351,2011-05-06,Co Dau Dai Chien,,,"$64,572",2011,False
5352,2016-12-31,Cô Hầu Gái,Horror,,$0,2016,False
5353,2010-06-08,Coach,Romantic Comedy,,$0,2010,False
5354,2005-01-14,Coach Carter,Drama,"$45,000,000","$67,264,877",2005,False
5355,1980-03-07,Coal Miner's Daughter,Drama,"$15,000,000","$67,182,787",1980,False
5356,2013-02-05,The Coalition,Romantic Comedy,,$0,2013,False
5357,1980-10-03,Coast to Coast,,,"$4,495,445",1980,False
5358,2006-05-31,Coastlines,Drama,,"$7,883",2006,False
5359,2011-12-31,Cobalt 60,Action,,$0,2011,False
5360,2011-12-31,Cobalt Neutral 9,Action,,$0,2011,False
5361,1994-12-02,Cobb,Drama,,"$849,490",1994,False
5362,2015-03-10,The Cobbler,Comedy,,$0,2015,False
5363,1986-05-23,Cobra,Action,,"$49,042,224",1986,False
5364,2007-03-23,Cobra Verde,,,"$7,402",2007,False
5365,1985-07-19,The Coca-Cola Kid,,,$0,1985,False
5366,2006-10-27,Cocaine Cowboys,Documentary,,"$163,000",2006,False
5367,2014-04-08,Cocaine Cowboys Reloaded,Documentary,,$0,2014,False
5368,2016-09-16,Cock and Bull,,,"$82,778",2016,False
5369,2004-02-13,Cock Fight,,,"$3,600",2004,False
5370,2002-05-10,Cockettes,,,"$220,077",2002,False
5371,2013-08-02,Cockneys vs. Zombies,Black Comedy,,$0,2013,False
5372,2011-12-31,Cockpit,Action,,$0,2011,False
5373,2015-08-05,The Cocksure Lads Movie,Musical,,$0,2015,False
5374,1988-07-29,Cocktail,Drama,,"$78,222,753",1988,False
