id,releasedate,title,genre,budget,revenue,year,has_trailer
21567,1996-09-13,The Rich Man's Wife,Thriller/Suspense,,"$8,538,318",1996,False
21568,1995-02-24,Rich Young and Pretty,Comedy,,$0,1995,False
21569,1995-12-29,Richard III,Drama,"$9,200,000","$2,684,904",1995,False
21570,2016-08-05,Richard Linklater: Dream is Destiny,Documentary,,$0,2016,False
21571,2016-12-31,Richard Müller: Nespoznaný,Documentary,,$0,2016,False
21572,1983-10-28,Richard Pryor Here and Now,Concert/Performance,,"$16,156,776",1983,False
21573,2017-12-31,Richard Pryor: Is It Something I Said,Drama,,$0,2017,False
21574,1982-03-12,Richard Pryor Live on the Sunset Strip,Concert/Performance,,"$34,970,309",1982,False
21575,2013-12-31,Richard Pryor: Omit the Logic,Documentary,,$0,2013,False
21576,2013-12-31,Richard: The Lionheart,Action,,$0,2013,False
21577,2016-12-31,Richard the Stork,Adventure,,$0,2016,False
21578,1994-12-21,Ri¢hie Ri¢h,Comedy,"$40,000,000","$38,087,756",1994,False
21579,2004-09-24,Rick,,,$0,2004,False
21580,2015-08-07,Ricki and the Flash,Drama,"$18,000,000","$26,822,144",2015,True
21581,2009-12-16,Ricky,,,"$3,457",2009,False
21582,1991-10-04,Ricochet,Thriller/Suspense,,"$21,756,163",1991,False
21583,2011-11-18,Rid of Me,Black Comedy,,"$11,740",2011,False
21584,2013-09-06,Riddick,Action,"$38,000,000","$42,025,135",2013,True
21585,2016-02-16,Riddle Room,Horror,,$0,2016,False
21586,1998-03-27,Ride,Comedy,,"$5,485,295",1998,False
21587,2000-10-08,Ride,Documentary,,"$3,176,650",2000,False
21588,2015-05-01,Ride,Comedy,,$0,2015,False
21589,2014-01-17,Ride Along,Comedy,"$25,000,000","$134,202,565",2014,True
21590,2016-01-15,Ride Along 2,Comedy,"$40,000,000","$90,862,685",2016,True
21591,2016-12-31,Le Ride,Documentary,,$0,2016,False
21592,1997-12-15,The Ride,Drama,,"$189,635",1997,False
21593,2017-04-04,Ride the High Country,,,$0,2017,False
21594,2015-03-17,Ride the Pink Horse,Drama,,$0,2015,False
21595,2015-12-31,Ride the Thunder,Drama,,$0,2015,False
21596,1999-11-24,Ride With the Devil,Western,"$35,000,000","$630,779",1999,False
21597,2005-03-18,The Rider Named Death,Drama,,"$2,438",2005,False
21598,2017-12-31,The Rider,,,$0,2017,False
21599,2016-12-31,Riders On The Storm,,,$0,2016,False
21600,2011-11-25,The Ridges,Horror,"$17,300",$0,2011,False
21601,1996-11-29,Ridicule,Drama,,"$2,503,829",1996,False
21602,2015-12-11,The Ridiculous 6,Comedy,"$60,000,000",$0,2015,False
21603,2004-07-09,Riding Giants,Documentary,"$2,600,000","$2,276,368",2004,False
21604,2001-10-19,Riding in Cars with Boys,Drama,"$47,000,000","$29,781,453",2001,False
21605,2004-10-15,Riding the Bullet,Horror,,"$101,107",2004,False
21606,2011-08-26,Rien a declarer,Comedy,,"$182,295",2011,False
21607,1997-10-24,Rien na va plus,,,"$25,696",1997,False
21608,2014-08-14,Rifftrax Live: Godzilla,,,$0,2014,False
21609,2013-10-24,RiffTrax Live: Night of the Living Dead,,,$0,2013,False
21610,2013-12-05,RiffTrax Live: Santa Claus Conquers The Martians,Comedy,,$0,2013,False
21611,2013-08-15,RiffTrax Live: Starship Troopers,Comedy,,$0,2013,False
21612,2000-07-21,Rififi,,,"$471,430",2000,False
21613,2011-12-31,Rififi,,,$0,2011,False
21614,2014-01-14,Du rififi chez les hommes,Thriller/Suspense,,"$57,749",2014,False
21615,2016-09-20,The Rift,,,$0,2016,False
21616,2010-12-31,The Rig,,,$0,2010,False
21617,2007-08-24,Right at Your Door,Thriller/Suspense,,"$64,802",2007,False
21618,2016-11-01,Right Footed,Documentary,,$0,2016,False
21619,2010-12-31,Right Hand Drive,,,$0,2010,False
21620,1987-01-01,The Right Hand Man,Drama,,"$13,000",1987,False
21621,2014-03-14,The Right Kind of Wrong,Drama,,"$2,098",2014,False
21622,1983-10-21,The Right Stuff,Action,"$27,000,000","$21,500,000",1983,False
21623,2011-12-31,The Righteous and the Wicked,Western,,$0,2011,False
21624,2008-09-12,Righteous Kill,Thriller/Suspense,"$60,000,000","$40,081,410",2008,False
21625,2006-12-31,Righteous Ties,,,$0,2006,False
21626,2015-12-31,Riley's First Date,,,$0,2015,False
21627,2012-05-07,Der Ring des Nibelungen,Concert/Performance,,$0,2012,False
21628,2013-06-04,Ring of Fire,Drama,,$0,2013,False
21629,2002-10-18,The Ring,Horror,"$48,000,000","$129,094,024",2002,False
21630,2013-04-09,Ring the Bell,Drama,,$0,2013,False
21631,2005-03-18,The Ring Two,Horror,"$50,000,000","$75,941,727",2005,False
21632,2005-12-23,The Ringer,Comedy,,"$35,428,675",2005,False
21633,2017-02-03,Rings,Horror,"$25,000,000","$27,793,018",2017,True
21634,2015-12-31,The Rings of Peace,Documentary,,$0,2015,False
21635,2011-04-15,Rio,Adventure,"$90,000,000","$143,619,809",2011,True
21636,2014-04-11,Rio 2,Adventure,"$130,000,000","$131,538,435",2014,True
21637,1959-01-01,Rio Bravo,,,"$5,800,000",1959,False
21638,2016-04-15,"Rio, Eu Te Amo",Romantic Comedy,,"$31,982",2016,False
21639,1970-12-31,Rio Lobo,Western,,$0,1970,False
21640,1996-12-31,Riot,Thriller/Suspense,,$0,1996,False
21641,2015-03-27,The Riot Club,Drama,,"$6,041",2015,False
21642,2014-04-22,Riot in Cell Block 11,Drama,,$0,2014,False
21643,2013-07-19,R.I.P.D.,Action,"$130,000,000","$33,618,855",2013,True
21644,2016-12-31,Riphagen,Thriller/Suspense,,$0,2016,False
21645,2003-12-31,Ripley's Game,Drama,"$30,000,000",$0,2003,False
21646,2011-12-31,Ripley's Believe It or Not!,,,$0,2011,False
21647,2017-06-23,Ripped,Comedy,,$0,2017,False
21648,2008-07-11,Ripple Effect,Drama,,"$14,059",2008,False
21649,2015-12-31,Rippu van winkuru no hanayome,Drama,,$0,2015,False
21650,2002-07-12,Riri Shushu no subete,Drama,,"$24,846",2002,False
21651,2014-12-05,Risate di gioia,Comedy,,"$31,539",2014,False
21652,2011-02-17,Rise,Documentary,,$0,2011,False
21653,2012-12-31,Rise & Fall of a White Collar Hooligan,Drama,,$0,2012,False
21654,2008-08-14,The Rise and Fall of Miss Thang,Drama,"$10,000",$401,2008,False
21655,2011-11-03,Rise & Shine: The Jay DeMerit Story,Documentary,,$0,2011,False
21656,2007-06-01,Rise: Blood Hunter,Horror,,"$114,306",2007,False
21657,2015-12-31,The Rise of a Tomboy,Romantic Comedy,,$0,2015,False
21658,2011-08-05,Rise of the Planet of the Apes,Adventure,"$93,000,000","$176,760,185",2011,True
21659,2014-06-27,Rise of the Dinosaurs,Horror,,$0,2014,False
21660,2014-12-31,Rise Of the Entrepreneur - The Search For A Better Way,Documentary,"$450,000",$0,2014,False
21661,2008-12-02,Rise of the Footsoldier,Drama,,$0,2008,False
21662,2015-12-31,Rise of the Footsoldier Part II,Drama,,$0,2015,False
21663,2012-11-21,Rise of the Guardians,Adventure,"$145,000,000","$103,412,758",2012,True
21664,2016-02-02,The Rise of the Krays,Drama,"$2,500,000",$0,2016,False
21665,2012-12-31,The Rise,Thriller/Suspense,,$0,2012,False
21666,2016-02-19,Risen,Drama,"$20,000,000","$36,880,033",2016,True
21667,2013-07-26,Rising From Ashes,Documentary,,"$37,673",2013,False
21668,2010-10-22,Rising Stars,Drama,,$0,2010,False
21669,1993-07-30,Rising Sun,Drama,,"$63,095,271",1993,False
21670,2005-08-12,The Rising,Drama,,"$939,363",2005,False
21671,2016-12-31,The Rising,Thriller/Suspense,,$0,2016,False
21672,2017-05-05,Risk,Documentary,,"$198,630",2017,False
21673,2004-02-27,Risk/Reward,,,"$2,517",2004,False
21674,1983-08-05,Risky Business,Comedy,,"$63,541,777",1983,False
21675,2007-12-31,Rita Cadillac: A Lady do Povo,Documentary,,$0,2007,False
21676,2017-12-31,Rita Hayworth With a Hand Grenade,Adventure,,$0,2017,False
21677,1987-12-31,"Rita, Sue and Bob Too",,,"$124,167",1987,False
21678,2011-01-28,The Rite,Horror,"$37,000,000","$33,047,633",2011,True
21679,2011-12-31,Rites of Passage,,,$0,2011,False
21680,2012-07-27,Rites of Spring,Thriller/Suspense,,$0,2012,False
21681,2012-08-21,"Riti, magie nere e segrate orge nel trecento",Horror,,$0,2012,False
21682,2014-09-26,La ritunelle,Comedy,,"$35,070",2014,False
21683,2013-12-31,Ritual,Horror,,$0,2013,False
21684,2013-12-31,Ritual,,,$0,2013,False
21685,2016-12-31,The Ritual,,,$0,2016,False
21686,2011-12-31,The Rivals,Drama,,$0,2011,False
21687,2016-06-21,River,Thriller/Suspense,,$0,2016,False
21688,2011-09-20,The River Murders,Thriller/Suspense,,$0,2011,False
21689,2011-12-31,River of Darkness,Horror,,$0,2011,False
21690,2015-12-04,River of Fundament,Drama,,"$44,840",2015,False
21691,2016-03-11,River of Grass,Drama,,"$10,070",2016,False
21692,2018-12-31,River of Iron,Drama,,$0,2018,False
21693,1954-04-30,River of No Return,Western,,"$3,800,000",1954,False
21694,2010-12-31,A River Of Skulls,Western,,$0,2010,False
21695,2005-09-12,River Queen,Drama,,$0,2005,False
21696,1984-09-21,The River Rat,Action,,"$790,254",1984,False
21697,1998-11-13,River Red,,,"$2,197",1998,False
21698,1992-10-09,A River Runs Through It,Drama,,"$43,440,294",1992,False
21699,1984-12-17,The River,Drama,,"$8,818,672",1984,False
21700,2015-04-21,The River,Drama,,$0,2015,False
21701,2001-07-27,The River,,,"$6,087",2001,False
21702,2016-10-14,The River Thief,Drama,,$0,2016,False
21703,2011-11-08,The River Why,Drama,,$0,2011,False
21704,1994-09-30,The River Wild,Action,"$45,000,000","$46,815,000",1994,False
21705,2006-12-31,Riverdead,,,$0,2006,False
21706,2010-01-12,The Riverman,,,$0,2010,False
21707,2002-06-28,Rivers and Tides,Documentary,,"$2,200,276",2002,False
21708,1987-05-08,River's Edge,Thriller/Suspense,"$1,900,000","$4,600,000",1987,False
21709,2007-02-20,River's End,Drama,,$0,2007,False
21710,2008-02-22,La Rivière aux Castors,Drama,,"$360,886",2008,False
21711,2001-01-21,Les Rivières Pourpres,Drama,,"$632,548",2001,False
21712,2005-06-24,Rize,Documentary,"$700,000","$3,278,611",2005,False
21713,2015-09-29,R.L. Stine's Monsterville: The Cabinet of Souls,Comedy,"$4,400,000",$0,2015,False
21714,2002-09-27,Road,,,"$107,676",2002,False
21715,2016-03-04,Road Games,Thriller/Suspense,,$0,2016,False
21716,2015-03-06,Road Hard,Comedy,"$1,500,000","$113,169",2015,False
21717,2001-05-25,The Road Home,Drama,,"$1,280,090",2001,False
21718,1989-05-19,Road House,Action,"$10,000,000","$30,050,028",1989,False
21719,2008-09-02,Road House,,,$0,2008,False
21720,2017-12-31,Road House,Action,,$0,2017,False
21721,2009-11-25,The Road,Drama,"$25,000,000","$8,114,270",2009,True
21722,2012-05-11,The Road,Horror,,"$92,476",2012,False
21723,2000-03-31,The Road to El Dorado,Adventure,"$95,000,000","$50,802,661",2000,False
21724,2011-12-31,The Road to Freedom,,,$0,2011,False
21725,2006-06-23,The Road to Guantanamo,Drama,,"$326,876",2006,False
21726,2015-04-24,Road to Juarez,Thriller/Suspense,,$0,2015,False
21727,2004-07-02,The Road to Love,Drama,,$867,2004,False
21728,2014-08-29,Road to Ninja: Naruto the Movie,Action,,$0,2014,False
21729,2011-06-10,Road to Nowhere,Thriller/Suspense,,"$40,294",2011,False
21730,2015-12-31,Road to Oz,Drama,,$0,2015,False
21731,2014-07-11,Road to Paloma,Drama,,$0,2014,False
21732,2001-01-26,The Road to Park City,,,"$1,216",2001,False
21733,2002-07-12,Road to Perdition,Drama,"$80,000,000","$104,054,514",2002,False
21734,2001-02-16,Road to Redemption,,,"$236,823",2001,False
21735,2002-12-31,Road to Riches,Comedy,,$0,2002,False
21736,1947-12-25,Road to Rio,,,"$4,500,000",1947,False
21737,1940-01-01,Road to Singapore,Comedy,,"$3,200,000",1940,False
21738,2014-03-28,Road to the Open,Comedy,,$0,2014,False
21739,2016-12-15,Road to the Well,,,$0,2016,False
21740,1994-10-28,The Road to Wellville,Comedy,,"$6,487,257",1994,False
21741,2010-12-31,Road Train,,,$0,2010,False
21742,2000-05-19,Road Trip,Comedy,"$16,000,000","$68,525,609",2000,False
21743,2009-08-11,Road Trip: Beer Pong,,,$0,2009,False
21744,2015-04-17,The Road Within,Comedy,,$0,2015,False
21745,1981-11-19,Roadgames,Thriller/Suspense,,$0,1981,False
21746,1980-06-13,Roadie,Comedy,,"$4,226,370",1980,False
21747,2012-01-06,Roadie,Drama,,"$7,825",2012,False
21748,2010-12-31,Roadkill,Horror,,$0,2010,False
21749,1994-12-31,Roadracers,Drama,,$0,1994,False
21750,2015-04-14,Roadside,Thriller/Suspense,"$500,000",$0,2015,False
21751,1992-01-01,Roadside Prophets,,,"$147,724",1992,False
21752,2008-10-24,Roadside Romeo,Adventure,"$2,000,000","$55,202",2008,False
21753,1981-01-01,Roar,Adventure,"$17,000,000","$2,110,050",1981,False
21754,2014-12-31,ROAR: Tigers of the Sandarbans,,,$0,2014,False
21755,2006-12-31,Rob-B-Hood,,,$0,2006,False
21756,1995-04-07,Rob Roy,Drama,"$28,000,000","$31,390,587",1995,False
21757,2014-03-21,Rob the Mob,Drama,,"$206,909",2014,False
21758,2009-09-22,Rob Zombie Presents The Haunted World of El Superbeasto,,,$0,2009,False
21759,1953-09-16,The Robe,,"$5,000,000","$36,000,000",1953,False
21760,2009-02-27,Robert Blecker Wants Me Dead,,,"$9,166",2009,False
21761,2010-09-28,Robert Motherwell and the New York School: Storming the Citadel,Documentary,,$0,2010,False
21762,2010-07-09,Predators,Action,"$40,000,000","$52,000,688",2010,True
21763,1976-03-11,Robin and Marian,,"$5,000,000","$8,000,000",1976,False
21764,1973-11-08,Robin Hood,Adventure,,"$32,056,467",1973,False
21765,2010-05-14,Robin Hood,Action,"$210,000,000","$105,269,730",2010,True
21766,2012-12-31,Robin Hood: Ghosts of Sherwood 3D,Comedy,,$0,2012,False
21767,1993-07-28,Robin Hood: Men in Tights,Comedy,,"$35,699,287",1993,False
21768,2018-03-23,Robin Hood: Origins,Action,,$0,2018,False
21769,1991-06-14,Robin Hood: Prince of Thieves,Adventure,"$50,000,000","$165,493,908",1991,False
21770,2014-12-02,Robin Williams Remembered - Pioneers of Television,Documentary,,$0,2014,False
21771,2016-09-09,Robinson Crusoe,Adventure,,"$8,005,586",2016,True
21772,2016-01-05,Robo-Dog,Adventure,,$0,2016,False
21773,2017-03-14,Robo-Dog: Airborne,Adventure,,$0,2017,False
21774,1987-07-17,RoboCop,Action,"$13,000,000","$53,424,681",1987,False
21775,2014-02-12,RoboCop,Action,"$120,000,000","$58,607,007",2014,True
21776,1990-06-22,RoboCop 2,Action,,"$45,681,173",1990,False
21777,1993-11-05,RoboCop 3,Action,"$22,000,000","$10,696,210",1993,False
21778,2015-02-24,Robocroc,,,$0,2015,False
21779,2011-12-31,Robopocalypse,,,$0,2011,False
21780,2014-12-31,RoboRex,Adventure,,$0,2014,False
21781,2010-10-01,Robot,Action,,"$2,276,427",2010,False
21782,2012-08-17,Robot & Frank,Drama,"$2,500,000","$3,317,468",2012,False
21783,2015-07-07,Robot Jox,Action,,$0,2015,False
21784,2015-06-30,Robot Overlords,Action,,$0,2015,False
21785,2004-02-13,Robot Stories,,,"$131,451",2004,False
21786,2007-12-31,Robot Taekwon V,,,$0,2007,False
21787,2017-04-11,Robot Wars,,,$0,2017,False
21788,2016-08-16,Robot World,Thriller/Suspense,,$0,2016,False
21789,2018-12-31,Robotech,Action,,$0,2018,False
21790,2005-03-11,Robots,Adventure,"$80,000,000","$128,200,012",2005,False
21791,2016-12-31,Rocco,Documentary,,$0,2016,False
21792,2015-10-09,Rocco e i suci fratelli,Drama,,$0,2015,False
21793,1992-04-01,Rock-a-Doodle,Adventure,,"$11,657,385",1992,False
21794,1983-04-15,Rock & Rule,,,$0,1983,False
21795,2007-03-02,Rock Bottom,,,"$12,890",2007,False
21796,2017-02-24,Rock Dog,Adventure,"$60,000,000","$9,420,546",2017,True
21797,2015-11-12,Rock in the Red Zone,Documentary,,$0,2015,False
21798,2016-12-31,Rock'n Roll,Comedy,,$0,2016,False
21799,2012-06-15,Rock of Ages,Musical,"$70,000,000","$38,518,613",2012,True
21800,2008-12-31,Rock On,,,$0,2008,False
21801,2016-11-11,Rock On 2,Musical,,"$98,868",2016,False
21802,2005-06-03,Rock School,Documentary,,"$64,310",2005,False
21803,2009-12-31,Rock Slyde,,,$0,2009,False
21804,2001-09-07,Rock Star,Drama,"$38,000,000","$16,991,902",2001,False
21805,1996-06-07,The Rock,Action,"$75,000,000","$134,069,511",1996,False
21806,2007-04-11,Rock the Bells,,,"$1,948",2007,False
21807,2013-12-31,Rock the Casbah,Drama,,$0,2013,False
21808,2011-12-31,Rock the House,Drama,"$250,000",$0,2011,False
21809,2015-10-23,Rock the Kasbah,Comedy,,"$3,020,665",2015,True
21810,2007-07-07,Rockaway,Drama,"$2,000,000",$0,2007,False
21811,2008-08-20,The Rocker,Comedy,"$15,000,000","$6,409,528",2008,False
21812,1988-09-02,Rocket Gibraltar,,,"$187,349",1988,False
21813,1997-10-10,Rocket Man,Comedy,,"$15,448,043",1997,False
21814,2007-10-26,The Rocket Post,Drama,,$0,2007,False
21815,2007-08-10,Rocket Science,Comedy,,"$712,391",2007,False
21816,2009-12-11,Rocket Singh: Salesman of the Year,,"$1,070,000","$164,649",2009,False
21817,2014-01-10,The Rocket,Drama,,"$56,823",2014,False
21818,2016-12-31,The Rocket,Drama,,$0,2016,False
21819,1991-06-21,The Rocketeer,Action,,"$46,573,027",1991,False
21820,2010-12-31,Rockfish,,,$0,2010,False
21821,2008-10-08,RocknRolla,Action,"$18,000,000","$5,700,626",2008,False
21822,2014-09-03,Rocks in My Pockets,Comedy,,"$34,236",2014,False
21823,2013-06-11,Rockshow: Paul McCartney & Wings,Concert/Performance,,$0,2013,False
21824,2011-11-11,Rockstar,Drama,,"$985,912",2011,False
21825,2010-12-31,Rocksteady,,,$0,2010,False
21826,1976-11-21,Rocky,Drama,"$1,000,000","$117,235,147",1976,False
21827,1979-06-15,Rocky 2,Action,,"$85,182,160",1979,False
21828,1982-05-28,Rocky III,Action,,"$125,049,125",1982,False
21829,2006-12-20,Rocky Balboa,Drama,"$24,000,000","$70,269,899",2006,False
21830,2016-03-25,Rocky Handsome,Action,,$0,2016,False
21831,1975-09-26,The Rocky Horror Picture Show,Musical,"$1,200,000","$140,510,017",1975,False
21832,2015-12-31,The Rocky Horror Show - Live (Theatre),Concert/Performance,,$0,2015,False
21833,1985-11-27,Rocky IV,Drama,,"$127,873,716",1985,False
21834,2010-10-19,Rocky Mountain Christmas,Concert/Performance,,$0,2010,False
21835,2016-07-12,Rocky Mountain Express,Documentary,,$0,2016,False
21836,2013-09-06,Rocky Mountains 3D,Documentary,,$0,2013,False
21837,2001-09-21,Rocky Road,,,$991,2001,False
21838,1990-11-16,Rocky V,Action,,"$40,946,358",1990,False
21839,2010-12-29,Det rode kapel,Documentary,,"$6,196",2010,False
21840,2012-12-31,Rodencia y el Diente de la Princesa,Adventure,,$0,2012,False
21841,2016-09-20,Rodeo & Juliet,,,$0,2016,False
21842,2015-12-31,Rodeo Girl,Drama,"$500,000",$0,2015,False
21843,2014-09-09,Rodgers and Hammerstein's Cinderella,Concert/Performance,,$0,2014,False
21844,2017-05-30,Rodgers & Hammerstein’s  Oklahoma,,,$0,2017,False
21845,2017-12-31,Rodin,Drama,,$0,2017,False
21846,2015-12-31,Rodinny Film,Drama,,$0,2015,False
21847,1989-12-20,Roger & Me,Documentary,"$140,000","$6,706,368",1989,False
21848,2002-10-25,Roger Dodger,Black Comedy,,"$1,266,828",2002,False
21849,2011-12-31,Roger Rabbit 2,,,$0,2011,False
21850,2015-09-29,Roger Waters the Wall,Documentary,,$0,2015,False
21851,2008-04-25,Rogue,Horror,"$23,000,000","$10,452",2008,False
21852,2016-12-16,Rogue One: A Star Wars Story,Adventure,"$200,000,000","$532,177,324",2016,True
21853,2010-12-31,Rogue River,Horror,,$0,2010,False
21854,2010-05-11,Rogues of Sherwood Forest,Drama,,$0,2010,False
21855,2001-05-11,"Roi Danse, Le",,,"$149,507",2001,False
21856,2014-11-21,Le roi et l'oiseau,Adventure,,"$25,950",2014,False
21857,2005-05-13,Rois & Reine (Kings and Queens),Drama,,"$289,592",2005,False
21858,2015-12-31,Rokjesdag,Romantic Comedy,,$0,2015,False
21859,2011-12-31,Rokku: Wanko No Shima,,,$0,2011,False
21860,2017-12-31,Rökkur,Horror,,$0,2017,False
21861,2008-11-07,Role Models,Comedy,"$28,000,000","$67,300,955",2008,False
21862,2005-09-23,Roll Bounce,Comedy,"$10,000,000","$17,380,866",2005,False
21863,1979-12-19,Roller Boogie,Comedy,,"$775,133",1979,False
21864,2002-02-08,Rollerball,Action,"$70,000,000","$18,990,542",2002,False
21865,1975-01-01,Rollerball,,,"$30,000,000",1975,False
21866,2016-06-21,Rollercoaster,Action,,$0,2016,False
21867,2009-04-03,Rolling,Drama,,"$113,132",2009,False
21868,2003-12-31,Rolling Kansas,Comedy,,$0,2003,False
21869,2016-02-19,Rolling Papers,Documentary,,$0,2016,True
21870,2016-12-31,The Rolling Stones Havana Moon,Concert/Performance,,$0,2016,False
21871,2016-12-31,The Rolling Stones: Ole Ole Ole!,Documentary,,$0,2016,False
21872,1981-12-11,Rollover,Drama,,"$10,217,873",1981,False
21873,2017-12-31,Roma,,,$0,2017,False
21874,2001-04-10,Roma,,,$0,2001,False
21875,2008-04-25,Roman de Gare,Drama,,"$1,852,764",2008,False
21876,2013-03-26,Roman Polanski: Odd Man Out,Documentary,,$0,2013,False
21877,2008-07-11,Roman Polanski: Wanted and Desired,Documentary,,"$59,192",2008,False
21878,1999-09-17,Romance,Drama,,"$1,585,642",1999,False
21879,2007-09-07,Romance and Cigarettes,Comedy,"$11,000,000","$551,002",2007,False
21880,2014-12-31,Romance in the Outfield,,,$0,2014,False
21881,1984-03-30,Romancing the Stone,Adventure,,"$75,078,260",1984,False
21882,2016-05-27,The Romans,Drama,,"$19,705",2016,False
21883,1983-10-07,Romantic Comedy,Comedy,,"$5,140,538",1983,False
21884,2015-12-31,Romantic Schemer,Drama,"$125,000",$0,2015,False
21885,2006-11-01,Romántico,Documentary,,"$29,460",2006,False
21886,2010-09-10,The Romantics,Comedy,,"$106,524",2010,True
21887,2011-12-31,Rome,,,$0,2011,False
21888,2008-11-28,Rome & Jewel,Drama,,$470,2008,False
21889,1968-10-08,Romeo and Juliet,,,"$38,901,218",1968,False
21890,1968-12-31,Romeo and Juliet 1968,Drama,,$0,1968,False
21891,1996-11-01,Romeo+Juliet,Drama,"$14,500,000","$46,338,728",1996,False
21892,2013-10-11,Romeo & Juliet,Drama,,"$1,162,635",2013,True
21893,2015-04-28,Romeo and Juliet,Concert/Performance,,$0,2015,False
21894,2014-02-13,Romeo and Juliet,Concert/Performance,,$0,2014,False
21895,2011-07-08,Romeo and Juliet in Yiddish,Drama,,$0,2011,False
21896,2006-10-27,Romeo & Juliet: Sealed with a Kiss,Adventure,,"$463,002",2006,False
21897,2006-12-15,Romeo et Juliette,Drama,,"$1,386,582",2006,False
21898,1994-02-04,Romeo Is Bleeding,Drama,"$10,000,000","$3,275,585",1994,False
21899,2017-07-28,Romeo is Bleeding,Documentary,,$0,2017,False
21900,2015-12-31,Romeo Juliet,Romantic Comedy,,$0,2015,False
21901,2000-03-22,Romeo Must Die,Action,"$25,000,000","$55,973,336",2000,False
21902,2012-03-09,Romeo Onze,Drama,,"$32,457",2012,False
21903,2011-09-16,Romeos,Drama,,$0,2011,False
21904,2011-05-27,Rompecabezas,Drama,,$0,2011,False
21905,1992-01-01,Romper Stomper,,,"$175,340",1992,False
21906,2008-02-29,"Romulus, My Father",Drama,,"$4,283",2008,False
21907,1997-04-25,Romy and Michele's High School Reunion,Comedy,,"$29,235,353",1997,False
21908,2016-12-31,"Ron Goossens, Low Budget Stuntman",Comedy,,$0,2016,False
21909,2015-05-05,"Ron Jeremy, Life After the Buffet",Documentary,,$0,2015,False
21910,2013-05-28,Ron White: A Little Unprofessional,Concert/Performance,,$0,2013,False
21911,2009-04-21,Ron White: Behavioral Problems,Concert/Performance,,$0,2009,False
21912,2006-03-28,Ron White - You Can't Fix Stupid,,,$0,2006,False
21913,2015-11-10,Ronaldo,Documentary,,$0,2015,False
21914,2008-03-08,La Rondine,Concert/Performance,,"$49,088",2008,False
21915,1998-09-25,Ronin,Action,"$55,000,000","$41,610,884",1998,False
21916,1989-01-01,Rooftops,,,"$2,043,889",1989,False
21917,1993-07-07,Rookie of the Year,Comedy,,"$53,579,269",1993,False
21918,1990-12-07,The Rookie,Comedy,,"$21,633,874",1990,False
21919,2002-03-29,The Rookie,Drama,"$22,000,000","$75,600,072",2002,False
21920,2009-12-31,Rookies,Drama,,$0,2009,False
21921,2006-04-06,Room,Drama,,"$5,228",2006,False
21922,2015-10-16,Room,Drama,"$13,000,000","$14,677,674",2015,True
21923,2013-03-29,Room 237,Documentary,,"$263,411",2013,False
21924,2000-10-27,A Room for Romeo Brass,,"$5,250,000","$20,097",2000,False
21925,2003-12-31,The Room,Drama,,$0,2003,False
21926,1986-03-07,A Room with a View,Comedy,"$3,000,000","$20,966,644",1986,False
21927,2011-02-04,The Roommate,Thriller/Suspense,"$16,000,000","$37,300,107",2011,True
21928,2015-05-19,Roommate Wanted,Thriller/Suspense,,$0,2015,False
21929,1995-03-03,Roommates,Comedy,,"$12,076,989",1995,False
21930,2005-10-21,The Roost,Horror,,"$5,642",2005,False
21931,1975-01-01,Rooster Cogburn,Western,,"$8,000,000",1975,False
21932,1995-07-14,Roosters,Drama,,"$113,354",1995,False
21933,2006-06-20,Rope,Thriller/Suspense,,$0,2006,False
21934,2005-02-04,Rory O'Shea Was Here,Drama,,"$23,844",2005,False
21935,1995-02-24,Rosalie,Musical,,$0,1995,False
21936,2015-12-31,Rosalie Blum,Comedy,,$0,2015,False
21937,1989-01-01,Rosalie Goes Shopping,,,"$574,080",1989,False
21938,1987-08-28,The Rosary Murders,Thriller/Suspense,,"$1,730,337",1987,False
21939,1979-11-07,The Rose,Drama,"$8,500,000","$29,200,000",1979,False
21940,2016-07-01,Roseanne for President!,Documentary,,"$4,734",2016,False
21941,1995-04-28,Les roseaux sauvages,Drama,,"$759,196",1995,False
21942,1968-06-12,Rosemary's Baby,,"$3,200,000","$33,395,426",1968,False
21943,2010-06-04,Rosencrantz and Guildenstein are Undead,Comedy,,"$71,007",2010,False
21944,1991-02-08,Rosencrantz and Guildenstern Are Dead,,,"$739,104",1991,False
21945,2004-08-20,Rosenstrasse,Drama,,"$732,036",2004,False
21946,2015-08-14,Rosenwald,Documentary,,"$433,924",2015,False
21947,1999-11-05,Rosetta,,,"$261,475",1999,False
21948,2014-11-14,Rosewater,Drama,"$10,000,000","$3,128,941",2014,True
21949,1997-02-21,Rosewood,Drama,,"$13,104,494",1997,False
21950,2011-12-31,Rosewood Lane,Thriller/Suspense,,$0,2011,False
21951,1999-07-23,Rosie,,,"$30,310",1999,False
21952,2016-12-31,The Rosie Project,Romantic Comedy,,$0,2016,False
21953,2012-09-18,Il rosso segno della follia,Thriller/Suspense,,$0,2012,False
21954,2015-12-31,Rotas,Musical,,$0,2015,False
21955,2008-12-31,Die Rote Zora,,,$0,2008,False
21956,2008-09-30,Rothko s Rooms / Mark Rothko,Documentary,,$0,2008,False
21957,2015-10-20,Rotor DR1,Adventure,"$350,000",$0,2015,False
21958,1980-06-19,Rough Cut,,,"$16,656,125",1980,False
21959,2008-12-31,Rough Cut,,,$0,2008,False
