imdbid,bech-title,bech-rating,imdb-Title,imdb-Year,key
446046,Take the Lead,3,Take the Lead,2006,takethe06lead
1273816,"University of Illinois vs. a Mummy, The",3,The University of Illinois vs. a Mummy,2006,#N/A
284363,I Served the King of England,1,I Served the King of England,2006,#N/A
450506,Suburban Mayhem,3,Suburban Mayhem,2006,suburba06yhem
482571,"Prestige, The",1,The Prestige,2006,prestig06tige
452637,Lady in the Water,2,Lady in the Water,2006,ladyint06ater
465925,Brother Bear 2,3,Brother Bear 2,2006,brother03bear
439815,Slither,3,Slither,2006,slither06ther
473514,Mulberry Street,1,Mulberry St,2006,mulberr06ryst
479884,Crank,0,Crank,2006,crank06rank
450259,Blood Diamond,1,Blood Diamond,2006,blooddi06mond
454848,Inside Man,3,Inside Man,2006,insidem06eman
457572,Fido,2,Fido,2006,fido06fido
376994,X-Men: The Last Stand,3,X-Men: The Last Stand,2006,x-men:t06tand
770739,Dead & Deader,1,Dead & Deader,2006,#N/A
433412,Material Girls,3,Material Girls,2006,materia06irls
466665,"Architect, The",3,The Architect,2006,archite06tect
407887,"Departed, The",1,The Departed,2006,departe06rted
454776,Amazing Grace,1,Amazing Grace,2006,amazing06race
441909,Volver,3,Volver,2006,volveri06veri
416496,Bandidas,3,Bandidas,2006,bandida06idas
387808,Idiocracy,1,Idiocracy,2006,idiocra06racy
420087,A Prairie Home Companion,3,A Prairie Home Companion,2006,prairie06nion
354899,"Science of Sleep, The",3,The Science of Sleep,2006,#N/A
385880,Monster House,3,Monster House,2006,monster06ouse
323120,Loving Annabelle,3,Loving Annabelle,2006,lovinga06elle
384537,Silent Hill,3,Silent Hill,2006,silenth06hill
364955,Art School Confidential,3,Art School Confidential,2006,artscho06tial
427969,Hollywoodland,2,Hollywoodland,2006,hollywo06land
808506,Toki wo kakeru sh?jo (The Girl Who Leapt Through Time),3,The Girl Who Leapt Through Time,2006,#N/A
489007,Cow Belles,3,Cow Belles,2006,#N/A
429591,Aquamarine,3,Aquamarine,2006,aquamar06rine
417148,Snakes on a Plane,3,Snakes on a Plane,2006,snakeso06lane
482546,Miss Potter,3,Miss Potter,2006,misspot06tter
464061,I'm Reed Fish,2,I'm Reed Fish,2006,I'mreed06fish
859594,Barbie in the 12 Dancing Princesses,3,Barbie in the 12 Dancing Princesses,2006,#N/A
439289,Running with Scissors,3,Running with Scissors,2006,running06sors
463034,"You, Me and Dupree",1,"You, Me and Dupree",2006,"you,mea06pree"
384793,Accepted,1,Accepted,2006,accepte06pted
455612,Madea's Family Reunion,0,Madea's Family Reunion,2006,madea's06nion
477311,Peliculas para no dormir: Para entrar a vivir,3,Films to Keep You Awake: To Let,2006,#N/A
449144,Peliculas para no dormir: La culpa,3,Blame (6 Films to Keep You Awake),2006,#N/A
795338,"Barbie Diaries, The",3,Barbie Diaries,2006,#N/A
461826,Peliculas para no dormir: Adivina quien soy,3,Films to Keep You Awake: A Real Friend,2006,#N/A
643110,"""Masters of Horror"" Pick Me Up",2,Pick Me Up,2006,#N/A
785532,"""Masters of Horror"" Pro-Life",3,Pro-Life,2006,#N/A
486551,Beerfest,3,Beerfest,2006,beerfes06fest
486731,U,3,U,2006,u06u
477072,"Prince & Me II: The Royal Wedding, The",3,The Prince & Me II: The Royal Wedding,2006,#N/A
768132,Monmon the Water Spider,0,Monmon the Water Spider,2006,#N/A
404203,Little Children,3,Little Children,2006,littlec06dren
414993,"Fountain, The",3,The Fountain,2006,fountai06tain
471030,Red Road,3,Red Road,2006,redroad06road
464049,"History Boys, The",1,The History Boys,2006,history06boys
443543,"Illusionist, The",0,The Illusionist,2006,illusio06nist
804513,Rainbow Song,3,Rainbow Song,2006,rainbow08nbow
461612,Warau Mikaeru,3,Arch Angels,2006,waraumi06aeru
429589,"Ant Bully, The",2,The Ant Bully,2006,antbull06ully
452594,"Break Up, The",1,The Break-Up,2006,break-u06k-up
462485,Poultrygeist: Night of the Chicken Dead,1,Poultrygeist: Night of the Chicken Dead,2006,poultry06dead
460829,Inland Empire,3,Inland Empire,2006,inlande06pire
454921,"Pursuit of Happyness, The",0,The Pursuit of Happyness,2006,pursuit06ness
343737,"Good Shepherd, The",0,The Good Shepherd,2006,goodshe06herd
473444,Curse of the Golden Flower,2,Curse of the Golden Flower,2006,#N/A
809407,A fost sau n-a fost?,1,12:08 East of Bucharest,2006,fostsau06ost?
457939,"Holiday, The",3,The Holiday,2006,holiday06iday
831888,Tekkon kinkurito,0,Tekkonkinkreet,2006,tekkonk06rito
405296,A Scanner Darkly,1,A Scanner Darkly,2006,scanner06rkly
445935,Bordertown,3,Bordertown,2006,bordert06town
430634,Stick It,3,Stick It,2006,stickit06ckit
457510,Nacho Libre,0,Nacho Libre,2006,nacholi06ibre
435706,Nina's Heavenly Delights,3,Nina's Heavenly Delights,2006,nina'sh06ghts
876294,"Zombie Diaries, The",3,The Zombie Diaries,2006,zombied06ries
487503,"Page Turner, The",3,The Page Turner,2006,#N/A
460732,Caffeine,3,Caffeine,2006,caffein06eine
443455,Brand Upon The Brain!,3,Brand Upon the Brain!,2006,brandup06ters
446755,"Painted Veil, The",3,The Painted Veil,2006,painted06veil
348150,Superman Returns,1,Superman Returns,2006,superma06urns
497137,"I'm a Cyborg, But That's OK",3,"I'm a Cyborg, But That's OK",2006,#N/A
818940,Love & Suicide,3,Love & Suicide,2006,love&su05cide
448124,Snow cake,3,Snow Cake,2006,snowcak06cake
824316,Dor,3,Dor,2006,dor06dor
444628,Fay Grim,3,Fay Grim,2006,faygrim06grim
367027,Shortbus,3,Shortbus,2006,shortbu06tbus
370032,Ultraviolet,1,Ultraviolet,2006,ultravi06olet
435680,Kidulthood,3,Kidulthood,2006,kidulth06hood
425210,Lucky Number Slevin,1,Lucky Number Slevin,2006,luckynu06evin
460721,"Big Bad Swim, The",3,The Big Bad Swim,2006,bigbads06swim
768116,Hula Girls,3,Hula Girls,2006,hulagir05irls
449010,Eragon,1,Eragon,2006,eragon06agon
460740,Cashback,3,Cashback,2006,cashbac06back
383060,Zoom,3,Zoom,2006,zoom06zoom
479647,"Bon Cop, Bad Cop",1,Bon Cop Bad Cop,2006,"boncop,06dcop"
454082,Black Christmas,3,Black Christmas,2006,blackch06tmas
375785,Gray Matters,3,Gray Matters,2006,graymat06ersi
498380,Letters from Iwo Jima,1,Letters from Iwo Jima,2006,letters06jima
383216,"Pink Panther, The",1,The Pink Panther,2006,pinkpan06ther
477139,Wristcutters: A Love Story,1,Wristcutters: A Love Story,2006,wristcu06tory
772154,Apart From That,3,Apart from That,2006,apartfr06that
494271,"Unknown Woman, The",3,The Unknown Woman,2006,#N/A
1105263,Bleach: Memories of Nobody,3,Bleach: Memories of Nobody,2006,bleach:06body
499455,Day Night Day Night,3,Day Night Day Night,2006,daynigh06ight
449467,Babel,3,Babel,2006,babeli06beli
782399,"""Masters of Horror"" Family",2,Family,2006,family06mily
779496,"""Masters of Horror"" Pelts",1,Pelts,2006,#N/A
805420,"""Masters of Horror"" Valerie on the Stairs",3,Valerie on the Stairs,2006,#N/A
405676,All The King's Men,1,All the King's Men,2006,allthek06smen
476298,Madeinusa,3,Madeinusa,2006,madeinu06nusa
480025,This is England,3,This Is England,2006,thisise06land
876154,To Have and to Hold,3,To Have and to Hold,2006,tohavea15oldi
441774,Lonely Hearts,3,Lonely Hearts,2006,lonelyh06arts
424880,Candy,3,Candy,2006,candy06andy
475293,High School Musical,3,High School Musical,2006,#N/A
416449,300,0,300,2006,30006300
483726,Man of the Year,1,Man of the Year,2006,manofth06year
473488,A Guide to Recognizing Your Saints,1,A Guide to Recognizing Your Saints,2006,guideto06ints
859765,Still Life (Sanxia haoren),2,Still Life,2006,sanxiah06oren
401711,Paris je t'aime,3,"Paris, je t'aime",2006,"paris,j06aime"
408985,Last Holiday,3,Last Holiday,2006,lasthol06iday
468489,Half Nelson,3,Half Nelson,2006,halfnel06lson
478724,I Do,3,I Do,2006,idoi12idoi
472043,Apocalypto,3,Apocalypto,2006,apocaly06ypto
468492,"Host, The",3,The Host,2006,host13host
452624,"Good German, The",1,The Good German,2006,goodger06rman
483022,Kamome Diner,3,Kamome Diner,2006,#N/A
499537,Offside,3,Offside,2006,offside06eiii
389860,Click,3,Click,2006,click06lick
479917,For the Love of a Child,3,For the Love of a Child,2006,#N/A
457275,Altered,0,Altered,2006,altered06ered
493459,This Film Is Not Yet Rated,3,This Film Is Not Yet Rated,2006,thisfil06ated
455857,When a Stranger Calls,3,When a Stranger Calls,2006,whenast06alls
206634,Children of Men,3,Children of Men,2006,childre06fmen
455967,John Tucker Must Die,2,John Tucker Must Die,2006,johntuc06tdie
790781,Wendy Wu: Homecoming Warrior,3,Wendy Wu: Homecoming Warrior,2006,#N/A
455596,"Librarian: Return to King Solomon's Mines, The",1,The Librarian: Return to King Solomon's Mines,2006,#N/A
460989,"Wind That Shakes the Barley, The",1,The Wind That Shakes the Barley,2006,windtha06rley
465551,Notes on a Scandal,3,Notes on a Scandal,2006,noteson06ndal
470705,Bug,3,Bug,2006,bug06bug
477095,Starter for 10,2,Starter for 10,2006,starter06or10
460792,Fast Food Nation,3,Fast Food Nation,2006,fastfoo06tion
344854,Arthur and the Invisibles,0,Arthur and the Invisibles,2006,#N/A
460791,"Fall, The",3,The Fall,2006,fall06fall
433386,"Grudge 2, The",3,The Grudge 2,2006,grudge206dge2
457430,El laberinto del fauno (Pan's Labyrinth),3,Pan's Labyrinth,2006,ellaber06auno
489010,A Crime,1,A Crime,2006,crime06rime
405094,Das Leben Der Anderen,0,The Lives of Others,2006,daslebe06eren
934427,Liu hao chukou (Exit No. 6),3,Exit No. 6,2006,liuhaoc06ukou
851578,Paprika,3,Paprika,2006,papurik06rika
412798,Half Light,3,Half Light,2006,halflig06ight
758794,We Are Marshall,1,We Are Marshall,2006,wearema06hall
778631,Brave Story,1,Brave Story,2006,bravest06tory
389557,Zwartboek,3,Black Book,2006,zwartbo06boek
396171,Perfume: The Story of a Murderer,3,Perfume: The Story of a Murderer,2006,perfume06erer
490166,London To Brighton,3,London to Brighton,2006,londont06hton
454931,Requiem,3,Requiem,2006,requiem06uiem
827517,Reprise,1,Reprise,2006,reprise06rise
430164,Películas para no dormir: La habitación del niño,3,Films to Keep You Awake: The Baby's Room,2006,#N/A
460897,Peliculas para no dormir: Regreso a Moira,1,Films to Keep You Awake: Spectre,2006,#N/A
489270,Saw III,3,Saw III,2006,sawiii06wiii
494199,5ive Girls,3,5ive Girls,2006,5ivegir06irls
462590,Step Up,3,Step Up,2006,stepup06epup
405336,Southland Tales,3,Southland Tales,2006,southla06ales
458352,"Devil Wears Prada, The",3,The Devil Wears Prada,2006,devilwe06rada
438097,Ice Age: The Meltdown,1,Ice Age: The Meltdown,2006,iceage:06down
410297,"Lake House, The",3,The Lake House,2006,lakehou06ouse
387877,Black Dahlia,1,The Black Dahlia,2006,blackda06hlia
807840,Elephants Dream,0,Elephants Dream,2006,elephan14ream
832958,On the Trail of Igor Rizzi,0,On the Trail of Igor Rizzi,2006,#N/A
317919,Mission: Impossible III,1,Mission: Impossible III,2006,mission06eiii
470765,For Your Consideration,3,For Your Consideration,2006,foryour06tion
400717,Open Season,1,Open Season,2006,opensea06ason
420223,Stranger Than Fiction,3,Stranger Than Fiction,2006,strange06tion
423169,Sherrybaby,3,Sherrybaby,2006,sherryb06baby
779982,Black Sheep,1,Black Sheep,2006,blacksh06heep
381061,Casino Royale,1,Casino Royale,2006,casinor06yale
493430,Jackass Number Two,1,Jackass Number Two,2006,jackass06rtwo
769508,In Paris,1,Dans Paris,2006,danspar06aris
816520,Return To Halloweentown,3,Return to Halloweentown,2006,#N/A
398913,DOA: Dead or Alive,3,DOA: Dead or Alive,2006,doa:dea06live
492481,Puccini for Beginners,3,Puccini for Beginners,2006,puccini06ners
437800,Akeelah and the Bee,3,Akeelah and the Bee,2006,akeelah06ebee
414982,Final Destination 3,3,Final Destination 3,2006,finalde06ion3
454945,She's the Man,2,She's the Man,2006,she'sth06eman
380066,"Woods, The",3,The Woods,2006,woods06oods
855729,Times and Winds,3,Times and Winds,2006,#N/A
449059,Little Miss Sunshine,3,Little Miss Sunshine,2006,littlem06hine
422720,Marie Antoinette,3,Marie Antoinette,2006,mariean06ette
429727,Il caimano (The Caiman),3,The Caiman,2006,ilcaima06mano
436697,"Queen, The",3,The Queen,2006,queen06ueen
855805,Farval Falkenberg,0,Falkenberg Farewell,2006,farvälf06berg
444112,Avenue Montaigne,3,Avenue Montaigne,2006,#N/A
436331,Friends with Money,3,Friends with Money,2006,friends06oney
475394,Smokin' Aces,3,Smokin' Aces,2006,smokin'06aces
490822,Bring It On: All or Nothing,3,Bring It On: All or Nothing,2006,#N/A
477347,Night at the Museum,3,Night at the Museum,2006,nightat06seum
406816,"Guardian, The",1,The Guardian,2006,guardia00dian
462309,"Gigolos, The",1,The Gigolos,2006,gigolos06olos
443453,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,1,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,borat:c06stan
888019,Five Across the Eyes,3,Five Across the Eyes,2006,fiveacr06eyes
473074,"Gymnast, The",3,The Gymnast,2006,gymnast06nast
417225,Idlewild,3,Idlewild,2006,idlewil06wild
424345,Clerks II,3,Clerks II,2006,clerksi06ksii
783238,"Dead Girl, The",3,The Dead Girl,2006,deadgir06girl
446442,A Few Days in September,3,A Few Days in September,2006,#N/A
451176,Quinceanera,3,Quinceañera,2006,quincea06nera
382625,"Da Vinci Code, The",1,The Da Vinci Code,2006,davinci06code
457655,After the Wedding,2,After the Wedding,2006,#N/A
863091,Mukhsin,3,Mukhsin,2006,mukhsin06hsin
487195,Bonneville,3,Bonneville,2006,bonnevi06ille
1148261,Bleach Movie 2: The Diamond Dust Rebellion,2,Bleach the Movie 2: The Diamond Dust Rebellion,2007,#N/A
425413,"Run, Fatboy, Run",1,"Run, Fatboy, Run",2007,runfatb07yrun
211933,Awake,3,Awake,2007,awake07wake
768212,"Last Mimzy, The",3,The Last Mimzy,2007,lastmim07imzy
995031,Bhool Bhulaiyaa,1,Bhool Bhulaiyaa,2007,bhoolbh07iyaa
459102,Import/Export,3,Import Export,2007,importe07port
348062,"So, You've Downloaded a Demon",3,"So, You've Downloaded a Demon",2007,"so,you'07emon"
997174,Welcome to the Quiet Room,3,Welcome to the Quiet Room,2007,#N/A
765120,My Blueberry Nights,3,My Blueberry Nights,2007,myblueb07ghts
452702,Vacancy,0,Vacancy,2007,vacancy07ancy
445934,Blades of Glory,3,Blades of Glory,2007,bladeso07lory
1095496,She's a Boy I Knew,3,She's a Boy I Knew,2007,she'sab07knew
478311,Knocked Up,3,Knocked Up,2007,knocked07edup
860528,Salvation,1,Salvation,2007,salvati07tion
1107809,Cutlass,3,Cutlass,2007,#N/A
486946,Wild Hogs,1,Wild Hogs,2007,wildhog07hogs
388182,King of California,1,King of California,2007,kingofc07rnia
464141,"Orphanage, The",3,The Orphanage,2007,orphana16agei
783233,Atonement,3,Atonement,2007,atoneme07ment
367959,Hannibal Rising,1,Hannibal Rising,2007,hanniba07sing
960835,Transmorphers,3,Transmorphers,2007,#N/A
408236,Sweeney Todd: The Demon Barber of Fleet Street,1,Sweeney Todd: The Demon Barber of Fleet Street,2007,sweeney07reet
806940,Ninas Mal,3,Bad Girls,2007,niñasma07smal
423977,Charlie Bartlett,2,Charlie Bartlett,2007,charlie07lett
829482,Superbad,2,Superbad,2007,superba07rbad
816436,Black Water,3,Black Water,2007,blackwa07ater
805564,Lars and the real Girl,3,Lars and the Real Girl,2007,larsand07girl
758758,Into the Wild,1,Into the Wild,2007,intothe07wild
477348,No Country for Old Men,3,No Country for Old Men,2007,nocount07dmen
488023,Out at the Wedding,3,Out at the Wedding,2007,outatth07ding
765430,American Zombie,3,American Zombie,2007,america07mbie
2330312,Bratz: Fashion Pixiez,3,Bratz Fashion Pixiez,2007,#N/A
1024856,Negative Happy Chain Saw Edge,0,Negative Happy Chainsaw Edge,2007,#N/A
925230,Cocalero,3,Cocalero,2007,cocaler07lero
1094278,Tricks,3,Tricks,2007,tricks.07cks.
1032846,"4 Months, 3 Weeks and 2 Days",3,"4 Months, 3 Weeks and 2 Days",2007,#N/A
480242,Dan in Real Life,3,Dan in Real Life,2007,daninre07life
382932,Ratatouille,1,Ratatouille,2007,ratatou07ille
477071,Premonition,3,Premonition,2007,premoni07ioni
972785,Bring It On: In It to Win It,3,Bring It On: In It to Win It,2007,#N/A
913445,Young People Fucking,1,YPF,2007,youngpe07king
787475,Hot Rod,1,Hot Rod,2007,hotrod07trod
461770,Enchanted,3,Enchanted,2007,enchant07nted
413300,Spider-Man 3,2,Spider-Man 3,2007,spider-07man3
455805,Then She Found Me,3,Then She Found Me,2007,thenshe07ndme
810868,Free Rainer,2,Free Rainer,2007,freerai07iner
401997,Breach,1,Breach,2007,breach07each
910847,Breakfast with Scot,1,Breakfast with Scot,2007,breakfa07scot
822854,Shooter,1,Shooter,2007,shooter07teri
490084,Because I Said So,3,Because I Said So,2007,because07idso
486822,Disturbia,3,Disturbia,2007,disturb07rbia
848542,Arranged,3,Arranged,2007,arrange07nged
443473,"Condemned, The",1,The Condemned,2007,condemn07mned
480669,Timecrimes,0,Timecrimes,2007,#N/A
775529,"Savages, The",3,The Savages,2007,savages07ages
1121794,Sword of the Stranger,3,Sword of the Stranger,2007,#N/A
887732,Days and Clouds,3,Days and Clouds,2007,#N/A
942384,Shelter,1,Shelter,2007,shelter03lter
443706,Zodiac,1,Zodiac,2007,zodiac07diac
784972,"Brothers Solomon, The",2,The Brothers Solomon,2007,brother07omon
479500,Nancy Drew,3,Nancy Drew,2007,nancydr07drew
814106,Flatland: The Movie,2,Flatland: The Movie,2007,#N/A
807721,Meduzot,3,Meduzot,2007,meduzot07uzot
765429,American Gangster,1,American Gangster,2007,america07ster
809533,Las 13 rosas,3,13 Roses,2007,las13ro07osas
796302,"Babysitters, The",3,The Babysitters,2007,babysit07ters
808230,Les deux mondes,2,Les deux mondes,2007,lesdeux07ndes
1166805,Cafe com Leite,0,"You, Me and Him",2007,#N/A
368794,I'm Not There.,1,I'm Not There.,2007,i'mnott07ere.
952682,Shotgun Stories,3,Shotgun Stories,2007,shotgun07ries
880502,Auf der anderen Seite,3,The Edge of Heaven,2007,aufdera07eite
792965,"Ensemble, c'est tout",3,Hunting and Gathering,2007,ensembl07tout
396555,Meet the Robinsons,1,Meet the Robinsons,2007,meetthe07sons
884819,Wool 100%,3,Wool 100%,2006,wool10006100%
480249,I Am Legend,3,I Am Legend,2007,iamlege07gend
453556,TMNT,1,TMNT,2007,tmnt07tmnt
448134,Sunshine,1,Sunshine,2007,sunshin07hine
841044,2 Days in Paris,3,2 Days in Paris,2007,2daysin07aris
765447,Evening,3,Evening,2007,evening07ning
780607,"Signal, The",2,The Signal,2007,signal07gnal
477051,Norbit,2,Norbit,2007,norbit07rbit
848557,Diary of the Dead,3,Diary of the Dead,2007,diaryof07dead
442933,Beowulf,3,Beowulf,2007,beowulf07wulf
757361,Margot at the Wedding,3,Margot at the Wedding,2007,margota07ding
904049,Ekusute (Exte: Hair Extensions),3,Exte: Hair Extensions,2007,ekusute07sute
861739,Tropa de Elite,3,Elite Squad,2007,tropade07lite
1043842,Appleseed Saga: Ex Machina,3,Appleseed Ex Machina,2007,#N/A
812243,Ex Drummer,1,Ex Drummer,2007,exdrumm07mmer
414055,Elizabeth: The Golden Age,3,Elizabeth: The Golden Age,2007,elizabe07nage
1032207,Lynch,1,Lynch,2007,lynch07ynch
467406,Juno,3,Juno,2007,juno07juno
373889,Harry Potter and the Order of the Phoenix,3,Harry Potter and the Order of the Phoenix,2007,harrypo07enix
432021,Resident Evil: Extinction,3,Resident Evil: Extinction,2007,residen07tion
787523,Towelhead,3,Towelhead,2007,#N/A
413267,Shrek the Third,3,Shrek the Third,2007,shrekth07hird
411061,88 Minutes,1,88 Minutes,2007,88minut07utes
441007,Gracie,3,Gracie,2007,gracie07acie
897361,I Know Who Killed Me,3,I Know Who Killed Me,2007,iknowwh07edme
486583,Fred Claus,1,Fred Claus,2007,fredcla07laus
418279,Transformers,3,Transformers,2007,transfo07mers
481369,"Number 23, The",1,The Number 23,2007,number207er23
866437,"Jane Austen Book Club, The",3,The Jane Austen Book Club,2007,janeaus07club
756729,Year of the dog,3,Year of the Dog,2007,yearoft07dogi
427470,"Lookout, The",3,The Lookout,2007,lookout07kout
884328,"Mist, The",3,The Mist,2007,mist07mist
398808,Bridge to Terabithia,3,Bridge to Terabithia,2007,bridget07thia
465538,Michael Clayton,2,Michael Clayton,2007,michael07yton
825236,Caramel,2,Caramel,2007,caramel05amel
440963,"Bourne Ultimatum, The",2,The Bourne Ultimatum,2007,bourneu07atum
780622,Teeth,3,Teeth,2007,teeth02eeth
844794,Northanger Abbey,3,Northanger Abbey,2007,#N/A
814795,In the Arms of My Enemy,0,In the Arms of My Enemy,2007,#N/A
923811,Evangelion: 1.0: You Are (Not) Alone,3,Evangelion: 1.0 You Are (Not) Alone,2007,#N/A
799949,Epic Movie,3,Epic Movie,2007,epicmov07ovie
421082,Control,2,Control,2007,control07trol
782867,Ha-Sodot (The Secrets),3,The Secrets,2007,ha-sodo07odot
891527,Lions for lambs,0,Lions for Lambs,2007,lionsfo07ambs
838192,Reine Geschmacksache,3,Fashion Victims,2007,reinege07ache
283503,Brooklyn Rules,3,Brooklyn Rules,2007,brookly07ules
472071,Death Defying Acts,3,Death Defying Acts,2007,deathde07acts
780608,Smiley Face,3,Smiley Face,2007,smileyf07face
449088,Pirates of the Caribbean: At World's End,3,Pirates of the Caribbean: At World's End,2007,pirates07send
889600,Fat Like Me,3,To Be Fat Like Me,2007,#N/A
1016301,Fermat's Room,0,Fermat's Room,2007,#N/A
455760,Dead Silence,1,Dead Silence,2007,deadsil07ence
465494,Hitman,0,Hitman,2007,hitmani07mani
838221,"Darjeeling Limited, The",1,The Darjeeling Limited,2007,darjeel07ited
452623,Gone Baby Gone,3,Gone Baby Gone,2007,gonebab07gone
762110,Irina Palm,3,Irina Palm,2007,irinapa07palm
845046,Son of Rambow,1,Son of Rambow,2007,sonofra07mbow
482374,Gone,3,Gone,2006,gone02gone
415127,"Man from London, The",3,The Man from London,2007,#N/A
1048174,"World Unseen, The",3,The World Unseen,2007,worldun07seen
465375,After Sex,3,After Sex,2007,afterse07rsex
475243,Crashing,2,Crashing,2007,crashin07hing
1077274,"Yobi, the Five-Tailed Fox (Cheon-nyeon-yeo-woo-yeo-woo-bi)",3,"Yobi, the Five Tailed Fox",2007,cheon-n07o-bi
875113,99 francs,1,99 francs,2007,99franc07ancs
815244,Sydney White,3,Sydney White,2007,sydneyw07hite
808417,Persepolis,3,Persepolis,2007,persepo07olis
1179904,Paranormal Activity,3,Paranormal Activity,2007,paranor07vity
459959,La reine soleil,3,La reine soleil,2007,lareine07leil
481141,No Reservations,3,No Reservations,2007,noreser07ions
472205,Watching the Detectives,1,Watching the Detectives,2007,watchin07ives
780583,Flight of the Living Dead,3,Flight of the Living Dead,2007,#N/A
498353,Hostel: Part II,3,Hostel: Part II,2007,hostel:07rtii
450385,1408,3,1408,2007,1408071408
494222,Eagle vs Shark,3,Eagle vs Shark,2007,eaglevs07hark
463854,28 Weeks Later,3,28 Weeks Later,2007,28weeks07ater
801526,"Tracey Fragments, The",3,The Tracey Fragments,2007,traceyf07ents
486576,Fantastic Four: Rise of the Silver Surfer,3,Fantastic 4: Rise of the Silver Surfer,2007,#N/A
416508,Becoming Jane,3,Becoming Jane,2007,becomin07jane
857191,"Visitor, The",3,The Visitor,2007,visitor07tori
892100,Steam,3,Steam,2007,steam07team
758771,Outlaw,1,Outlaw,2007,outlaw07tlaw
758732,Beaufort,0,Beaufort,2007,beaufor07fort
869977,Naissance des pieuvres,3,Water Lilies,2007,naissan07vres
1083845,Ballet Shoes,3,Ballet Shoes,2007,#N/A
293564,Rush Hour 3,1,Rush Hour 3,2007,rushhou07our3
476964,"Brave One, The",3,The Brave One,2007,braveon07eone
473308,Waitress,3,Waitress,2007,waitres07ress
488120,Fracture,1,Fracture,2007,fractur07ture
756683,"Man from Earth, The",1,The Man from Earth,2007,manfrom07arth
292963,Before the Devil Knows You're Dead,2,Before the Devil Knows You're Dead,2007,beforet07dead
1077258,Planet Terror,3,Planet Terror,2007,planett07rror
496328,Itty Bitty Titty Committee,3,Itty Bitty Titty Committee,2007,ittybit07ttee
462538,"Simpsons Movie, The",3,The Simpsons Movie,2007,simpson07ovie
964587,St. Trinian's,3,St. Trinian's,2007,st.trin07an's
373883,Halloween,3,Halloween,2007,hallowe07ween
445922,Across the Universe,3,Across the Universe,2007,acrosst07erse
829297,Ten Inch Hero,3,Ten Inch Hero,2007,teninch07hero
1092053,Barbie as the Island Princess,3,Barbie as the Island Princess,2007,#N/A
808357,"Lust, Caution",3,"Lust, Caution",2007,#N/A
401383,"Diving Bell and the Butterfly, The",2,The Diving Bell and the Butterfly,2007,#N/A
780565,Mataharis,3,Mataharis,2007,matahar07aris
795368,Death at a Funeral,3,Death at a Funeral,2007,deathat07eral
381849,3:10 to Yuma,0,3:10 to Yuma,2007,3:10toy07yuma
995829,XXY,3,XXY,2007,xxy07xxy
492486,Shrooms,3,Shrooms,2007,shrooms07ooms
950740,Grandpa for Christmas,3,A Grandpa for Christmas,2007,#N/A
825244,Dialogue avec mon jardinier,1,Conversations with My Gardener,2007,dialogu07nier
840363,Racing Daylight,3,Racing Daylight,2007,racingd07ight
971205,Lucky Blue,0,Lucky Blue,2007,#N/A
389790,Bee Movie,1,Bee Movie,2007,beemovi07ovie
890870,Saw IV,3,Saw IV,2007,sawiv07awiv
393956,Viva,3,Viva,2007,viva15viva
983213,5 Centimeters Per Second,1,5 Centimeters Per Second,2007,#N/A
466839,I Could Never Be Your Woman,3,I Could Never Be Your Woman,2007,icouldn07oman
923985,We Are the Strange,0,We Are the Strange,2007,weareth07ange
860866,Far North,3,Far North,2007,farnort07orth
469494,There Will Be Blood,0,There Will Be Blood,2007,therewi07lood
923752,"King of Kong: A Fistful of Quarters, The",1,The King of Kong: A Fistful of Quarters,2007,#N/A
427327,Hairspray,3,Hairspray,2007,hairspr07pray
498399,We Own the Night,0,We Own the Night,2007,weownth07ight
765443,Eastern Promises,3,Eastern Promises,2007,eastern07ises
909010,"Bad Mother's Handbook, The",3,The Bad Mother's Handbook,2007,#N/A
486651,Dark Mirror,3,Dark Mirror,2007,darkmir07rror
450188,La vie en rose,3,La Vie en Rose,2007,#N/A
804516,P2,3,P2,2007,p207p2
419887,"Kite Runner, The",0,The Kite Runner,2007,kiterun07nner
862856,Trick 'r Treat,3,Trick 'r Treat,2007,trick'r07reat
996605,Love Songs,3,Love Songs,2007,#N/A
815178,"Life Before Her Eyes, The",3,The Life Before Her Eyes,2007,lifebef07eyes
496436,White Noise 2: The Light,1,White Noise 2: The Light,2007,whiteno07ight
425430,"Messengers, The",3,The Messengers,2007,messeng07gers
486655,Stardust,3,Stardust,2007,stardus07dust
804452,Bratz,3,Bratz,2007,bratz07ratz
425112,Hot Fuzz,1,Hot Fuzz,2007,hotfuzz07fuzz
389722,30 Days of Night,2,30 Days of Night,2007,30dayso07ight
758753,If I Had Known I Was a Genius,2,If I Had Known I Was a Genius,2007,ifihadk07nius
1032856,"Band's Visit, The",1,The Band's Visit,2007,#N/A
1028528,Death Proof,3,Death Proof,2007,deathpr07roof
435705,Next,2,Next,2007,next07next
465602,Shut em up,1,Shoot 'Em Up,2007,shoot'e07emup
816530,Imprint,3,Imprint,2007,imprint07inti
856288,Inside,3,Inside,2007,insidei06idei
758766,Music and Lyrics,3,Music and Lyrics,2007,musican07rics
970472,Vexille,3,Vexille,2007,#N/A
431308,P.S. I Love You,3,P.S. I Love You,2007,p.s.ilo07eyou
