imdbid,bech-title,bech-rating,imdb-Title,imdb-Year,key
1186830,Agora,1,Agora,2009,agora09gora
1054606,"Imaginarium of Doctor Parnassus, The",1,The Imaginarium of Doctor Parnassus,2009,imagina09ssus
1372301,Technotise - Edit i ja,3,Technotise: Edit & I,2009,technot09tija
808151,Angels & Demons,0,Angels & Demons,2009,angels&09mons
1309449,Kaiji: The Ultimate Gambler,0,Kaiji: The Ultimate Gambler,2009,#N/A
1183276,"Horde, The",0,The Horde,2009,#N/A
1379182,Dogtooth,3,Dogtooth,2009,#N/A
1135092,"Limits of Control, The",1,The Limits of Control,2009,limitso09trol
821642,"Soloist, The",1,The Soloist,2009,soloist09oist
1512201,Last Train Home,3,Last Train Home,2009,#N/A
1259574,Red Riding: In the Year of Our Lord 1974,1,Red Riding: The Year of Our Lord 1974,2009,redridi09logy
1179891,My Bloody Valentine 3D,2,My Bloody Valentine,2009,myblood09tine
1323605,Suck,1,Suck,2009,suck09suck
896529,Cairo Time,3,Cairo Time,2009,cairoti09time
1405809,Lourdes,3,Lourdes,2009,lourdes09rdes
1152836,Public Enemies,1,Public Enemies,2009,publice09mies
417741,Harry Potter and the Half-Blood Prince,3,Harry Potter and the Half-Blood Prince,2009,harrypo09ince
1349482,Bring It On: Fight to the Finish,3,Bring It On: Fight to the Finish,2009,#N/A
1190536,Black Dynamite,2,Black Dynamite,2009,blackdy09mite
1303828,Defendor,1,Defendor,2009,defendo09ndor
1312251,"Good Witch's Garden, The",3,The Good Witch's Garden,2009,#N/A
1134629,"Private Lives of Pippa Lee, The",3,The Private Lives of Pippa Lee,2009,private09alee
1103982,"Girlfriend Experience, The",3,The Girlfriend Experience,2009,girlfri09ence
765010,Brothers,3,Brothers,2009,brother00rsii
1305806,"Secret in Their Eyes, The",1,The Secret in Their Eyes,2009,secreti15eyes
1433540,A Town Called Panic,1,A Town Called Panic,2009,#N/A
1001508,He's Just Not That Into You,3,He's Just Not That Into You,2009,he'sjus09oyou
1078588,My Sister's Keeper,3,My Sister's Keeper,2009,mysiste09eper
995850,Vision - Aus dem Leben der Hildegard von Bingen,3,Vision,2009,vision-09ngen
1244668,Soul Kitchen,1,Soul Kitchen,2009,soulkit09chen
1185242,Finding Bliss,3,Finding Bliss,2009,finding09liss
1136608,District 9,1,District 9,2009,distric09ict9
1479676,Cooking with Stella,3,Cooking with Stella,2009,cooking09ella
1320352,Nothing Personal,3,Nothing Personal,2009,nothing09nali
889583,Brüno,0,Brüno,2009,bruno09runo
1146320,Mutants,3,Mutants,2009,mutants09ants
1322315,Headhunter,1,Headhunter,2009,headhun09nter
1504362,Natale a Beverly Hills,1,Christmas in Beverly Hills,2009,natalea09ills
458525,X-Men Origins: Wolverine,3,X-Men Origins: Wolverine,2009,x-menor09rine
1227787,London River,3,London River,2009,londonr09iver
1194263,Get Low,1,Get Low,2009,getlow09tlow
1243375,"Dancer and the Thief, The",0,The Dancer and the Thief,2009,#N/A
804539,Surviving Evil,3,Surviving Evil,2009,survivi09evil
1270291,Hunter Prey,0,Hunter Prey,2010,hunterp10prey
1294226,"Last Song, The",3,The Last Song,2010,lastson10song
1361835,Das letzte Schweigen,3,The Silence,2010,dasletz10igen
1278449,Sound of Noise,0,Sound of Noise,2010,soundof10oise
1221208,Frankie and Alice,3,Frankie & Alice,2010,frankie10lice
1179056,A Nightmare on Elm Street,3,A Nightmare on Elm Street,2010,nightma10reet
1653911,Mozart's Sister,3,Mozart's Sister,2010,#N/A
1624426,I Will Follow,3,I Will Follow,2010,iwillfo10llow
1226229,Get Him To The Greek,1,Get Him to the Greek,2010,gethimt10reek
840361,"Town, The",1,The Town,2010,town10town
1671616,18 comidas,2,18 Meals,2010,18comid10idas
1376195,Gunless,2,Gunless,2010,gunless10less
1179069,Shelter,3,6 Souls,2010,6souls10ouls
1624408,Trigger,3,Trigger,2010,trigger06gger
1610301,Barbie in a Mermaid Tale,3,Barbie in a Mermaid Tale,2010,#N/A
1514041,4.3.2.1,3,4.3.2.1.,2010,4.3.2.1102.1.
1640571,Titanic II,3,Titanic II,2010,#N/A
1610452,Band Baaja Barat,3,Band Baaja Baaraat,2010,bandbaa10raat
1669706,Valkaama,2,Valkaama,2010,valkaam10aama
1531663,Everything Must Go,1,Everything Must Go,2010,everyth10stgo
892791,Shrek Forever After,1,Shrek Forever After,2010,shrekfo10fter
1569923,Batman: Under the Red Hood,1,Batman: Under the Red Hood,2010,#N/A
1600524,Heartbeats,2,Heartbeats,2010,heartbe07eats
1542852,Carancho,3,Carancho,2010,caranch10ncho
1311075,"Human Resources Manager, The",1,The Human Resources Manager,2010,humanre10ager
1270761,Don't Be Afraid of the Dark,3,Don't Be Afraid of the Dark,2010,don’t'be10dark
1270296,"Killing Jar, The",3,The Killing Jar,2010,killing10gjar
1583323,Steam of Life,0,Steam of Life,2010,#N/A
1578261,Break Ke Baad,3,Break Ke Baad,2010,breakke10baad
1673423,My Babysitter's a Vampire,3,My Babysitter's a Vampire,2010,#N/A
1462758,Buried,1,Buried,2010,buried10ried
1123373,Detective Dee and the Mystery of the Phantom Flame,3,Detective Dee: Mystery of the Phantom Flame,2010,#N/A
1667079,Food Stamped,3,Food Stamped,2010,foodsta10mped
1570989,Tiny Furniture,3,Tiny Furniture,2010,tinyfur10ture
1341710,"Shrine, The",3,The Shrine,2010,shrine10rine
963966,"Sorcerer's Apprentice, The",1,The Sorcerer's Apprentice,2010,sorcere10tice
1451762,On Tour,3,On Tour,2010,ontour11tour
947798,Black Swan,3,Black Swan,2010,blacksw10swan
1754351,"Hollywood Complex, The",3,The Hollywood Complex,2011,hollywo11plex
435761,Toy Story 3,3,Toy Story 3,2010,toystor10ory3
429493,"A-Team, The",0,The A-Team,2010,a-team10team
1305797,Enthiran,3,Enthiran,2010,enthira10iran
1723120,Viva Riva!,3,Viva Riva!,2010,vivariv10iva!
817230,Valentine's Day,3,Valentine's Day,2010,valenti08sday
1436045,13 Assassins,1,13 Assassins,2010,#N/A
1723115,"Place in Between, The",3,The Place in Between,2010,#N/A
493949,Ramona and Beezus,3,Ramona and Beezus,2010,ramonaa10ezus
1593655,Browncoats: Redemption,3,Browncoats: Redemption,2010,brownco10tion
1576382,Dos hermanos,3,Brother and Sister,2010,dosherm00anos
1560139,Boy,1,Boy,2010,boy12boy
1126618,Morning Glory,3,Morning Glory,2010,morning10lory
1179025,"Extraordinary Adventures of Adele Blanc-Sec, The",3,The Extraordinary Adventures of Adèle Blanc-Sec,2010,#N/A
1049402,Howl,0,Howl,2010,howl10howl
1548603,Jo's Boy,0,Jo's Boy,2011,#N/A
1270842,Norwegian Wood,3,Norwegian Wood,2010,#N/A
1456060,Boy Wonder,3,Boy Wonder,2010,boywond10nder
1590089,Confessions (Kokuhaku),3,Confessions,2010,kokuhak10haku
1403988,"Romantics, The",3,The Romantics,2010,romanti10tics
1273678,"Spy Next Door, The",3,The Spy Next Door,2010,spynext10door
1721685,Pink Saris,3,Pink Saris,2010,pinksar10aris
1213648,London Boulevard,1,London Boulevard,2010,londonb10vard
1014759,Alice in Wonderland,3,Alice in Wonderland,2010,alicein05land
1431181,Another Year,3,Another Year,2010,another10year
1464580,Stake Land,1,Stake Land,2010,stakela10land
427152,Dinner for Schmucks,1,Dinner for Schmucks,2010,dinnerf10ucks
804497,It's Kind of a Funny Story,1,It's Kind of a Funny Story,2010,it'skin10tory
892769,How to Train Your Dragon,3,How to Train Your Dragon,2010,howtotr10agon
926084,Harry Potter and the Deathly Hallows: Part 1,3,Harry Potter and the Deathly Hallows: Part 1,2010,harrypo10art1
1316622,Wrecked,0,Wrecked,2010,wrecked10cked
1231587,Hot Tub Time Machine,1,Hot Tub Time Machine,2010,hottubt10hine
1532503,Beginners,1,Beginners,2010,beginne10ners
398286,Tangled,3,Tangled,2010,tangled10gled
989757,Dear John,0,Dear John,2010,dearjoh10ohni
1053424,Repo Men,3,Repo Men,2010,repomen10omen
1529233,Basilicata Coast to Coast,3,Basilicata Coast to Coast,2010,basilic10oast
1251757,Middle Men,1,Middle Men,2009,middlem09emen
1996211,Chasing Legends,0,Chasing Legends,2010,chasing10ends
1568921,Arrietty,3,The Secret World of Arrietty,2010,#N/A
954947,"Killer Inside Me, The",1,The Killer Inside Me,2010,killeri10deme
1263750,Room in Rome,3,Room in Rome,2010,#N/A
1618390,"Disciple, The",2,The Disciple,2010,discipl10iple
1196204,Cemetery Junction,2,Cemetery Junction,2010,cemeter10tion
814255,Percy Jackson & the Olympians: The Lightning Thief,3,Percy Jackson & the Olympians: The Lightning Thief,2010,percyja10hief
1255953,Incendies,3,Incendies,2010,incendi10dies
1412541,Eat Me!,3,Eat Me!,2010,eatme!10tme!
1600383,For 80 Days,3,For 80 Days,2010,#N/A
1470827,Monsters,0,Monsters,2010,monster10ters
1323594,Despicable Me,3,Despicable Me,2010,despica10leme
1423894,Barney's Version,3,Barney's Version,2010,barney'10sion
1403865,True Grit,3,True Grit,2010,truegri10grit
1398428,YellowBrickRoad,3,YellowBrickRoad,2010,yellowb10road
1228705,Iron Man 2,3,Iron Man 2,2010,ironman10man2
1336999,Jucy,3,Jucy,2010,jucy10jucy
1212436,"Back-up Plan, The",3,The Back-up Plan,2010,back-up10plan
1278469,Temple Grandin,3,Temple Grandin,2010,#N/A
1401143,Rare Exports,0,Rare Exports: A Christmas Tale,2010,rareexp10orts
1424381,Predators,0,Predators,2010,predato10tors
411951,Tekken,2,Tekken,2010,tekken10kken
1470023,MacGruber,1,MacGruber,2010,macgrub10uber
1332134,King of Devil's Island,1,King of Devil's Island,2010,#N/A
1139328,"Ghost Writer, The",2,The Ghost Writer,2010,ghostwr10iter
1322385,Submarino,1,Submarino,2010,submari10rino
1017451,"Runaways, The",3,The Runaways,2010,runaway10ways
1235189,Wild Target,1,Wild Target,2010,wildtar10rget
1555064,Country Strong,3,Country Strong,2010,country10rong
1520453,Twelve Thirty,3,Twelve Thirty,2010,twelvet10irty
1521848,Potiche,3,Potiche,2010,potiche10iche
1515935,"Lottery, The",3,The Lottery,2010,lottery10tery
1174693,"Four-Faced Liar, The",3,The Four-Faced Liar,2010,four-fa10liar
1220634,Resident Evil: Afterlife,3,Resident Evil: Afterlife,2010,residen10life
1291652,Snabba cash,1,Easy Money,2010,snabbac10cash
1648133,XXXHOLiC: Ro,3,XXXHOLiC: Rô,2010,#N/A
872230,My Soul to Take,3,My Soul to Take,2010,mysoult10take
1079968,Jack and the Beanstalk,1,Jack and the Beanstalk,2009,jackand09talk
1424432,Senna,1,Senna,2010,senna10enna
1512235,Super,1,Super,2010,super05uper
1625340,"Client List, The",2,The Client List,2010,#N/A
1574639,Predicament,1,Predicament,2010,predica10ment
1282140,Easy A,3,Easy A,2010,easya10asya
1407061,Just Wright,3,Just Wright,2010,justwri10ight
1212454,An Invisible Sign,3,An Invisible Sign,2010,aninvis10sign
1322312,Going the Distance,3,Going the Distance,2010,goingth10ance
1399683,Winter's Bone,3,Winter's Bone,2010,winter'10bone
1653853,Into Our Own Hands,3,Into Our Own Hands,2010,#N/A
1525915,"Great Vazquez, The",3,The Great Vazquez,2010,#N/A
1194417,Casino Jack,1,Casino Jack,2010,casinoj10jack
1341167,Four Lions,1,Four Lions,2010,fourlio10ions
1646959,Bedevilled,3,Bedevilled,2010,bedevil16iled
1228987,Let Me In,1,Let Me In,2010,letmein10eini
1155076,"Karate Kid, The",3,The Karate Kid,2010,karatek10ekid
1274300,"Tempest, The",3,The Tempest,2010,tempest10esti
1226273,Edge of Darkness,1,Edge of Darkness,2010,edgeofd10ness
1559549,Restrepo,0,Restrepo,2010,restrep10repo
1027718,Wall Street: Money Never Sleeps,3,Wall Street: Money Never Sleeps,2010,wallstr10eeps
1028576,Secretariat,3,Secretariat,2010,secreta10riat
1646876,16 Wishes,3,16 Wishes,2010,#N/A
1443518,R U There,0,R U There,2010,ruthere10here
1375670,Grown Ups,3,Grown Ups,2010,grownup10nups
1587707,Exit Through the Gift Shop,0,Exit Through the Gift Shop,2010,exitthr10shop
1314655,Devil,3,Devil,2010,devil10evil
775489,"Illusionist, The",0,The Illusionist,2010,illusio06nist
1571724,Bal,0,Honey,2010,bal10bal
1581835,Daydream Nation,3,Daydream Nation,2010,daydrea10tion
1666642,Revenge of the Bridesmaids,3,Revenge of the Bridesmaids,2010,#N/A
1164999,Biutiful,1,Biutiful,2010,biutifu10iful
1440232,Little White Lies,3,Little White Lies,2010,littlew06lies
938283,"Last Airbender, The",1,The Last Airbender,2010,lastair10nder
1512685,Los ojos de Julia (Julia's Eyes),3,Julia's Eyes,2010,losojos10ulia
1307858,All About Evil,3,All About Evil,2010,allabou10evil
1561768,Essential Killing,0,Essential Killing,2010,essenti10ling
1120985,Blue Valentine,2,Blue Valentine,2010,blueval10tine
896872,"Whistleblower, The",3,The Whistleblower,2010,whistle10ower
1001526,Megamind,0,Megamind,2010,megamin10mind
1536044,Paranormal Activity 2,3,Paranormal Activity 2,2010,paranor10ity2
1788453,"Amazing Bulk, The",0,The Amazing Bulk,2012,#N/A
758752,Love and Other Drugs,2,Love & Other Drugs,2010,love&ot10rugs
1185416,When in Rome,3,When in Rome,2010,wheninr10rome
455407,"Crazies, The",3,The Crazies,2010,crazies10zies
477080,Unstoppable,3,Unstoppable,2010,unstopp10able
1447479,A Marine Story,3,A Marine Story,2010,marines10tory
1450332,Surely Someday,1,Surely Someday,2010,#N/A
1305583,Our Family Wedding,3,Our Family Wedding,2010,ourfami10ding
1391034,And Soon the Darkness,3,And Soon the Darkness,2010,andsoon10ness
800320,Clash of the Titans,3,Clash of the Titans,2010,clashof10tans
1458175,"Next Three Days, The",3,The Next Three Days,2010,nextthr10days
1462053,Leading Ladies,3,Leading Ladies,2010,leading10iesi
1421051,Somewhere,3,Somewhere,2010,somewhe10here
1190072,"Hunter, The",1,The Hunter,2010,hunteri10teri
1496884,Spiderhole,3,Spiderhole,2010,spiderh10hole
1272051,Space Dogs,3,Space Dogs,2010,spacedo16og's
1614408,Time Traveller (Toki o Kakeru Shojo),3,Time Traveller,2010,tokioka06hôjo
446029,Scott Pilgrim vs. the World,3,Scott Pilgrim vs. the World,2010,scottpi10orld
473364,"Heavy, The",0,The Heavy,2010,heavy10eavy
1279935,Date Night,3,Date Night,2010,datenig10ight
1456941,"Tomorrow, When the War Began",3,"Tomorrow, When the War Began",2010,tomorro10egan
1020558,Centurion,1,Centurion,2010,centuri10rion
1438254,Charlie St. Cloud,1,Charlie St. Cloud,2010,charlie10loud
1426320,BearCity,0,BearCity,2010,bearcit10city
1455151,La tete en friche,1,My Afternoons with Margueritte,2010,latetee10iche
1425933,Skeletons,3,Skeletons,2010,skeleto10tons
892318,Letters to Juliet,3,Letters to Juliet,2010,letters10liet
985694,Machete,3,Machete,2010,machete10hete
1161411,Una hora mas en Canarias,3,Una hora más en Canarias,2010,unahora10rias
473075,Prince of Persia: The Sands of Time,0,Prince of Persia: The Sands of Time,2010,princeo10time
1302067,Yogi Bear,0,Yogi Bear,2010,yogibea10bear
968264,"Conspirator, The",3,The Conspirator,2010,conspir10ator
1037705,Book of Eli,3,The Book of Eli,2010,bookofe10feli
1684911,Majorite opprimee,0,Oppressed Majority,2010,#N/A
1135084,Takers,1,Takers,2010,takers10kers
1441956,West Is West,3,West Is West,2010,westisw10west
1287878,Poetry,3,Poetry,2010,#N/A
889573,"Switch, The",2,The Switch,2010,switch99ithe
1518861,Turbulent Skies,3,Turbulent Skies,2010,#N/A
1591095,Insidious,3,Insidious,2010,insidio08ious
1735853,Como Esquecer,3,So Hard to Forget,2010,comoesq10ecer
1320304,30 Days of Night: Dark Days,3,30 Days of Night: Dark Days,2010,#N/A
1433802,Diciotto anni dopo,1,18 Years Later,2010,diciott10dopo
1023114,"Way Back, The",0,The Way Back,2010,wayback03back
1106860,Ca$h,0,Ca$h,2010,ca$h10ca$h
1234654,Greenberg,1,Greenberg,2010,greenbe10berg
1494772,Justice League: Crisis on Two Earths,1,Justice League: Crisis on Two Earths,2010,#N/A
1270120,Transfer,3,Transfer,2010,transfe10feri
1706365,Feeding Frenzy,3,Feeding Frenzy,2010,#N/A
1405500,For Colored Girls,3,For Colored Girls,2010,forcolo10irls
1314652,"Housemaid, The",3,The Housemaid,2010,#N/A
1320244,"Last Exorcism, The",3,The Last Exorcism,2010,lastexo10cism
878835,Please Give,3,Please Give,2010,pleaseg10give
1401643,Black Venus,3,Black Venus,2010,#N/A
1341341,Ceremony,2,Ceremony,2010,ceremon10mony
1236371,Mysteries of Lisbon,3,Mysteries of Lisbon,2010,#N/A
1585255,"Hairdresser, The",3,The Hairdresser,2010,#N/A
1371155,Made In Dagenham,3,Made in Dagenham,2010,madeind10nham
1429392,Small Town Murder Songs,3,Small Town Murder Songs,2010,smallto10ongs
1719009,Bratz: Pampered Petz,3,Bratz: Pampered Petz,2010,#N/A
944835,Salt,3,Salt,2010,salt10salt
1403981,Remember Me,3,Remember Me,2010,remembe10erme
1303803,Standing Ovation,3,Standing Ovation,2010,standin10tion
1477171,Amador,3,Amador,2010,amador10ador
1038686,Legion,3,Legion,2010,legion10gion
964517,"Fighter, The",2,The Fighter,2010,fighter09hter
1340773,Elektra Luxx,3,Elektra Luxx,2010,elektra10luxx
1686313,Simple Simon,1,Simple Simon,2010,#N/A
1245526,Red,2,RED,2010,red10red
1415283,Nanny McPhee and the Big Bang,3,Nanny McPhee Returns,2010,nannymc10bang
1216515,Tinker Bell and the Great Fairy Rescue,3,Tinker Bell and the Great Fairy Rescue,2010,#N/A
977855,Fair Game,3,Fair Game,2010,fairgam05game
1668200,Elle s'appelait Sarah (Sarah's key),3,Sarah's Key,2010,elles'a10arah
1734113,Omae Umasou da na,0,Omae umasoudana,2010,omaeuma10dana
1588875,How I ended this summer,0,How I Ended This Summer,2010,#N/A
1386932,Ip Man 2,1,Ip Man 2,2010,#N/A
1542344,127 Hours,3,127 Hours,2010,127hour10ours
1369706,"Ward, The",3,The Ward,2010,ward10ward
482459,Bandage,3,Bandage,2010,bandage09aged
1196141,Diary of a Wimpy Kid,3,Diary of a Wimpy Kid,2010,diaryof10ykid
1020773,Certified Copy,3,Certified Copy,2010,#N/A
780653,"Wolfman, The",1,The Wolfman,2010,wolfman10fman
1481572,Happythankyoumoreplease,1,Happythankyoumoreplease,2010,happyth10ease
1126591,Burlesque,3,Burlesque,2010,burlesq10quei
1621444,Bill Cunningham New York,3,Bill Cunningham New York,2010,billcun10york
1744641,Ramayana: The Epic,2,Ramayana: The Epic,2010,ramayan10epic
1319722,A Little Help,3,A Little Help,2010,littleh10help
1673430,Superman/Batman: Apocalypse,3,Superman/Batman: Apocalypse,2010,#N/A
1588337,Of god and men (Des hommes et des dieux),0,Of Gods and Men,2010,deshomm02ieux
1433108,Faster,0,Faster,2010,faster10ster
1604900,Monga,1,Monga,2010,#N/A
1560779,"Good Witch's Gift, The",3,The Good Witch's Gift,2010,#N/A
879870,"Eat, Pray, Love",3,Eat Pray Love,2010,eatpray10love
1626201,Red: Werewolf Hunter,3,Red: Werewolf Hunter,2010,#N/A
1231583,Due Date,1,Due Date,2010,duedate10date
1438216,Oranges and Sunshine,3,Oranges and Sunshine,2010,oranges10hine
2008009,"Clock, The",3,The Clock,2010,clock10lock
1518812,Meek's Cutoff,2,Meek's Cutoff,2010,meek'sc10toff
1320253,"Expendables, The",1,The Expendables,2010,expenda10bles
1336617,Cyrus,1,Cyrus,2010,cyrusi10rusi
1182350,You Will Meet a Tall Dark Stranger,3,You Will Meet a Tall Dark Stranger,2010,youwill10nger
1588170,I Saw the Devil,1,I Saw the Devil,2010,#N/A
1013743,Knight and Day,2,Knight and Day,2010,knighta10dday
955308,Robin Hood,3,Robin Hood,2010,robinho10hood
1564585,Skyline,3,Skyline,2010,skyline10line
980970,"Chronicles of Narnia: The Voyage of the Dawn Treader, The",3,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,chronic10ader
480255,"Losers, The",1,The Losers,2010,losers13sthe
935075,Rabbit Hole,3,Rabbit Hole,2010,rabbith10hole
1261945,Sex and the city 2,3,Sex and the City 2,2010,sexandt10ity2
1345772,"Clinic, The",3,The Clinic,2010,clinic10inic
1565958,Les emotifs anonymes,3,Romantics Anonymous,2010,lesemot10ymes
997152,"Experiment, The",0,The Experiment,2010,experim10ment
842926,"Kids Are All Right, The",3,The Kids Are All Right,2010,kidsare10ight
1441912,"Way, The",0,The Way,2010,wayi10wayi
1511354,El dios de madera,3,El dios de madera,2010,eldiosd10dera
775543,Night Catches Us,3,Night Catches Us,2010,nightca10esus
1278379,Jack goes boating,1,Jack Goes Boating,2010,jackgoe10ting
1602479,Love in a puff,1,Love in a Puff,2010,#N/A
1629377,Secuestrados,3,Kidnapped,2010,secuest10ados
817177,Flipped,3,Flipped,2010,flipped10pedi
1341188,How Do You Know,3,How Do You Know,2010,howdoyo10know
1614338,"Fanny, Annie & Danny",3,"Fanny, Annie & Danny",2010,"fanny,a10anny"
1587386,Who We Are,1,Who We Are,2010,#N/A
1320291,"Reef, The",1,The Reef,2010,reef10reef
1325004,"Twilight Saga: Eclipse, The",3,The Twilight Saga: Eclipse,2010,twiligh10ipse
1216520,Womb,3,Womb,2010,womb10womb
1226753,"Debt, The",3,The Debt,2010,debt07debt
1194424,Denizen,1,Denizen,2010,denizen10izen
1285016,"Social Network, The",1,The Social Network,2010,socialn10work
1381413,Pete Smalls Is Dead,1,Pete Smalls Is Dead,2010,petesma10dead
1414382,You Again,3,You Again,2010,youagai10gain
1740707,TrollHunter,1,Trollhunter,2010,#N/A
1405810,Mine vaganti,3,Loose Cannons,2010,minevag10anti
1536053,First Night,3,1st Night,2010,firsni10ghti
1479668,Abel,3,Abel,2010,abel10abel
1584016,Catfish,0,Catfish,2010,catfish10fish
1486190,'Tamara Drewe',3,Tamara Drewe,2010,tamarad10rewe
1188113,Peacock,1,Peacock,2010,peacock10cock
1602617,"Corridor, The",0,The Corridor,2010,corrido10dori
1509787,A Bag of Hammers,3,A Bag of Hammers,2011,bagofha11mers
1393746,Aftershock,3,Aftershock,2010,aftersh12hock
1488598,Stonehenge Apocalypse,3,Stonehenge Apocalypse,2010,#N/A
1183923,Welcome to the Rileys,3,Welcome to the Rileys,2010,welcome10leys
1226236,I Am Love,3,I Am Love,2009,#N/A
1592876,Score: A Hockey Musical,2,Score: A Hockey Musical,2010,score:a10ical
1313092,Animal Kingdom,1,Animal Kingdom,2010,animalk10gdom
1805297,"Women on the 6th Floor, The",3,The Women on the 6th Floor,2010,#N/A
1229381,Outside the Law,1,Outside the Law,2010,outside02elaw
1465522,Tucker and Dale vs Evil,3,Tucker and Dale vs Evil,2010,tuckera10evil
1504443,Mongolian Death Worm,3,Mongolian Death Worm,2010,#N/A
1013860,Dylan Dog: Dead of Night,0,Dylan Dog: Dead of Night,2010,dylando11ight
1232838,Triple Dog,3,Triple Dog,2010,tripled10edog
1575539,Elena Undone,3,Elena Undone,2010,elenaun10done
947810,Green Zone,0,Green Zone,2010,greenzo10zone
1523483,Kaboom,3,Kaboom,2010,kaboom10boom
1588895,Uncle Boonmee Who Can Recall His Past Lives,3,Uncle Boonmee Who Can Recall His Past Lives,2010,#N/A
1130884,Shutter Island,1,Shutter Island,2010,shutter10land
1714886,Post Mortem,1,Post Mortem,2010,post-mo10rtem
1692504,We are The Night (Wir sind die Nacht),3,We Are the Night,2010,wirsind10acht
1764141,Cairo 678,3,678,2010,67810678
1673702,Une vie de chat,3,A Cat in Paris,2010,unevied10chat
1250777,Kick-Ass,1,Kick-Ass,2010,kick-as10-ass
1386588,"Other Guys, The",0,The Other Guys,2010,othergu10guys
1385867,Cop Out,1,Cop Out,2010,copout10pout
1235830,Chico & Rita,2,Chico & Rita,2010,chico&r10rita
1646985,Love Like Poison,3,Love Like Poison,2010,#N/A
1440292,Submarine,1,Submarine,2010,submari10rine
1740047,"Trip, The",1,The Trip,2010,trip02trip
1104001,Tron Legacy,1,TRON: Legacy,2010,#N/A
1323045,Frozen,1,Frozen,2010,frozen07ozen
1504320,"King's Speech, The",3,The King's Speech,2010,king'ss10eech
1452628,Vanishing on 7th Street,1,Vanishing on 7th Street,2010,vanishi10reet
1375666,Inception,3,Inception,2010,incepti10tion
1243957,"Tourist, The",0,The Tourist,2010,tourist10rist
1440728,"American, The",1,The American,2010,america10ican
1313244,Hypothermia,3,Hypothermia,2010,hypothe10rmia
1244754,Conviction,3,Conviction,2010,convict10onii
1612774,Rubber,3,Rubber,2010,rubber10bber
1252380,Camp Rock 2: The Final Jam,3,Camp Rock 2: The Final Jam,2010,#N/A
1334260,Never Let Me Go,3,Never Let Me Go,2010,neverle10mego
1703199,Grave Encounters,0,Grave Encounters,2011,graveen11ters
1437357,Faust,1,Faust,2011,faust10aust
1401152,Unknown,1,Unknown,2011,unknown05nown
1487118,Chalet Girl,3,Chalet Girl,2011,chaletg11girl
1437358,Mientras duermes,1,Sleep Tight,2011,mientra11rmes
1683526,Detachment,3,Detachment,2011,detachm11ment
1734110,No One Killed Jessica,3,No One Killed Jessica,2011,nooneki11sica
1316540,A torinoi lo,0,The Turin Horse,2011,torninoi11oilo
1742650,I Don't Know How She Does It,3,I Don't Know How She Does It,2011,idon'tk11esit
1682246,Girl Walks Into a Bar,3,Girl Walks Into a Bar,2011,girlwal11abar
1606392,Win Win,3,Win Win,2011,winwin11nwin
1798188,From Up on Poppy Hill,3,From Up on Poppy Hill,2011,#N/A
1665418,Dorfman in Love,3,Dorfman in Love,2011,#N/A
1403177,Hesher,1,Hesher,2010,hesher10sher
1941600,Masks,3,Masks,2011,masks11asks
1787127,"Forgiveness of Blood, The",3,The Forgiveness of Blood,2011,forgive11lood
1827487,Once upon a time in Anatolia,1,Once Upon a Time in Anatolia,2011,#N/A
1349451,Butter,3,Butter,2011,butter11tter
2043879,Found Memories (Historias que so existem quando lembradas),3,Found Memories,2011,histori11adas
1540133,"Guard, The",1,The Guard,2011,guard11uard
2043900,Last Call at the Oasis,3,Last Call at the Oasis,2011,lastcal11asis
477302,Extremely Loud & Incredibly Close,2,Extremely Loud & Incredibly Close,2011,extreme11lose
1764666,"Little Engine That Could, The",3,The Little Engine That Could,2011,littlee11ould
770703,What's Your Number,3,What's Your Number?,2011,what'sy11ber?
1067583,Water for Elephants,1,Water for Elephants,2011,waterfo11ants
1456472,We Have a Pope,1,We Have a Pope,2011,#N/A
1646980,"Double, The",1,The Double,2011,double13uble
1630036,Courageous,3,Courageous,2011,courage11eous
1536048,W.E.,3,W.E.,2011,w.e.11w.e.
1788391,Kill List,3,Kill List,2011,killis11list
1302011,Kung Fu Panda 2,3,Kung Fu Panda 2,2011,kungfup11nda2
1430607,Arthur Christmas,1,Arthur Christmas,2011,arthurc11tmas
999913,Straw Dogs,3,Straw Dogs,2011,strawdo11dogs
810913,Jack and Jill,3,Jack and Jill,2011,jackand11jill
1592281,Take This Waltz,3,Take This Waltz,2011,takethi11altz
1531930,"Lie, The",3,The Lie,2011,liei11liei
1756750,Starbuck,1,Starbuck,2011,starbuc11buck
1092026,Paul,3,Paul,2011,paul11paul
1592527,"Black Power Mixtape 1967-1975, The",3,The Black Power Mixtape 1967-1975,2011,blackpo111975
1124035,Ides Of March,1,The Ides of March,2011,idesofm11arch
1930371,Joe and Belle,3,Joe + Belle,2011,joe+bel11elle
1525552,Apart,3,Apart,2011,apart10part
472399,"Mechanic, The",0,The Mechanic,2011,mechani11anic
1723811,Shame,1,Shame,2011,shame11hame
1068242,Footloose,3,Footloose,2011,footloo11oose
1809231,Jackpot (Arme Riddere),1,Jackpot,2011,armerid11dere
1821593,Rundskop,2,Bullhead,2011,rundsko11skop
1787729,Inventory,3,Inventory,2011,invento11tory
1836987,Trishna,3,Trishna,2011,trishna11shna
1910498,Alien Armageddon,3,Alien Armageddon,2011,alienar11ddon
