key,title,studio,totalgross,totaltheaters,openinggross,openingtheaters,boxofficemojo_url,release_date
3103,3 (2011),Strand,59954.0,6.0,9821.0,4.0,http://www.boxofficemojo.com/movies/?id=3(2011).htm,2011-09-16
4044,4,Leis.,20523.0,1.0,5815.0,1.0,http://www.boxofficemojo.com/movies/?id=4.htm,2006-04-07
120712,12,SPC,125120.0,20.0,12042.0,5.0,http://www.boxofficemojo.com/movies/?id=12.htm,2009-03-04
150515,15,Pict.,3013.0,1.0,633.0,1.0,http://www.boxofficemojo.com/movies/?id=15.htm,2005-04-13
210821,21,Sony,81159365.0,2952.0,24105943.0,2648.0,http://www.boxofficemojo.com/movies/?id=21.htm,2008-03-28
311631,31,Saban,779820.0,538.0,,,http://www.boxofficemojo.com/movies/?id=31.htm,2016-08-26
331533,The 33,WB,12227722.0,2452.0,5787266.0,2452.0,http://www.boxofficemojo.com/movies/?id=the33.htm,2015-11-13
421342,42,WB,95020213.0,3405.0,27487144.0,3003.0,http://www.boxofficemojo.com/movies/?id=42.htm,2013-04-12
30006300,300,WB,210614939.0,3280.0,70885301.0,3103.0,http://www.boxofficemojo.com/movies/?id=300.htm,2007-03-09
360011360,360,Magn.,100343.0,12.0,12186.0,2.0,http://www.boxofficemojo.com/movies/?id=360.htm,2012-08-03
1408071408,1408,MGM/W,71985628.0,2733.0,20617667.0,2678.0,http://www.boxofficemojo.com/movies/?id=1408.htm,2007-06-22
1915151915,1915,BM,111682.0,10.0,30448.0,8.0,http://www.boxofficemojo.com/movies/?id=1915.htm,2015-04-17
2046042046,2046,SPC,1444588.0,61.0,113074.0,4.0,http://www.boxofficemojo.com/movies/?id=2046.htm,2005-08-05
45365095365,45365,7Arts,853.0,1.0,107.0,1.0,http://www.boxofficemojo.com/movies/?id=45365.htm,2010-02-26
#horror15rror,#Horror,IFC,,,,,http://www.boxofficemojo.com/movies/?id=#horror.htm,2015-11-20
$9.99089.99,$9.99,Reg.,52384.0,4.0,478.0,1.0,http://www.boxofficemojo.com/movies/?id=$9.99.htm,2008-12-12
...sogo06tion,So Goes the Nation,IFC,10337.0,4.0,2622.0,4.0,http://www.boxofficemojo.com/movies/?id=sogoesthenation.htm,2006-10-04
[500]da09mmer,(500) Days of Summer,FoxS,32391374.0,1048.0,834501.0,27.0,http://www.boxofficemojo.com/movies/?id=(500)daysofsummer.htm,2009-07-17
[rec]209ec]2,[Rec] 2,Magn.,27766.0,7.0,8191.0,5.0,http://www.boxofficemojo.com/movies/?id=[rec]2.htm,2010-07-09
[rec]312esis,Rec 3: Genesis,Magn.,9600.0,8.0,3001.0,8.0,http://www.boxofficemojo.com/movies/?id=rec3genesis.htm,2012-09-07
[rec]4:14psis,REC 4: Apocalypse,Magn.,837.0,5.0,708.0,5.0,http://www.boxofficemojo.com/movies/?id=rec4apocalypse.htm,2015-01-02
[untitl09led],(Untitled),Gold.,230600.0,25.0,18002.0,3.0,http://www.boxofficemojo.com/movies/?id=(untitled).htm,2009-10-23
1+1=11031=11,1+1=11,Eros,132498.0,18.0,92342.0,18.0,http://www.boxofficemojo.com/movies/?id=1+1=11.htm,2003-03-28
"10,000b0800bc","10,000 B.C.",WB,94784201.0,3454.0,35867488.0,3410.0,http://www.boxofficemojo.com/movies/?id=10000b.c..htm,2008-03-07
10.000k1400km,"10,000 Km",BG,12423.0,11.0,8941.0,11.0,http://www.boxofficemojo.com/movies/?id=10000km.htm,2015-07-10
1001gra14gram,1001 Grams,KL,10983.0,1.0,,,http://www.boxofficemojo.com/movies/?id=1001grams.htm,2015-05-08
100bloo12cres,100 Bloody Acres,DR,6388.0,13.0,3419.0,13.0,http://www.boxofficemojo.com/movies/?id=100bloodyacres.htm,2013-06-28
101reyk00avik,101 Reykjavik,Men.,126404.0,2.0,14656.0,2.0,http://www.boxofficemojo.com/movies/?id=101reykjavik.htm,2001-07-27
102dalm00ians,102 Dalmatians,BV,66957026.0,2704.0,19883351.0,2704.0,http://www.boxofficemojo.com/movies/?id=102dalmatians.htm,2000-11-22
10clove16lane,10 Cloverfield Lane,Par.,72082998.0,3427.0,24727437.0,3391.0,http://www.boxofficemojo.com/movies/?id=10cloverfieldlane.htm,2016-03-11
10daysi15ouse,10 Days in a Madhouse,CafeP,14616.0,10.0,4773.0,1.0,http://www.boxofficemojo.com/movies/?id=10daysinamadhouse.htm,2015-11-11
10items06less,10 Items or Less,Think,83291.0,15.0,35929.0,15.0,http://www.boxofficemojo.com/movies/?id=10itemsorless.htm,2006-12-01
10quest06lama,10 Questions for the Dalai Lama,Mont.,224546.0,11.0,,,http://www.boxofficemojo.com/movies/?id=10questionsforthedalailama.htm,2007-04-27
10rules13ound,10 Rules for Sleeping Around,Scre.,,,,,http://www.boxofficemojo.com/movies/?id=10rulesforsleepingaround.htm,2014-04-04
10th&wo06wolf,10th & Wolf,Think,54702.0,6.0,20774.0,6.0,http://www.boxofficemojo.com/movies/?id=10th&wolf.htm,2006-08-18
10years11ears,10 Years,Anch.,203373.0,63.0,22707.0,3.0,http://www.boxofficemojo.com/movies/?id=10years.htm,2012-09-14
11-11-1111-11,11-11-11,Rocket,32771.0,17.0,32771.0,17.0,http://www.boxofficemojo.com/movies/?id=11-11-11.htm,2011-11-11
11thhou07ouri,The 11th Hour,WIP,707343.0,111.0,60853.0,4.0,http://www.boxofficemojo.com/movies/?id=the11thhour.htm,2007-08-17
12/12/1122/12,12/12/12,Wein.,,2.0,,2.0,http://www.boxofficemojo.com/movies/?id=12/12/12.htm,2013-11-15
127hour10ours,127 Hours,FoxS,18335230.0,916.0,264851.0,4.0,http://www.boxofficemojo.com/movies/?id=127hours.htm,2010-11-05
12andho05ding,Twelve and Holding,IFC,96464.0,15.0,11456.0,3.0,http://www.boxofficemojo.com/movies/?id=twelveandholding.htm,2006-05-19
12o'clo13boys,12 O'Clock Boys,Osci.,82614.0,21.0,44108.0,21.0,http://www.boxofficemojo.com/movies/?id=12oclockboys.htm,2014-01-31
12round09unds,12 Rounds,Fox,12234694.0,2331.0,5329240.0,2331.0,http://www.boxofficemojo.com/movies/?id=12rounds.htm,2009-03-27
12years13lave,12 Years a Slave,FoxS,56671993.0,1474.0,923715.0,19.0,http://www.boxofficemojo.com/movies/?id=12yearsaslave.htm,2013-10-18
13assas11sins,13 Assassins,Magn.,802778.0,31.0,45854.0,4.0,http://www.boxofficemojo.com/movies/?id=13assassins.htm,2011-04-29
13b:fea09ress,13B,AdL.,12449.0,10.0,6752.0,10.0,http://www.boxofficemojo.com/movies/?id=13b.htm,2009-03-06
13going04on30,13 Going on 30,SonR,57231747.0,3453.0,21054283.0,3438.0,http://www.boxofficemojo.com/movies/?id=13goingon30.htm,2004-04-23
13hours16ours,13 Hours: The Secret Soldiers of Benghazi,Par.,52853219.0,2917.0,16194738.0,2389.0,http://www.boxofficemojo.com/movies/?id=13hoursthesecretsoldiersofbenghazi.htm,2016-01-15
13month07hine,13 Months of Sunshine,,2337.0,1.0,2237.0,1.0,http://www.boxofficemojo.com/movies/?id=13monthsofsunshine.htm,2008-06-06
13sins14sins,13 Sins,RTWC,13809.0,45.0,9261.0,45.0,http://www.boxofficemojo.com/movies/?id=13sins.htm,2014-04-18
13thall08lley,The 13th Alley,SChf.,250992.0,72.0,112946.0,72.0,http://www.boxofficemojo.com/movies/?id=the13thalley.htm,2008-06-13
13tzame05meti,13 Tzameti,Palm,121390.0,6.0,10805.0,1.0,http://www.boxofficemojo.com/movies/?id=13tzameti.htm,2006-07-28
15fevr011839,15 Fevrier 1839,Chris.,248093.0,36.0,45610.0,6.0,http://www.boxofficemojo.com/movies/?id=15fevrier1839.htm,2001-01-26
15minut01utes,15 Minutes,NL,24403552.0,2337.0,10523154.0,2337.0,http://www.boxofficemojo.com/movies/?id=15minutes.htm,2001-03-09
16block06ocks,16 Blocks,WB,36895141.0,2706.0,11855260.0,2706.0,http://www.boxofficemojo.com/movies/?id=16blocks.htm,2006-03-03
16years03ohol,16 Years of Alcohol,Tar.,8046.0,2.0,2863.0,1.0,http://www.boxofficemojo.com/movies/?id=16yearsofalcohol.htm,2005-03-15
1732hot98tten,Bloody Angels,USA,6509.0,,,,http://www.boxofficemojo.com/movies/?id=bloodyangels.htm,2001-05-25
17again09gain,17 Again,WB (NL),64167069.0,3255.0,23722310.0,3255.0,http://www.boxofficemojo.com/movies/?id=17again.htm,2009-04-17
17fille11lles,17 Girls,Strand,15123.0,10.0,4449.0,10.0,http://www.boxofficemojo.com/movies/?id=17girls.htm,2012-09-21
17suide04kong,Formula 17,Strand,15427.0,1.0,5124.0,1.0,http://www.boxofficemojo.com/movies/?id=formula17.htm,2005-08-26
180sout10outh,180 South,Magn.,31745.0,4.0,10269.0,4.0,http://www.boxofficemojo.com/movies/?id=180south.htm,2010-05-21
18ansap03pres,18 ans apres,TVA,25611.0,34.0,25611.0,34.0,http://www.boxofficemojo.com/movies/?id=18ansapres.htm,2003-05-02
1920lon16ndon,1920 London,Rel.,,33.0,,33.0,http://www.boxofficemojo.com/movies/?id=1920london.htm,2016-05-06
"20,000d14arth","20,000 Days on Earth",Drft.,279558.0,28.0,27879.0,1.0,http://www.boxofficemojo.com/movies/?id=20000daysonearth.htm,2014-09-17
2005aca06ilms,2005 Academy Award Nominated Short Films,Magn.,157415.0,12.0,28571.0,6.0,http://www.boxofficemojo.com/movies/?id=2005academyawardnominatedshortfilms.htm,2006-02-24
2006aca07ilms,The 2006 Academy Award Nominated Short Films,Magn.,335090.0,38.0,105709.0,38.0,http://www.boxofficemojo.com/movies/?id=the2006academyawardnominatedshortfilms.htm,2007-02-16
2007aca08ilms,2007 Academy Award Nominated Short Films,Magn.,508695.0,,197664.0,65.0,http://www.boxofficemojo.com/movies/?id=2007academyawardnominatedshortfilms.htm,2008-02-15
2008osc09orts,2008 Oscar Shorts,Shrts.,644635.0,60.0,150203.0,41.0,http://www.boxofficemojo.com/movies/?id=2008oscarshorts.htm,2009-02-06
200cart13rtas,200 Cartas,VF,9338.0,2.0,9338.0,2.0,http://www.boxofficemojo.com/movies/?id=200cartas.htm,2013-06-14
2010osc10orts,2010 Oscar Shorts,Shrts.,1018169.0,95.0,291360.0,95.0,http://www.boxofficemojo.com/movies/?id=2010oscarshorts.htm,2010-02-19
2011osc11orts,2011 Oscar Shorts,Shrts.,1352152.0,117.0,300706.0,95.0,http://www.boxofficemojo.com/movies/?id=2011oscarshorts.htm,2011-02-11
2012:ti10ange,2012: Time for Change,Mang.,68339.0,2.0,9009.0,1.0,http://www.boxofficemojo.com/movies/?id=2012timeforchange.htm,2010-04-09
2012i09012i,2012,Sony,166112167.0,3444.0,65237614.0,3404.0,http://www.boxofficemojo.com/movies/?id=2012.htm,2009-11-13
2012osc12ilms,2012 Oscar Nominated Short Films,Shrts.,1702415.0,146.0,412304.0,120.0,http://www.boxofficemojo.com/movies/?id=2012oscarnominatedshortfilms.htm,2012-02-10
2013osc13ilms,2013 Oscar Nominated Short Films,Shrts.,2142342.0,266.0,371605.0,105.0,http://www.boxofficemojo.com/movies/?id=2013oscarnominatedshortfilms.htm,2013-02-01
2014osc14ilms,2014 Oscar Nominated Short Films,Shrts.,2171849.0,167.0,329505.0,105.0,http://www.boxofficemojo.com/movies/?id=2014oscarnominatedshortfilms.htm,2014-01-31
2015osc15ilms,2015 Oscar Nominated Short Films,Shrts.,2412593.0,280.0,416850.0,118.0,http://www.boxofficemojo.com/movies/?id=2015oscarnominatedshortfilms.htm,2015-01-30
2016oba12rica,2016 Obama's America,RM,33449086.0,2017.0,31610.0,1.0,http://www.boxofficemojo.com/movies/?id=2016obamasamerica.htm,2012-07-13
2016osc16ilms,2016 Oscar Nominated Short Films,Shrts.,2816816.0,260.0,559502.0,123.0,http://www.boxofficemojo.com/movies/?id=2016oscarnominatedshortfilms.htm,2016-01-29
20centi05tros,20 Centimeters,TLA,6635.0,2.0,2177.0,1.0,http://www.boxofficemojo.com/movies/?id=20centimeters.htm,2006-10-27
20feetf13rdom,20 Feet from Stardom,RTWC,4946445.0,147.0,54596.0,3.0,http://www.boxofficemojo.com/movies/?id=20feetfromstardom.htm,2013-06-14
20thcen16omen,20th Century Women,A24,5664764.0,650.0,111200.0,4.0,http://www.boxofficemojo.com/movies/?id=20thcenturywomen.htm,2016-12-28
21andov13over,21 and Over,Rela.,25682380.0,2771.0,8754168.0,2771.0,http://www.boxofficemojo.com/movies/?id=21andover.htm,2013-03-01
21grams03rams,21 Grams,Focus,16290476.0,411.0,274454.0,8.0,http://www.boxofficemojo.com/movies/?id=21grams.htm,2003-11-21
21jumps12reet,21 Jump Street,Sony,138447667.0,3148.0,36302612.0,3121.0,http://www.boxofficemojo.com/movies/?id=21jumpstreet.htm,2012-03-16
22bulle13lets,22 Bullets,Cdgm.,,,,,http://www.boxofficemojo.com/movies/?id=22bullets.htm,
22jumps14reet,22 Jump Street,Sony,191719337.0,3426.0,57071445.0,3306.0,http://www.boxofficemojo.com/movies/?id=22jumpstreet.htm,2014-06-13
23blast14last,23 Blast,OAE,549185.0,617.0,337091.0,617.0,http://www.boxofficemojo.com/movies/?id=23blast.htm,2014-10-24
24hourp02ople,24 Hour Party People,MGM,1184096.0,37.0,34940.0,2.0,http://www.boxofficemojo.com/movies/?id=24hourpartypeople.htm,2002-08-09
24thday04hday,The 24th Day,Scre.,14460.0,1.0,2001.0,1.0,http://www.boxofficemojo.com/movies/?id=the24thday.htm,2004-05-14
25thhou02hour,25th Hour,BV,13084595.0,495.0,108865.0,5.0,http://www.boxofficemojo.com/movies/?id=25thhour.htm,2002-12-19
27dress08sses,27 Dresses,Fox,76808654.0,3074.0,23007725.0,3057.0,http://www.boxofficemojo.com/movies/?id=27dresses.htm,2008-01-18
28days00days,28 Days,Sony,37170488.0,2523.0,10310672.0,2523.0,http://www.boxofficemojo.com/movies/?id=28days.htm,2000-04-14
28daysl02ater,28 Days Later,FoxS,45064915.0,1407.0,10061858.0,1260.0,http://www.boxofficemojo.com/movies/?id=28dayslater.htm,2003-06-27
28hotel12ooms,28 Hotel Rooms,Osci.,18869.0,5.0,1869.0,1.0,http://www.boxofficemojo.com/movies/?id=28hotelrooms.htm,2012-11-09
28weeks07ater,28 Weeks Later,FoxA,28638916.0,2305.0,9807292.0,2303.0,http://www.boxofficemojo.com/movies/?id=28weekslater.htm,2007-05-11
2automn13vers,"2 Autumns, 3 Winters",FM,5819.0,1.0,2163.0,1.0,http://www.boxofficemojo.com/movies/?id=2autumns3winters.htm,2014-06-06
2daysin07aris,2 Days in Paris,Gold.,4433994.0,148.0,173641.0,10.0,http://www.boxofficemojo.com/movies/?id=2daysinparis.htm,2007-08-10
2daysin12york,2 Days in New York,Magn.,633210.0,42.0,23942.0,2.0,http://www.boxofficemojo.com/movies/?id=2daysinnewyork.htm,2012-08-10
2fast2f03ious,2 Fast 2 Furious,Uni.,127154901.0,3418.0,50472480.0,3408.0,http://www.boxofficemojo.com/movies/?id=2fast2furious.htm,2003-06-06
2guns13guns,2 Guns,Uni.,75612460.0,3028.0,27059130.0,3025.0,http://www.boxofficemojo.com/movies/?id=2guns.htm,2013-08-02
2jacks12acks,2 Jacks,BGP,,,,,http://www.boxofficemojo.com/movies/?id=2jacks.htm,2013-10-18
2states14ates,2 States,UTV,2238174.0,137.0,1073898.0,135.0,http://www.boxofficemojo.com/movies/?id=2states.htm,2014-04-18
3:10toy07yuma,3:10 to Yuma (2007),LGF,53606916.0,3006.0,14035033.0,2652.0,http://www.boxofficemojo.com/movies/?id=310toyuma(2007).htm,2007-09-07
300:ris14pire,300: Rise of An Empire,WB,106580051.0,3490.0,45038460.0,3470.0,http://www.boxofficemojo.com/movies/?id=300riseofanempire.htm,2014-03-07
3000mil01land,3000 Miles to Graceland,WB,15749959.0,2545.0,7160521.0,2545.0,http://www.boxofficemojo.com/movies/?id=3000milestograceland.htm,2001-02-23
30beats12eats,30 Beats,RAtt.,14693.0,15.0,8624.0,15.0,http://www.boxofficemojo.com/movies/?id=30beats.htm,2012-07-20
30dayso07ight,30 Days of Night,Sony,39568996.0,2859.0,15951902.0,2855.0,http://www.boxofficemojo.com/movies/?id=30daysofnight.htm,2007-10-19
30minut11less,30 Minutes or Less,Sony,37053924.0,2888.0,13330118.0,2888.0,http://www.boxofficemojo.com/movies/?id=30minutesorless.htm,2011-08-12
30years01life,30 Years to Life,Inn.,103540.0,6.0,3376.0,1.0,http://www.boxofficemojo.com/movies/?id=30yearstolife.htm,2002-06-07
31/2min15lets,"3 1/2 Minutes, 10 Bullets",Part.,30407.0,8.0,2238.0,1.0,http://www.boxofficemojo.com/movies/?id=31/2minutes10bullets.htm,2015-06-19
35andti11king,35 and Ticking,Imag.,113794.0,6.0,29808.0,6.0,http://www.boxofficemojo.com/movies/?id=35andticking.htm,2011-05-20
35rhums08hums,35 Shots of Rum,CGld,177511.0,5.0,9576.0,1.0,http://www.boxofficemojo.com/movies/?id=35shotsofrum.htm,2009-09-16
36saint13ints,36 Saints,AFP,11640.0,9.0,7373.0,9.0,http://www.boxofficemojo.com/movies/?id=36saints.htm,2013-09-06
36vuesd09loup,Around a Small Mountain,CGld,33216.0,3.0,5326.0,1.0,http://www.boxofficemojo.com/movies/?id=aroundasmallmountain.htm,2010-07-09
39pound05love,39 Pounds of Love,Bal.,28195.0,8.0,4217.0,1.0,http://www.boxofficemojo.com/movies/?id=39poundsoflove.htm,2005-11-23
3backya10ards,3 Backyards,Scre.,43073.0,3.0,11332.0,1.0,http://www.boxofficemojo.com/movies/?id=3backyards.htm,2011-03-11
3coeurs14eurs,3 Hearts,Cohen,164992.0,29.0,11794.0,1.0,http://www.boxofficemojo.com/movies/?id=3hearts.htm,2015-03-13
3daysto14kill,3 Days to Kill,Rela.,30697999.0,2872.0,12242218.0,2872.0,http://www.boxofficemojo.com/movies/?id=3daystokill.htm,2014-02-21
3droupu11jian,Sex and Zen 3D: Extreme Ecstasy,CL,153215.0,10.0,903.0,1.0,http://www.boxofficemojo.com/movies/?id=sexandzen3dextremeecstasy.htm,2011-08-12
3geezer13ers!,3 Geezers!,,4175.0,15.0,1372.0,15.0,http://www.boxofficemojo.com/movies/?id=3geezers!.htm,2013-05-22
3idiots09iots,3 Idiots,Relbig.,6532874.0,156.0,1645502.0,119.0,http://www.boxofficemojo.com/movies/?id=3idiots.htm,2009-12-23
3needle05dles,3 Needles,Wlfe.,,7.0,,7.0,http://www.boxofficemojo.com/movies/?id=3needles.htm,2006-12-01
3nights14sert,3 Nights in the Desert,Mont.,1297.0,2.0,234.0,2.0,http://www.boxofficemojo.com/movies/?id=3nightsinthedesert.htm,2015-02-06
3strike00ikes,3 Strikes,MGM,9832166.0,678.0,3684704.0,678.0,http://www.boxofficemojo.com/movies/?id=3strikes.htm,2000-03-01
3weeksi16evan,3 Weeks in Yerevan,RME,45536.0,4.0,29245.0,3.0,http://www.boxofficemojo.com/movies/?id=3weeksinyerevan.htm,2016-09-16
4:44las11arth,4:44: Last Day on Earth,IFC,17801.0,3.0,8355.0,3.0,http://www.boxofficemojo.com/movies/?id=444lastdayonearth.htm,2012-03-23
4:riseo07rfer,Fantastic Four: Rise of the Silver Surfer,Fox,131921738.0,3963.0,58051684.0,3959.0,http://www.boxofficemojo.com/movies/?id=fantasticfourriseofthesilversurfer.htm,2007-06-15
40daysa02ghts,40 Days and 40 Nights,Mira.,37950822.0,2399.0,12229529.0,2225.0,http://www.boxofficemojo.com/movies/?id=40daysand40nights.htm,2002-03-01
40yearo05rgin,The 40-Year-Old Virgin,Uni.,109449237.0,3006.0,21422815.0,2845.0,http://www.boxofficemojo.com/movies/?id=the40-year-oldvirgin.htm,2005-08-19
44inchc09hest,44 Inch Chest,Imag.,39033.0,5.0,4185.0,1.0,http://www.boxofficemojo.com/movies/?id=44inchchest.htm,2010-01-15
45years15ears,45 Years,IFC,4247285.0,251.0,65775.0,3.0,http://www.boxofficemojo.com/movies/?id=45years.htm,2015-12-23
47ronin13onin,47 Ronin,Uni.,38362475.0,2690.0,9910310.0,2689.0,http://www.boxofficemojo.com/movies/?id=47ronin.htm,2013-12-25
49up0649up,49 Up,FRun,241772.0,21.0,53277.0,21.0,http://www.boxofficemojo.com/movies/?id=49up.htm,2006-10-06
"4luni,307zile","4 Months, 3 Weeks, 2 Days",IFC,1198208.0,47.0,51712.0,2.0,http://www.boxofficemojo.com/movies/?id=4months3weeks2days.htm,2008-01-25
4thteno02enor,The 4th Tenor,Wine,2152.0,2.0,2152.0,2.0,http://www.boxofficemojo.com/movies/?id=the4thtenor.htm,2002-11-22
50/50110/50,50/50,Sum.,35014192.0,2479.0,8644095.0,2458.0,http://www.boxofficemojo.com/movies/?id=50/50.htm,2011-09-30
50first04ates,50 First Dates,Sony,120908074.0,3612.0,39852237.0,3591.0,http://www.boxofficemojo.com/movies/?id=50firstdates.htm,2004-02-13
50to1140to1,50 to 1,10F,1064454.0,133.0,78480.0,19.0,http://www.boxofficemojo.com/movies/?id=50to1.htm,2014-03-21
50ways05lous,50 Ways of Saying Fabulous,Olive,4800.0,1.0,4800.0,1.0,http://www.boxofficemojo.com/movies/?id=50waysofsayingfabulous.htm,2006-06-02
51birch05reet,51 Birch Street,Truly,84689.0,6.0,10827.0,2.0,http://www.boxofficemojo.com/movies/?id=51birchstreet.htm,2006-10-18
51ststa01tate,Formula 51,SGem,5204007.0,1857.0,2817719.0,1857.0,http://www.boxofficemojo.com/movies/?id=formula51.htm,2002-10-18
52tuesd13days,52 Tuesdays,KL,,,1828.0,1.0,http://www.boxofficemojo.com/movies/?id=52tuesdays.htm,2015-04-03
56up1356up,56 Up,FRun,701278.0,33.0,22088.0,1.0,http://www.boxofficemojo.com/movies/?id=56up.htm,2013-01-04
5daysof11fwar,5 Days of War,Anch.,17479.0,6.0,6254.0,2.0,http://www.boxofficemojo.com/movies/?id=5daysofwar.htm,2011-08-19
5flight14tsup,5 Flights Up,Focus,1020921.0,94.0,238491.0,87.0,http://www.boxofficemojo.com/movies/?id=5flightsup.htm,2015-05-08
5thquar10rter,The 5th Quarter,RM,408159.0,123.0,202342.0,123.0,http://www.boxofficemojo.com/movies/?id=the5thquarter.htm,2011-03-25
5thwave16wave,The 5th Wave,Sony,34916787.0,2908.0,10326356.0,2908.0,http://www.boxofficemojo.com/movies/?id=the5thwave.htm,2016-01-22
5to7145to7,5 to 7,IFC,162685.0,27.0,18006.0,2.0,http://www.boxofficemojo.com/movies/?id=5to7.htm,2015-04-03
5x2045x2,5x2,Think,128752.0,5.0,15667.0,2.0,http://www.boxofficemojo.com/movies/?id=5x2.htm,2005-06-10
6monthr11rule,6 Month Rule,SIP,14057.0,3.0,1963.0,1.0,http://www.boxofficemojo.com/movies/?id=6monthrule.htm,2012-06-01
6souls10ouls,6 Souls,RTWC,,54.0,,54.0,http://www.boxofficemojo.com/movies/?id=6souls.htm,2013-04-05
6thday00hday,The 6th Day,Sony,34604280.0,2516.0,13020883.0,2516.0,http://www.boxofficemojo.com/movies/?id=the6thday.htm,2000-11-17
6years15ears,6 Years,Orch.,,,,,http://www.boxofficemojo.com/movies/?id=6years.htm,2015-08-18
'7114'71,'71,RAtt.,1270847.0,121.0,55761.0,4.0,http://www.boxofficemojo.com/movies/?id=71.htm,2015-02-27
7cajas12ajas,7 Boxes,BGP,38106.0,7.0,6447.0,6.0,http://www.boxofficemojo.com/movies/?id=7boxes.htm,2014-02-07
7chines15hers,7 Chinese Brothers,Scre.,28180.0,8.0,,,http://www.boxofficemojo.com/movies/?id=7chinesebrothers.htm,2015-08-28
7dias05dias,7 Dias,Xen.,16791.0,8.0,10548.0,8.0,http://www.boxofficemojo.com/movies/?id=7dias.htm,2007-08-17
7khoonm11maaf,7 Khoon Maaf,UTV,270207.0,68.0,164153.0,65.0,http://www.boxofficemojo.com/movies/?id=7khoonmaaf.htm,2011-02-18
7minute14esii,7 Minutes,SM,,,,,http://www.boxofficemojo.com/movies/?id=7minutes.htm,2015-06-26
7thstre02reet,7th Street,PAc.,15629.0,1.0,6354.0,1.0,http://www.boxofficemojo.com/movies/?id=7thstreet.htm,2003-01-17
8:themo10tion,8: The Mormon Proposition,RF,100280.0,16.0,42566.0,16.0,http://www.boxofficemojo.com/movies/?id=8themormonproposition.htm,2010-06-18
800bala02alas,800 Bullets,TLA,866.0,2.0,866.0,2.0,http://www.boxofficemojo.com/movies/?id=800bullets.htm,2004-10-29
81/2wom99omen,8 1/2 Women,Lions,424123.0,30.0,92000.0,16.0,http://www.boxofficemojo.com/movies/?id=81/2women.htm,2000-05-26
88minut07utes,88 Minutes,Sony,17213467.0,2168.0,6957216.0,2168.0,http://www.boxofficemojo.com/movies/?id=88minutes.htm,2008-04-18
8femmes02mmes,8 Women,Focus,3098776.0,85.0,52489.0,3.0,http://www.boxofficemojo.com/movies/?id=8women.htm,2002-09-06
8filmst15015),8 Films to Die For (2015),ADF,,11.0,,11.0,http://www.boxofficemojo.com/movies/?id=8filmstodiefor(2015).htm,2015-10-16
8mile02mile,8 Mile,Uni.,116750901.0,2585.0,51240555.0,2470.0,http://www.boxofficemojo.com/movies/?id=8mile.htm,2002-11-08
9/11039/11,9/11,Emp.,127035.0,6.0,7046.0,1.0,http://www.boxofficemojo.com/movies/?id=9/11.htm,2003-07-18
90minut15aven,90 Minutes in Heaven,Gold.,4842699.0,899.0,2035273.0,878.0,http://www.boxofficemojo.com/movies/?id=90minutesinheaven.htm,2015-09-11
95miles04togo,95 Miles to Go,Think,3195.0,2.0,2203.0,2.0,http://www.boxofficemojo.com/movies/?id=95milestogo.htm,2006-04-07
99%:the13film,99% - The Occupy Wall Street Collaborative Film,Part.,,,,,http://www.boxofficemojo.com/movies/?id=99%-theoccupywallstreetcollaborativefilm.htm,2013-09-06
99homes14omes,99 Homes,BG,1411927.0,691.0,32253.0,2.0,http://www.boxofficemojo.com/movies/?id=99homes.htm,2015-09-25
99i0999i,9,Focus,31749894.0,2060.0,10740446.0,1661.0,http://www.boxofficemojo.com/movies/?id=9.htm,2009-09-09
9dead02guys,Nine Dead Gay Guys,TLA,26377.0,2.0,3462.0,1.0,http://www.boxofficemojo.com/movies/?id=ninedeadgayguys.htm,2003-10-17
9songs04ongs,9 Songs,Tar.,66853.0,3.0,13457.0,1.0,http://www.boxofficemojo.com/movies/?id=9songs.htm,2005-07-22
a.c.o.d13o.d.,A.C.O.D.,TFA,175705.0,42.0,19001.0,3.0,http://www.boxofficemojo.com/movies/?id=a.c.o.d..htm,2013-10-04
aa16aa,A Aa,BSC,2313043.0,115.0,1213057.0,115.0,http://www.boxofficemojo.com/movies/?id=aaa.htm,2016-06-01
aajanac07chle,Aaja Nachle,Yash,484108.0,66.0,257500.0,66.0,http://www.boxofficemojo.com/movies/?id=aajanachle.htm,2007-11-30
aanrijd08scou,"Moscow, Belgium",NeoC,,,,,http://www.boxofficemojo.com/movies/?id=moscowbelgium.htm,2008-12-19
aarak11shan,Aarakshan (Reservation),Relbig.,651096.0,91.0,344661.0,91.0,http://www.boxofficemojo.com/movies/?id=aarakshan(reservation).htm,2011-08-12
aashaye10yein,Aashayein (Wishes),Relbig.,,14.0,,14.0,http://www.boxofficemojo.com/movies/?id=aashayein(wishes).htm,2010-08-27
aatsink13boys,Aatsinki: The Story of Arctic Cowboys,Argo.,6601.0,2.0,2842.0,1.0,http://www.boxofficemojo.com/movies/?id=aatsinkithestoryofarcticcowboys.htm,2014-01-24
abandon02ndon,Abandon,Par.,10727683.0,2347.0,5064077.0,2341.0,http://www.boxofficemojo.com/movies/?id=abandon.htm,2002-10-18
abandon06oned,The Abandoned,ADF,1331137.0,1000.0,782000.0,1000.0,http://www.boxofficemojo.com/movies/?id=theabandoned.htm,2007-02-23
