key,title,year,opening_date,releasemonth,releaseweekday,releaseweeknumber,total_gross,adjusted_gross,nVotes,userscore,metascore,metacritic_user_score,studio,total_theaters,opening_gross,adjusted_opening_gross,opening_theaters,vote_distribution,metatitle,metayear,imdbtitle,imdbyear,cpimultiplier
statepr05rty2,State Property 2,2005,4/13/05,April,Wednesday,15,1691706,2056170.409,1190,4.4,33,4.8,Lions,202,756905,919974.0757,202,1011110001,State Property 2,2005,State Property 2,2005,1.215441932
winning02trol,Winning Girls Through Psychic Mind Control,2005,4/14/05,April,Thursday,15,11089,13478.03559,15,7.7,57,8.4,Psyc.,1,10118,12297.84147,1,0.0..11104,Winning Girls Through Psychic Mind Control,2005,Winning Girls Through Psychic Mind Control,2002,1.215441932
amityvi05rror,The Amityville Horror [2005],2005,4/15/05,April,Friday,15,65233369,79287372.06,79046,6,33,8,MGM,3323,23507007,28571402.01,3323,122100,The Amityville Horror,2005,The Amityville Horror,2005,1.215441932
downand05erby,Down and Derby,2005,4/15/05,April,Friday,15,231609,281507.2905,473,5.6,45,8.3,Free,63,43930,53394.36408,63,111101,Down and Derby,2005,Down and Derby,2005,1.215441932
houseof04eofd,House of D,2005,4/15/05,April,Friday,15,388532,472238.0848,7358,7,33,7.2,Lions,305,36371,44206.83851,2,12111,House of D,2005,House of D,2004,1.215441932
it'sall04tong,It's All Gone Pete Tong,2005,4/15/05,April,Friday,15,120620,146606.6059,16626,7.4,56,8.8,Mats.,24,19717,23964.86858,1,12211,It's All Gone Pete Tong,2005,It's All Gone Pete Tong,2004,1.215441932
neverbe05awed,Never Been Thawed,2005,4/15/05,April,Friday,15,47219,57391.9526,342,6.1,41, ,Slip.,1,7048,8566.434738,1,11102,Never Been Thawed,2005,Never Been Thawed,2005,1.215441932
perlasc02iano,Perlasca,2005,4/15/05,April,Friday,15,4780,5809.812436,401,7.2,56, ,Castle,1,2281,2772.423047,1,12211,Perlasca: The Courage of a Just Man,2005,Perlasca: Un eroe italiano,2002,1.215441932
torremo03os73,Torremolinos 73,2005,4/15/05,April,Friday,15,87385,106211.3932,2919,6.6,62,7.5,FRun,4,6321,7682.808453,1,23100,Torremolinos 73,2005,Torremolinos 73,2003,1.215441932
wakeinp99ence,A Wake in Providence,2005,4/15/05,April,Friday,15,403069,489906.9642,190,6,46,5.5,Indic.,7,32018,38916.01978,5,111102,A Wake in Providence,2005,A Wake in Providence,1999,1.215441932
yearoft04eyao,The Year of the Yao,2005,4/15/05,April,Friday,15,35591,43258.79381,1004,7.3,62, ,FL,12,27823,33817.24088,12,12211,The Year of the Yao,2005,The Year of the Yao,2004,1.215441932
duma05duma,Duma,2005,4/22/05,April,Friday,16,870067,1057515.916,6375,7.3,82,8.5,WB,42, , ,42,12211,Duma,2005,Duma,2005,1.215441932
enron:t05room,Enron: The Smartest Guys in the Room,2005,4/22/05,April,Friday,16,4071700,4948914.915,11935,7.7,82,8.4,Magn.,151,76639,93150.25424,3,2310,Enron: The Smartest Guys in the Room,2005,Enron: The Smartest Guys in the Room,2005,1.215441932
gameoft05ives,The Game of Their Lives,2005,4/22/05,April,Friday,16,375750,456702.306,2552,6.3,47,7.5,IFC,64,175336,213110.7266,64,121101,The Game of Their Lives,2005,The Game of Their Lives,2005,1.215441932
interpr05eter,The Interpreter,2005,4/22/05,April,Friday,16,72708161,88372547.69,85494,6.4,62,7.1,Uni.,2814,22822455,27739368.8,2758,123100,The Interpreter,2005,The Interpreter,2005,1.215441932
jigureu03ora!,Save the Green Planet!,2005,4/22/05,April,Friday,16,15516,18858.79702,6401,7.4,70,7.2,Koch,2,3040,3694.943474,1,12211,Save the Green Planet!,2005,Jigureul jikyeora!,2003,1.215441932
king'sr05nsom,King's Ransom,2005,4/22/05,April,Friday,16,4008527,4872131.802,3217,4.2,11,1.5,NL,1508,2137685,2598231.987,1508,1011110000,King's Ransom,2005,King's Ransom,2005,1.215441932
lotlike05love,A Lot Like Love,2005,4/22/05,April,Friday,16,21845719,26552202.91,57638,6.6,48,7,BV,2502,7576593,9208908.835,2502,122100,A Lot Like Love,2005,A Lot Like Love,2005,1.215441932
madison05ison,Madison,2005,4/22/05,April,Friday,16,517262,628701.9247,1018,6.5,43,6.3,UA,94,268370,326188.1513,93,122101,Madison,2005,Madison,2005,1.215441932
musicfr04eout,Music from the Inside Out,2005,4/22/05,April,Friday,16,141504,171989.8952,98,7.9,67,7.4,Emr.,4,13444,16340.40134,1,00..002222,Music from the Inside Out,2005,Music from the Inside Out,2004,1.215441932
ohomemq03iava,The Man Who Copied,2005,4/22/05,April,Friday,16,24391,29645.84417,6989,7.7,49,7.8,TLA,3,2244,2727.451696,1,2311,The Man Who Copied,2005,O Homem Que Copiava,2003,1.215441932
dertunn01nnel,The Tunnel,2005,4/27/05,April,Wednesday,17,46296,56270.09969,5252,7.8,72,6.2,Avat.,2,3127,3800.686922,2,2311,The Tunnel,2005,Der Tunnel,2001,1.215441932
atoutde04uit,A Tout de Suite,2005,4/29/05,April,Friday,17,248565,302116.3239,864,6.5,63,7,CGld,6,15637,19005.86549,1,122100,À Tout de Suite [Right Now],2005,À tout de suite,2004,1.215441932
bin-jip04-jip,3-Iron,2005,4/29/05,April,Friday,17,241914,294032.4196,38032,8.1,72,8.3,SPC,31,20084,24410.93577,7,1222,3-Iron,2005,Bin-jip,2004,1.215441932
deathof03asty,Death of a Dynasty,2005,4/29/05,April,Friday,17,42108,51179.82888,277,3.9,41, ,TLA,16,28107,34162.42639,16,3001000002,Death of a Dynasty,2005,Death of a Dynasty,2003,1.215441932
finding03home,Finding Home,2005,4/29/05,April,Friday,17,9736,11833.54265,455,5.8,34,6.5,Castle,5,3038,3692.51259,5,1000101101,Finding Home,2005,Finding Home,2003,1.215441932
funnyha02haha,Funny Ha Ha,2005,4/29/05,April,Friday,17,77070,93674.10971,1865,6.4,78,5.2,GCR,3,10555,12828.98959,2,11101,Funny Ha Ha,2005,Funny Ha Ha,2002,1.215441932
hitchhi05laxy,The Hitchhiker's Guide to the Galaxy,2005,4/29/05,April,Friday,17,51085416,62091356.73,153264,6.8,63,6.2,BV,3133,21103203,25649717.83,3133,12100,The Hitchhiker's Guide to the Galaxy,2005,The Hitchhiker's Guide to the Galaxy,2005,1.215441932
ladiesi04nder,Ladies in Lavender,2005,4/29/05,April,Friday,17,6765081,8222563.122,8196,7.1,61,8.1,IDP,119,149224,181373.1069,22,13211,Ladies in Lavender.,2005,Ladies in Lavender,2004,1.215441932
laninas04anta,The Holy Girl,2005,4/29/05,April,Friday,17,304124,369645.0622,2679,6.7,75,7.9,FL,12,28327,34429.82361,2,12100,The Holy Girl,2005,La niña santa,2004,1.215441932
xxx:sta05nion,XXX: State of the Union,2005,4/29/05,April,Friday,17,26873932,32663703.84,50362,4.3,37,6.2,SonR,3480,12712272,15451028.44,3480,11110000,xXx: State of the Union,2005,xXx: State of the Union,2005,1.215441932
ecrivai04nd'o,Writer of O,2005,5/4/05,May,Wednesday,18,11728,14269.36831,86,6.9,48, ,Zeit.,1,2245,2731.474408,1,0.0012011,Writer of O,2005,Écrivain d'O,2004,1.216692387
brodre04odre,Brothers [2005],2005,5/6/05,May,Friday,18,389220,473561.0108,9419,7.6,76,8.5,IFC,26,8161,9929.426569,2,2310,Brothers,2005,Brødre,2004,1.216692387
crash05rash,Crash,2005,5/6/05,May,Friday,18,54580300,66407435.48,27,8.1,69,8.8,Lions,1905,9107071,11080503.95,1864,00.0.00105,Crash,2005,Crash,2005,1.216692387
fightin04iley,Fighting Tommy Riley,2005,5/6/05,May,Friday,18,10514,12792.30376,715,6.6,53,8,Free,5,5199,6325.583719,5,12101,Fighting Tommy Riley,2005,Fighting Tommy Riley,2004,1.216692387
holeino04none,A Hole in One,2005,5/6/05,May,Friday,18, , ,153,5.5,37, ,BHF,2, , ,2,111001,A Hole in One,2005,A Hole in One,2004,1.216692387
houseof05fwax,House of Wax,2005,5/6/05,May,Friday,18,32064800,39012998.05,92911,5.3,41,7,WB,3111,12077236,14694281.1,3111,1121000,House of Wax,2005,House of Wax,2005,1.216692387
jiminyg04wood,Jiminy Glick in La La Wood,2005,5/6/05,May,Friday,18,36039,43848.37693,1532,5.2,41,5.7,MGM,24,25660,31220.32665,24,1001111001,Jiminy Glick in Lalawood,2005,Jiminy Glick in Lalawood,2004,1.216692387
kingdom05aven,Kingdom of Heaven,2005,5/6/05,May,Friday,18,47398413,57669288.24,213930,7.2,63,7.8,Fox,3219,19635996,23890966.84,3216,12211,Kingdom of Heaven,2005,Kingdom of Heaven,2005,1.216692387
legrand04role,Le Grand Role,2005,5/6/05,May,Friday,18,11419,13893.41037,140,5.7,43, ,FRun,2,1839,2237.497299,1,121010,The Great Role,2005,Le grand rôle,2004,1.216692387
mysteri04skin,Mysterious Skin,2005,5/6/05,May,Friday,18,713240,867793.678,56103,7.7,73,8.2,Tar.,23,17425,21200.86484,1,2311,Mysterious Skin,2005,Mysterious Skin,2004,1.216692387
upforgr04rabs,Up for Grabs,2005,5/6/05,May,Friday,18,13931,16949.74164,220,7.4,69, ,L/Z,4,1881,2288.59838,2,2311,Up for Grabs,2005,Up for Grabs,2004,1.216692387
kicking05ming,Kicking and Screaming,2005,5/13/05,May,Friday,19,52842724,64293339.99,29873,5.6,45,8.6,Uni.,3470,20159925,24528427.27,3455,1221000,Kicking & Screaming,2005,Kicking & Screaming,2005,1.216692387
layerca04cake,Layer Cake,2005,5/13/05,May,Friday,19,2339957,2847007.867,132174,7.4,73,8.9,SPC,200,81706,99411.06816,10,13310,Layer Cake,2005,Layer Cake,2004,1.216692387
madhotb05room,Mad Hot Ballroom,2005,5/13/05,May,Friday,19,8117961,9877061.345,3141,7.6,71,7.8,ParC,202,45348,55174.56636,2,12211,Mad Hot Ballroom,2005,Mad Hot Ballroom,2005,1.216692387
mamere04mere,Ma Mere,2005,5/13/05,May,Friday,19,71616,87134.64198,4845,5.2,35,6.1,TLA,4,10334,12573.29913,2,1111000,My Mother,2005,Ma mère,2004,1.216692387
mindhun04ters,Mindhunters,2005,5/13/05,May,Friday,19,4480744,5451687.112,48776,6.4,33,8.2,Dim.,1040,1911358,2325534.727,1040,122100,Mindhunters,2005,Mindhunters,2004,1.216692387
modigli04iani,Modigliani,2005,5/13/05,May,Friday,19,205165,249622.6935,8163,7.4,25,6.2,BMD,9,32360,39372.16564,8,2212,Modigliani,2005,Modigliani,2004,1.216692387
monster05-law,Monster-in-Law,2005,5/13/05,May,Friday,19,82931301,100901882.6,42503,5.5,31,5.6,NL,3424,23105133,28111839.42,3424,1221000,Monster-in-Law,2005,Monster-in-Law,2005,1.216692387
roisetr04eine,Kings and Queen,2005,5/13/05,May,Friday,19,290973,354024.6339,3165,7.2,84,6.9,Wells,9,16101,19589.96412,2,12211,Kings & Queen,2005,Rois et reine,2004,1.216692387
shakeha04aire,Shake Hands with the Devil: The Journey of Romeo Dallaire,2005,5/13/05,May,Friday,19,68249,83038.03871,903,8.2,80,8.2,CalN,4,1848,2248.447531,1,1222,Shake Hands with the Devil: The Journey of Roméo Dallaire,2005,Shake Hands with the Devil: The Journey of Roméo Dallaire,2004,1.216692387
tellthe04uare,Tell Them Who You Are,2005,5/13/05,May,Friday,19,39075,47542.25502,459,6.9,72, ,Think,4,4060,4939.771091,1,12111,Tell Them Who You Are,2005,Tell Them Who You Are,2004,1.216692387
unleash05shed,Unleashed,2005,5/13/05,May,Friday,19,24537621,29854736.66,84327,7,58,8.8,Rog.,1962,10900901,13263043.26,1957,13200,Unleashed,2005,Unleashed,2005,1.216692387
starwar05sith,Star Wars: Episode III - Revenge of the Sith,2005,5/19/05,May,Thursday,20,380270577,462672316,509325,7.6,68,7.4,Fox,3663,108435841,131933062.2,3661,1211,Star Wars: Episode III - Revenge of the Sith,2005,Star Wars: Episode III - Revenge of the Sith,2005,1.216692387
dominio05cist,Dominion: Prequel to the Exorcist,2005,5/20/05,May,Friday,20,251495,305992.0518,7935,5.3,55,6.3,WB,110,140703,171192.2689,110,1121000,Dominion: Prequel to the Exorcist,2005,Dominion: Prequel to the Exorcist,2005,1.216692387
"sex,pol02ails","Sex, Politics & Cocktails",2005,5/20/05,May,Friday,20,26087,31739.8543,186,4.3,24,4.5,Reg.,2,6058,7370.722479,2,1111100001,"Sex, Politics & Cocktails",2005,"Sex, Politics & Cocktails",2002,1.216692387
stolenc05oods,Stolen Childhoods,2005,5/20/05,May,Friday,20,2996,3645.210391,26,7.4,62, ,Bal.,1,2996,3645.210391,1,0....22111,Stolen Childhoods,2005,Stolen Childhoods,2005,1.216692387
bombthe02stem,Bomb the System,2005,5/27/05,May,Friday,21,15520,18883.06584,914,6.6,52, ,Palm,2,7551,9187.244213,2,12102,Bomb the System,2005,Bomb the System,2002,1.216692387
brodeus04uses,Sequins,2005,5/27/05,May,Friday,21,26042,31685.10314,1297,7,63, ,NYer,2,5706,6942.446759,2,13200,A Common Thread,2005,Brodeuses,2004,1.216692387
derneun04etag,The Ninth Day,2005,5/27/05,May,Friday,21,72888,88682.27469,1447,7.1,67,7.7,Kino,4,8786,10689.85931,2,12210,The Ninth Day,2005,Der neunte Tag,2004,1.216692387
genesis04esis,Genesis,2005,5/27/05,May,Friday,21,16413,19969.57215,1240,7.1,74, ,Think,1,4891,5950.842464,1,12111,Genesis,2005,Genesis,2004,1.216692387
leagueo04emen,A League of Ordinary Gentlemen,2005,5/27/05,May,Friday,21,18807,22882.33372,297,7.1,66,6.8,Magn.,4, , ,1,12111,A League of Ordinary Gentlemen,2005,A League of Ordinary Gentlemen,2004,1.216692387
longest05yard,The Longest Yard,2005,5/27/05,May,Friday,21,158119460,192382743.2,127385,6.4,48,7.3,Par.,3654,47606480,57922441.78,3634,122100,The Longest Yard,2005,The Longest Yard,2005,1.216692387
madagas05scar,Madagascar,2005,5/27/05,May,Friday,21,193595521,235546196.5,259741,6.9,57,6.6,DW,4142,47224594,57457803.99,4131,13200,Madagascar,2005,Madagascar,2005,1.216692387
savingf04face,Saving Face,2005,5/27/05,May,Friday,21,1187266,1444537.503,7644,7.6,65,8.5,SPC,56,75104,91378.46502,6,2212,Saving Face,2005,Saving Face,2004,1.216692387
or04or,Or [My Treasure],2005,6/1/05,June,Wednesday,22,29194,35501.85527,1162,7.1,64, ,Kino,2,5022,6107.087661,2,12211,Or,2005,Or,2004,1.216066838
sisterh05ants,The Sisterhood of the Traveling Pants,2005,6/1/05,June,Wednesday,22,39053061,47491132.41,43917,6.6,66,7.7,WB,2583,9833340,11957998.68,2583,12101,The Sisterhood of the Traveling Pants,2005,The Sisterhood of the Traveling Pants,2005,1.216066838
apresvo03s,Apres Vous,2005,6/3/05,June,Friday,22,830292,1009690.567,2695,6.6,53,8.2,ParC,42,25504,31014.56864,3,23100,Apres Vous [After You],2005,Après vous...,2003,1.216066838
caterin03itta,Caterina in the Big City,2005,6/3/05,June,Friday,22,296464,360520.0391,2110,6.9,63,8,Emp.,13,9352,11372.65707,2,13200,Caterina va in città,2005,Caterina va in città,2003,1.216066838
cindere05aman,Cinderella Man,2005,6/3/05,June,Friday,22,61649911,74970412.34,146286,8,69,8.5,Uni.,2820,18320205,22278593.77,2812,1321,Cinderella Man,2005,Cinderella Man,2005,1.216066838
deepblu03blue,Deep Blue,2005,6/3/05,June,Friday,22,132261,160838.2161,2524,7.5,71,6.2,Mira.,5,8373,10182.12763,2,12211,Deep Blue,2005,Deep Blue,2003,1.216066838
lordsof05town,Lords of Dogtown,2005,6/3/05,June,Friday,22,11273517,13709350.17,43402,7.1,56,8,Sony,1865,5623373,6838397.423,1865,12211,Lords of Dogtown,2005,Lords of Dogtown,2005,1.216066838
milwauk03sota,"Milwaukee, Minnesota",2005,6/3/05,June,Friday,22,17528,21315.21954,619,6.2,41, ,Tar.,3,7517,9141.174422,3,112101,"Milwaukee, Minnesota",2005,"Milwaukee, Minnesota",2003,1.216066838
rocksch05hool,Rock School,2005,6/3/05,June,Friday,22,64310,78205.25835,943,6.6,67,7.4,PicH,32,28136,34215.25656,32,12101,Rock School,2005,Rock School,2005,1.216066838
storyof04farm,Bustin' Bonaparte,2005,6/3/05,June,Friday,22, , ,166,4.8,65, ,Free,2, , ,2,11211000,The Story of an African Farm,2005,The Story of an African Farm,2004,1.216066838
5x2045x2,5x2,2005,6/10/05,June,Friday,23,128752,156571.0375,7475,6.7,62,6.4,Think,5,15667,19052.11915,2,22100,5x2,2005,5x2,2004,1.216066838
adventu05l3-d,The Adventures of Sharkboy and Lavagirl in 3D,2005,6/10/05,June,Friday,23,39177684,47642682.3,19618,3.5,38,4.5,Dim.,2655,12582088,15300659.97,2655,2111100000,The Adventures of Sharkboy and Lavagirl 3-D,2005,The Adventures of Sharkboy and Lavagirl 3-D,2005,1.216066838
bridgeo04srey,The Bridge of San Luis Rey,2005,6/10/05,June,Friday,23,49981,60780.23663,2900,5.1,25,5.6,FL,6,21281,25879.11838,6,11111000,The Bridge of San Luis Rey,2005,The Bridge of San Luis Rey,2004,1.216066838
hauruno04hiro,Howl's Moving Castle,2005,6/10/05,June,Friday,23,4711096,5729007.616,207812,8.2,80,8.8,BV,202,427987,520460.7978,36,1222,Howl's Moving Castle,2005,Hauru no ugoku shiro,2004,1.216066838
hautete03sion,High Tension,2005,6/10/05,June,Friday,23,3681066,4476422.291,54257,6.8,42,5.9,Lions,1323,1897705,2307736.119,1323,12200,High Tension,2005,Haute tension,2003,1.216066838
honeymo05ners,The Honeymooners,2005,6/10/05,June,Friday,23,12843849,15618978.84,6461,3.1,31,2.1,Par.,1912,5538835,6735593.565,1912,4000000000,The Honeymooners,2005,The Honeymooners,2005,1.216066838
keeper:05yyam,The Keeper: The Legend of Omar Khayyam,2005,6/10/05,June,Friday,23,225863,274664.5042,550,7,43,7.9,Arv.,5,7310,8889.448586,1,11103,The Keeper: The Legend of Omar Khayyam,2005,The Keeper: The Legend of Omar Khayyam,2005,1.216066838
mclibel05ibel,McLibel,2005,6/10/05,June,Friday,23,4337,5274.081877,1916,7.7,81,8.7,Libre,3,1821,2214.457712,1,1213,McLibel,2005,McLibel,2005,1.216066838
mr.&mrs05mith,Mr. & Mrs. Smith,2005,6/10/05,June,Friday,23,186336279,226597369.6,341233,6.5,55,7.9,Fox,3451,50342878,61220304.47,3424,122100,Mr. & Mrs. Smith,2005,Mr. & Mrs. Smith,2005,1.216066838
pure04pure,Pure,2005,6/10/05,June,Friday,23,102471,124611.585,10,8.3,70,7.8,Indic.,3,5154,6267.608483,2,1....1.2.6,Pure,2005,Pure,2004,1.216066838
sluttys04mmer,Slutty Summer,2005,6/10/05,June,Friday,23,21515,26163.67802,740,5.1,31,5.9,Embr.,2,5094,6194.644473,1,111001,Slutty Summer,2005,Slutty Summer,2004,1.216066838
wildsid04side,Wild Side,2005,6/10/05,June,Friday,23,15355,18672.7063,843,6.5,52, ,Wells,2,4268,5190.173265,1,12101,Wild Side,2005,Wild Side,2004,1.216066838
batmanb05gins,Batman Begins,2005,6/15/05,June,Wednesday,24,205343774,249711754,957468,8.3,70,8.7,WB,3858,48745440,59277713.09,3858,1322,Batman Begins,2005,Batman Begins,2005,1.216066838
deal05deal,The Deal,2005,6/17/05,June,Friday,24, , ,1658,5,46,8.1,Front, , , , ,1211000,The Deal,2005,The Deal,2005,1.216066838
golemat04voda,The Great Water,2005,6/17/05,June,Friday,24,17257,20985.66542,692,7.1,62, ,Pict.,2,6484,7884.977378,1,11112,The Great Water,2005,Golemata voda,2004,1.216066838
heights05ghts,Heights,2005,6/17/05,June,Friday,24,1160817,1411631.059,4165,7,59,4.8,SPC,66,52885,64311.69473,7,12211,Heights,2005,Heights,2005,1.216066838
meandyo05know,Me and You and Everyone We Know,2005,6/17/05,June,Friday,24,3885134,4724582.619,30837,7.4,76,7,IFC,160,30801,37456.07468,1,12211,Me and You and Everyone We Know,2005,Me and You and Everyone We Know,2005,1.216066838
mysumme04love,My Summer of Love,2005,6/17/05,June,Friday,24,1000915,1217179.539,16121,6.8,82,8.8,Focus,63,90022,109472.7689,17,12200,My Summer of Love,2005,My Summer of Love,2004,1.216066838
perfect05tman,The Perfect Man,2005,6/17/05,June,Friday,24,16535005,20107671.25,23076,5.5,27,4.9,Uni.,2090,5300980,6446345.987,2087,1221000,The Perfect Man,2005,The Perfect Man,2005,1.216066838
talentg04enus,The Talent Given Us,2005,6/17/05,June,Friday,24,65827,80050.03175,428,5.3,72, ,Vita.,3,12717,15464.72198,1,2000001101,The Talent Given Us,2005,The Talent Given Us,2004,1.216066838
herbief05aded,Herbie: Fully Loaded,2005,6/22/05,June,Wednesday,25,66023816,80289373.16,35838,4.7,47,4.9,BV,3521,12709221,15455262.2,3521,1210000,Herbie Fully Loaded,2005,Herbie Fully Loaded,2005,1.216066838
bewitch05ched,Bewitched,2005,6/24/05,June,Friday,25,63313159,76993033.07,58160,4.8,34,5.5,Sony,3188,20131130,24480799.61,3174,1210000,Bewitched,2005,Bewitched,2005,1.216066838
lamarch05reur,March of the Penguins,2005,6/24/05,June,Friday,25,77437223,94168838.92,44820,7.6,79,8,WIP,2506,137492,167199.4617,4,2311,March of the Penguins,2005,La marche de l'empereur,2005,1.216066838
landoft05dead,George A. Romero's Land of the Dead,2005,6/24/05,June,Friday,25,20700082,25172683.27,78040,6.2,71,5,Uni.,2253,10221705,12430276.48,2249,122100,Land of the Dead,2005,Land of the Dead,2005,1.216066838
lastmog05ogul,The Last Mogul,2005,6/24/05,June,Friday,25,16469,20027.40476,309,6.5,68, ,Think,2,4965,6037.771851,1,122100,The Last Mogul,2005,The Last Mogul,2005,1.216066838
liladit04itca,Lila Says,2005,6/24/05,June,Friday,25,121365,147587.9518,3694,7.1,57,8.1,IDP,6,12599,15321.22609,2,12210,Lila Says,2005,Lila dit ça,2004,1.216066838
rize05rize,Rize,2005,6/24/05,June,Friday,25,3336391,4057274.454,2859,7.1,74,7.3,Lions,352,1574787,1915046.248,352,12211,Rize,2005,Rize,2005,1.216066838
sudpral04alad,Tropical Malady,2005,6/24/05,June,Friday,25,46750,56851.12468,3302,7.3,78,7.5,Strand,3,270,328.3380463,1,11211,Tropical Malady,2005,Sud pralad,2004,1.216066838
tonitak04tani,Tony Takitani,2005,6/24/05,June,Friday,25,129783,157824.8024,3557,7.4,80,8.1,Strand,5,1765,2146.357969,1,12211,Tony Takitani,2005,Tonî Takitani,2004,1.216066838
yesi04yesi,Yes,2005,6/24/05,June,Friday,25,396760,482486.6787,2708,6.9,55,8.2,SPC,26,28451,34598.31761,7,11111,Yes,2005,Yes,2004,1.216066838
decentf04tory,A Decent Factory,2005,6/29/05,June,Wednesday,26,7925,9637.329692,40,6.7,54, ,Icar.,1,1900,2310.526992,1,.0.1122200,A Decent Factory,2005,A Decent Factory,2004,1.216066838
warofth05rlds,War of the Worlds,2005,6/29/05,June,Wednesday,26,234280354,284900569.3,328659,6.5,73,6.9,Par.,3910,64878725,78896865.97,3908,122100,War of the Worlds,2005,War of the Worlds,2005,1.216066838
debattr05rete,The Beat That My Heart Skipped,2005,7/1/05,July,Friday,26,1023424,1238819.66,15259,7.3,75,7.9,Wells,37,65365,79122.09122,5,12210,The Beat That My Heart Skipped,2005,De battre mon coeur s'est arrêté,2005,1.210465711
rebound05ound,Rebound,2005,7/1/05,July,Friday,26,16809014,20346735.09,10363,5.1,36,5.1,Fox,2464,5033848,6093300.4,2464,1211000,Rebound,2005,Rebound,2005,1.210465711
shijie04ijie,The World,2005,7/1/05,July,Friday,26,64123,77618.69281,2345,7.1,81,8.1,Zeit.,3,5390,6524.410184,1,12210,The World,2005,Shijie,2004,1.210465711
twistof04aith,Twist of Faith,2005,7/1/05,July,Friday,26,8129,9839.875768,653,7.3,70, ,AL,2,2085,2523.821008,2,12211,Twist of Faith,2005,Twist of Faith,2004,1.210465711
undead03dead,Undead,2005,7/1/05,July,Friday,26,41196,49866.34545,11389,5.5,34,6.4,Lions,13,8527,10321.64112,2,111100,Undead,2005,Undead,2003,1.210465711
beautif04ntry,The Beautiful Country,2005,7/8/05,July,Friday,27,442813,536009.953,3328,7.5,64,8.4,SPC,28,25900,31351.06192,6,2211,The Beautiful Country,2005,The Beautiful Country,2004,1.210465711
cronica04ica,Cronicas,2005,7/8/05,July,Friday,27,300322,363529.4834,2920,6.9,63,6.5,Palm,17,43263,52368.37807,9,13200,Chronicles,2005,Crónicas,2004,1.210465711
darkwat05ater,Dark Water,2005,7/8/05,July,Friday,27,25473352,30834619.15,44334,5.5,52,8.7,BV,2657,9939251,12031122.53,2657,1221000,Dark Water,2005,Dark Water,2005,1.210465711
fantast05ouri,Fantastic Four [2005],2005,7/8/05,July,Friday,27,154696080,187254300.5,263904,5.7,40,5.6,Fox,3619,56061504,67860528.32,3602,221000,Fantastic Four,2005,Fantastic Four,2005,1.210465711
murderb05ball,Murderball,2005,7/8/05,July,Friday,27,1531154,1853409.416,8957,7.8,87,8.4,Think,97,57286,69342.73874,8,2321,Murderball,2005,Murderball,2005,1.210465711
saraban03band,Saraband,2005,7/8/05,July,Friday,27,645634,781517.8191,5402,7.8,80,8.1,SPC,27,34304,41523.81576,4,2221,Saraband,2005,Saraband,2003,1.210465711
steve+s04+sky,Steve + Sky,2005,7/8/05,July,Friday,27,624,755.3306039,875,6.7,44, ,Life,1,624,755.3306039,1,12210,Steve + Sky,2005,Steve + Sky,2004,1.210465711
ontheou04outs,On the Outs,2005,7/13/05,July,Wednesday,28,49940,60450.65763,600,6.9,66, ,Fader,11,7765,9399.266249,1,11112,On the Outs,2005,On the Outs,2004,1.210465711
returnt04ders,Return to the Land of Wonders,2005,7/13/05,July,Wednesday,28,1338,1619.603122,36,6.9,60, ,Arab,1,357,432.136259,1,100012,Return to the Land of Wonders,2005,Return to the Land of Wonders,2004,1.210465711
searchi03esus,Searching for the Wrong-Eyed Jesus,2005,7/13/05,July,Wednesday,28,79916,96735.57779,973,7.7,58,7.3,Shad.,6,4095,4956.857088,1,11211,Searching for the Wrong-Eyed Jesus,2005,Searching for the Wrong-Eyed Jesus,2003,1.210465711
charlie05tory,Charlie and the Chocolate Factory,2005,7/15/05,July,Friday,28,206459076,249911632.3,312800,6.7,72,6.6,WB,3790,56178450,68002087.44,3770,12100,Charlie and the Chocolate Factory,2005,Charlie and the Chocolate Factory,2005,1.210465711
happyen05ings,Happy Endings,2005,7/15/05,July,Friday,28,1315701,1592610.947,8064,6.5,57,7.2,Lions,74,240075,290602.5557,52,112100,Happy Endings,2005,Happy Endings,2005,1.210465711
recepti05tion,The Reception,2005,7/15/05,July,Friday,28,18389,22259.25397,173,6.1,64, ,Strand,1,4213,5099.692042,1,111101,The Reception,2005,The Reception,2005,1.210465711
salinui03ueok,Memories of Murder,2005,7/15/05,July,Friday,28,15357,18589.12193,64210,8.1,82,8,Palm,1,4487,5431.359647,1,1321,Memories of Murder,2005,Salinui chueok,2003,1.210465711
warrior01rior,The Warrior,2005,7/15/05,July,Friday,28,50257,60834.37526,2153,6.8,65,7.8,Mira.,5,14170,17152.29913,4,12210,The Warrior,2005,The Warrior,2001,1.210465711
wedding05hers,Wedding Crashers,2005,7/15/05,July,Friday,28,209255921,253297117.3,276181,7,64,8.7,NL,3131,33900720,41035659.15,2925,13200,Wedding Crashers,2005,Wedding Crashers,2005,1.210465711
makingg04race,Making Grace,2005,7/20/05,July,Wednesday,29,1496,1810.856704,17,5.3,56, ,FRun,1,456,551.9723644,1,10002010.1,Making Grace,2005,Making Grace,2004,1.210465711
9songs04ongs,9 Songs,2005,7/22/05,July,Friday,29,66853,80923.2642,17518,4.9,43,5.3,Tar.,3,13457,16289.23708,1,1111000,9 Songs,2005,9 Songs,2004,1.210465711
