key,title,year,opening_date,releasemonth,releaseweekday,releaseweeknumber,total_gross,adjusted_gross,nVotes,userscore,metascore,metacritic_user_score,studio,total_theaters,opening_gross,adjusted_opening_gross,opening_theaters,vote_distribution,metatitle,metayear,imdbtitle,imdbyear,cpimultiplier
flexisk13ings,Flex is Kings,2014,4/4/14,April,Friday,14,5418,5405.498962,79,5.7,54, ,BBFR,1,3152,3144.72734,1,1000121001,Flex Is Kings,2014,Flex Is Kings,2013,0.997692684
frankie10lice,Frankie & Alice [2014],2014,4/4/14,April,Friday,14,695876,694270.3942,3611,6.5,47,6.3,LGF,171,350647,349837.9466,171,22101,Frankie & Alice,2010,Frankie & Alice,2010,0.997692684
galapag13eden,The Galapagos Affair: Satan Came to Eden,2014,4/4/14,April,Friday,14,247159,246588.7261,793,6.8,67,7.2,Zeit.,15,5185,5173.036567,1,13200,The Galapagos Affair: Satan Came to Eden,2014,The Galapagos Affair: Satan Came to Eden,2013,0.997692684
iloilo13oilo,Ilo Ilo,2014,4/4/14,April,Friday,14,56773,56642.00675,2868,7.3,85,8.1,FM,4,8775,8754.753303,2,13210,Ilo Ilo,2014,Ilo Ilo,2013,0.997692684
islando14scar,Island of Lemurs: Madagascar [IMAX],2014,4/4/14,April,Friday,14,10622907,10598396.6,696,7,66,4.8,WB,302,188307,187872.5163,37,12201,Island of Lemurs: Madagascar,2014,Island of Lemurs: Madagascar,2014,0.997692684
jinn14jinn,Jinn,2014,4/4/14,April,Friday,14,202348,201881.1192,3682,4.2,24,1.4,Free,201,149337,148992.4324,201,1011110001,Jinn,2014,Jinn,2014,0.997692684
lesinfi12eles,The Players,2014,4/4/14,April,Friday,14,10854,10828.95639,6359,5.3,43, ,Wein.,50,6674,6658.600974,50,1121000,The Players,2014,Les infidèles,2012,0.997692684
nymphom13l.ii,Nymphomaniac: Volume II,2014,4/4/14,April,Friday,14,327167,326412.1224,56416,6.7,60,6.9,Magn.,31,74978,74805.00207,30,12100,Nymphomaniac: Volume II,2014,Nymphomaniac: Vol. II,2013,0.997692684
underth13kini,Under the Skin [2014],2014,4/4/14,April,Friday,14,2614251,2608219.097,81746,6.3,78,6.7,A24,176,133154,132846.7717,4,111100,Under the Skin,2014,Under the Skin,2013,0.997692684
unknown13nown,The Unknown Known,2014,4/4/14,April,Friday,14,276497,275859.0341,2865,7,69,6.7,RTWC,80,64315,64166.60498,18,13200,The Unknown Known,2014,The Unknown Known,2013,0.997692684
waterma13mark,Watermark,2014,4/4/14,April,Friday,14,84464,84269.11487,681,6.8,68,6.5,EOne,16,7724,7706.178292,2,12110,Watermark,2014,Watermark,2013,0.997692684
cubanfu14fury,Cuban Fury,2014,4/11/14,April,Friday,15,92384,92170.84093,14213,6.2,52,8.7,EOne,79,57105,56973.24072,79,132100,Cuban Fury,2014,Cuban Fury,2014,0.997692684
dancing13affa,Dancing in Jaffa,2014,4/11/14,April,Friday,15,151098,150749.3692,218,6.5,74, ,IFC,23,10564,10539.62551,2,1000011111,Dancing in Jaffa,2014,Dancing in Jaffa,2013,0.997692684
draftda14dayi,Draft Day,2014,4/11/14,April,Friday,15,28842237,28775688.85,38077,6.8,54,6.6,LG/S,2781,9783603,9761029.137,2781,13200,Draft Day,2014,Draft Day,2014,0.997692684
hankand13asha,Hank and Asha,2014,4/11/14,April,Friday,15,16878,16839.05712,267,6.7,45, ,FR,2,6192,6177.7131,1,11212,Hank and Asha,2014,Hank and Asha,2013,0.997692684
hateshi13ship,Hateship Loveship,2014,4/11/14,April,Friday,15,54030,53905.33572,4547,6.1,59,7.1,IFC,15,6015,6001.121495,1,122100,Hateship Loveship,2014,Hateship Loveship,2013,0.997692684
joei13joei,Joe [2014],2014,4/11/14,April,Friday,15,373375,372513.5059,35498,6.9,74,7.5,RAtt.,48,105881,105636.6991,48,13200,Joe,2014,Joe,2013,0.997692684
oculusi13lusi,Oculus,2014,4/11/14,April,Friday,15,27695246,27631344.32,81860,6.5,61,3.3,Rela.,2648,12005402,11977701.74,2648,122100,Oculus,2014,Oculus,2013,0.997692684
onlylov13live,Only Lovers Left Alive,2014,4/11/14,April,Friday,15,1879534,1875197.321,58482,7.3,79,7.5,SPC,95,87989,87785.98158,4,12211,Only Lovers Left Alive,2014,Only Lovers Left Alive,2013,0.997692684
railway13yman,The Railway Man,2014,4/11/14,April,Friday,15,4438438,4428197.121,26939,7.1,59,7.2,Wein.,600,61845,61702.30405,4,13210,The Railway Man,2014,The Railway Man,2013,0.997692684
rio214rio2,Rio 2,2014,4/11/14,April,Friday,15,131538435,131234934.3,56616,6.4,49,6,Fox,3975,39327869,39237127.18,3948,122100,Rio 2,2014,Rio 2,2014,0.997692684
heaveni14real,Heaven is for Real,2014,4/16/14,April,Wednesday,16,91443253,91232264.53,20538,5.8,47,4.5,TriS,3048,22522221,22470255.12,2417,1000111101,Heaven Is for Real,2014,Heaven Is for Real,2014,0.997692684
13sins14sins,13 Sins,2014,4/18/14,April,Friday,16,13809,13777.13827,22817,6.3,44,6.8,RTWC,45,9261,9239.631947,45,122100,13 Sins,2014,13 Sins,2014,0.997692684
bearsi14arsi,Bears,2014,4/18/14,April,Friday,16,17780194,17739169.48,4932,7.4,68,7.3,BV,1790,4776267,4765246.643,1720,12201,Bears,2014,Bears,2014,0.997692684
fadingg13golo,Fading Gigolo,2014,4/18/14,April,Friday,16,3769873,3761174.712,18963,6.2,58,5.9,MNE,356,180801,180383.835,5,122100,Fading Gigolo,2014,Fading Gigolo,2013,0.997692684
finalme12mber,The Final Member,2014,4/18/14,April,Friday,16,11428,11401.63199,885,6.5,67, ,Drft.,10,2064,2059.2377,7,123100,The Final Member,2014,The Final Member,2012,0.997692684
gabriel13leii,Gabrielle [2014],2014,4/18/14,April,Friday,16,5534,5521.231314,1208,6.9,70, ,EOne,1,3024,3017.022677,1,13200,Gabrielle,2014,Gabrielle,2013,0.997692684
haunted14use2,A Haunted House 2,2014,4/18/14,April,Friday,16,17329486,17289501.4,14154,4.7,17,3.7,ORF,2310,8843875,8823469.386,2310,1001111001,A Haunted House 2,2014,A Haunted House 2,2014,0.997692684
kidcann14abis,Kid Cannabis,2014,4/18/14,April,Friday,16,5565,5552.159787,6945,6.4,54,5,WGUSA,1,5565,5552.159787,1,122100,Kid Cannabis,2014,Kid Cannabis,2014,0.997692684
makeyou13move,Make Your Move,2014,4/18/14,April,Friday,16,125106,124817.3409,2412,5.7,40, ,HTR,142,81172,80984.71055,142,111001,Make Your Move,2014,Make Your Move,2013,0.997692684
manakam13mana,Manakamana,2014,4/18/14,April,Friday,16,30029,29959.71361,529,6.7,86,5.4,CGld,4,3635,3626.612907,1,11101,Manakamana,2014,Manakamana,2013,0.997692684
menudeg13acio,Tasting Menu,2014,4/18/14,April,Friday,16,18686,18642.88549,377,5.8,29, ,Magn.,5,6010,5996.133031,5,121100,Tasting Menu,2014,Menú degustació,2013,0.997692684
mojing14jing,That Demon Within,2014,4/18/14,April,Friday,16,172343,171945.3503,968,6,51, ,CL,16,77130,76952.03672,12,132100,That Demon Within,2014,Mo jing,2014,0.997692684
transce14ncei,Transcendence,2014,4/18/14,April,Friday,16,23022309,22969189.26,169121,6.3,42,6.1,WB,3455,10886386,10861267.67,3455,122100,Transcendence,2014,Transcendence,2014,0.997692684
alceste13ette,Bicycling with Moliere,2014,4/23/14,April,Wednesday,17,59874,59735.85177,2032,6.7,61, ,Strand,6,3896,3887.010697,1,23100,Bicycling With Molière,2014,Alceste à bicyclette,2013,0.997692684
beneath13tsky,Beneath the Harvest Sky,2014,4/25/14,April,Friday,17,34768,34687.77924,743,6.2,62,6.8,Trib.,10,16768,16729.31093,8,122101,Beneath the Harvest Sky,2014,Beneath the Harvest Sky,2013,0.997692684
bluerui13ruin,Blue Ruin,2014,4/25/14,April,Friday,17,258384,257787.8265,39775,7.1,77,7.6,RTWC,61,32608,32532.76304,7,13200,Blue Ruin,2014,Blue Ruin,2013,0.997692684
brickma14ions,Brick Mansions,2014,4/25/14,April,Friday,17,20396829,20349767.07,31120,5.7,40,5.6,Rela.,2647,9516855,9494896.609,2647,121000,Brick Mansions,2014,Brick Mansions,2014,0.997692684
fornogo12ason,For No Good Reason,2014,4/25/14,April,Friday,17,67421,67265.43845,1073,7,56,8,SPC,21,4516,4505.580161,2,12101,For No Good Reason,2014,For No Good Reason,2012,0.997692684
jeune&j13olie,Young and Beautiful,2014,4/25/14,April,Friday,17,61067,60926.09914,21203,6.8,63,7,IFC,8,4607,4596.370196,1,23100,Young & Beautiful,2014,Jeune & jolie,2013,0.997692684
lastpas13nger,Last Passenger,2014,4/25/14,April,Friday,17,14806,14771.83788,3839,5.7,66,6.8,Cohen,10,9326,9304.481972,10,121000,Last Passenger,2014,Last Passenger,2013,0.997692684
lesbeau13ours,Bright Days Ahead,2014,4/25/14,April,Friday,17,21770,21719.76973,1090,6.2,57, ,Trib.,6,4919,4907.650313,4,122100,Bright Days Ahead,2014,Les beaux jours,2013,0.997692684
locke13ocke,Locke,2014,4/25/14,April,Friday,17,1375769,1372594.666,87511,7.1,81,7.8,A24,121,81006,80819.09357,4,12210,Locke,2014,Locke,2013,0.997692684
nextgoa14wins,Next Goal Wins,2014,4/25/14,April,Friday,17,43089,42989.58006,1658,7.9,71, ,KE,10,2568,2562.074813,5,2321,Next Goal Wins,2014,Next Goal Wins,2014,0.997692684
otherwo14oman,The Other Woman [2014],2014,4/25/14,April,Friday,17,83911193,83717583.37,101943,6,39,5.2,Fox,3306,24763752,24706614.2,3205,122100,The Other Woman,2014,The Other Woman,2014,0.997692684
quieton14ones,The Quiet Ones,2014,4/25/14,April,Friday,17,8509867,8490232.048,14873,5.1,41,4.3,LGF,2027,3880053,3871100.492,2027,1221000,The Quiet Ones,2014,The Quiet Ones,2014,0.997692684
wakolda13olda,The German Doctor,2014,4/25/14,April,Friday,17,418392,417426.6375,4126,6.8,62,7.1,Gold.,39,34259,34179.95366,5,23100,The German Doctor,2014,Wakolda,2013,0.997692684
walking13nemy,Walking with the Enemy,2014,4/25/14,April,Friday,17,1112592,1110024.899,440,5.5,44, ,LS,258,331855,331089.3057,258,2000001002,Walking with the Enemy,2014,Walking with the Enemy,2013,0.997692684
amazing14man2,The Amazing Spider-Man 2,2014,5/2/14,May,Friday,18,202853933,201681490.1,312903,6.8,53,6.7,Sony,4324,91608337,91078864.69,4324,12101,The Amazing Spider-Man 2,2014,The Amazing Spider-Man 2,2014,0.994220261
belle13elle,Belle,2014,5/2/14,May,Friday,18,10726630,10664632.87,18890,7.4,64,7.7,FoxS,525,106578,105962.0069,4,12211,Belle,2014,Belle,2013,0.994220261
decodin13rker,Decoding Annie Parker,2014,5/2/14,May,Friday,18,48390,48110.31841,2312,6.3,56,8,EOne,13,16781,16684.01019,13,122001,Decoding Annie Parker,2014,Decoding Annie Parker,2013,0.994220261
documen13nted,Documented,2014,5/2/14,May,Friday,18,30662,30484.78163,114,6.6,61, ,DefA,3,5422,5390.662253,1,1000002112,Documented,2014,Documented,2013,0.994220261
friende14eath,Friended to Death,2014,5/2/14,May,Friday,18, , ,371,4.9,26, , , , , , ,1110000,Friended to Death,2014,Friended to Death,2014,0.994220261
ida13ida,Ida,2014,5/2/14,May,Friday,18,3827060,3804940.591,33455,7.4,91,7.5,MBox,137,55438,55117.58281,3,12210,Ida,2014,Ida,2013,0.994220261
moretha12nbow,More Than the Rainbow,2014,5/2/14,May,Friday,18,1677,1667.307377,15,8.3,67, ,FRun,1,1082,1075.746322,1,....1.2204,More Than the Rainbow,2014,More Than the Rainbow,2012,0.994220261
now:int14tage,NOW: In the Wings on a World Stage,2014,5/2/14,May,Friday,18,49591,49304.37694,287,7.2,55, ,Spa.,3,21500,21375.7356,3,12211,NOW: In the Wings on a World Stage,2014,NOW: In the Wings on a World Stage,2014,0.994220261
pourune13emme,For a Woman,2014,5/2/14,May,Friday,18,32286,32099.39533,517,6.5,59, ,FM,4,6530,6492.258302,2,122100,For a Woman,2014,Pour une femme,2013,0.994220261
tomyumg13ong2,The Protector 2,2014,5/2/14,May,Friday,18,2463,2448.764502,4945,5.3,45,4.6,Magn.,1,270,268.4394704,1,1111001,The Protector 2,2014,Tom yum goong 2,2013,0.994220261
walkofs14hame,Walk of Shame,2014,5/2/14,May,Friday,18,59209,58866.78741,39733,6,25,4.8,Focus,51,39751,39521.24958,51,122100,Walk of Shame,2014,Walk of Shame,2014,0.994220261
sollewi12witt,Sol LeWitt,2014,5/7/14,May,Wednesday,19,13146,13070.01955,18,5.7,83, ,Icar.,2,4051,4027.586276,1,10.10.310.,Sol LeWitt,2014,Sol LeWitt,2012,0.994220261
chef14chef,Chef,2014,5/9/14,May,Friday,19,31424003,31242380.45,134338,7.3,68,7.8,ORF,1298,204961,203776.3788,6,13210,Chef,2014,Chef,2014,0.994220261
double13uble,The Double [2014],2014,5/9/14,May,Friday,19,200406,199247.7055,33298,6.5,68,6.2,Magn.,16,14646,14561.34994,2,12100,The Double,2014,The Double,2013,0.994220261
fedup14edup,Fed Up,2014,5/9/14,May,Friday,19,1538899,1530004.565,7363,7.7,71,7.5,RTWC,104,126028,125299.591,18,2311,Fed Up,2014,Fed Up,2014,0.994220261
god'spo14cket,God's Pocket,2014,5/9/14,May,Friday,19,169976,168993.583,7426,6.1,51,5.8,IFC,80,21482,21357.83964,3,122100,God's Pocket,2014,God's Pocket,2014,0.994220261
hornet'14nest,The Hornet's Nest,2014,5/9/14,May,Friday,19,312706,310898.6408,1330,6.5,61, ,Free,57,26550,26396.54792,4,11102,The Hornet's Nest,2014,The Hornet's Nest,2014,0.994220261
legends13turn,Legends of Oz: Dorothy's Return,2014,5/9/14,May,Friday,19,8462027,8413118.689,5059,5.6,25,5.4,CE,2658,3747780,3726118.808,2658,12,Legends of Oz: Dorothy's Return,2014,Legends of Oz: Dorothy's Return,2013,0.994220261
moms'ni14tout,Moms' Night Out,2014,5/9/14,May,Friday,19,10429707,10369426.01,10191,5.4,25,5.2,TriS,1046,4311083,4286166.064,1044,111001,Moms' Night Out,2014,Moms' Night Out,2014,0.994220261
neighbo14orsi,Neighbors,2014,5/9/14,May,Friday,19,150157400,149289529.4,206821,6.4,68,6.2,Uni.,3311,49033915,48750511.75,3279,122100,Neighbors,2014,Neighbors,2014,0.994220261
paloalt13alto,Palo Alto,2014,5/9/14,May,Friday,19,767732,763294.7091,18836,6.3,69,6.6,Trib.,57,63461,63094.21196,4,122100,Palo Alto,2014,Palo Alto,2013,0.994220261
stagefr14ghti,Stage Fright [2014],2014,5/9/14,May,Friday,19,7078,7037.091005,3322,5.2,39,8.5,Magn.,11,3562,3541.412568,11,1111000,Stage Fright,2014,Stage Fright,2014,0.994220261
leschev12dieu,Horses of God,2014,5/14/14,May,Wednesday,20,14817,14731.3616,1022,7.3,76, ,KL,2,2251,2237.989807,1,2311,Horses of God,2014,Les chevaux de Dieu,2012,0.994220261
aiweiwe13case,Ai Weiwei: The Fake Case,2014,5/16/14,May,Friday,20,45255,44993.43789,224,6.5,73, ,ICir,8,5066,5036.71984,1,23100,Ai Weiwei: The Fake Case,2014,Ai Weiwei: The Fake Case,2013,0.994220261
casse-t13nois,Chinese Puzzle,2014,5/16/14,May,Friday,20,338523,336566.4253,9645,7,64,6.2,Cohen,29,23544,23407.92182,2,13200,Chinese Puzzle,2014,Casse-tête chinois,2013,0.994220261
discove12rers,The Discoverers,2014,5/16/14,May,Friday,20,50020,49730.89744,354,5.6,62, ,Quad,4,7166,7124.582388,1,122100,The Discoverers,2014,The Discoverers,2012,0.994220261
godzill14illa,Godzilla [2014],2014,5/16/14,May,Friday,20,200676069,199516213.6,296859,6.5,62,6.8,WB,3952,93188384,92649779.43,3952,122100,Godzilla,2014,Godzilla,2014,0.994220261
halfofa13wsun,Half of a Yellow Sun,2014,5/16/14,May,Friday,20,54529,54213.83659,1123,6.1,51,6.8,Mont.,7,4843,4815.008722,1,121101,Half of a Yellow Sun,2014,Half of a Yellow Sun,2013,0.994220261
immigra13rthe,The Immigrant,2014,5/16/14,May,Friday,20,2025328,2013622.132,20025,6.6,77,7.4,Wein.,150,44064,43809.32156,3,122100,The Immigrant,2014,The Immigrant,2013,0.994220261
million14rarm,Million Dollar Arm,2014,5/16/14,May,Friday,20,36457627,36246911.42,34836,7.1,56,7.1,BV,3019,10515659,10454881.23,3019,13200,Million Dollar Arm,2014,Million Dollar Arm,2014,0.994220261
nextyea13alem,Next Year Jerusalem,2014,5/16/14,May,Friday,20,8093,8046.224569,16,5.8,51, ,FRun,2,2590,2575.030475,1,10..0210.1,Next Year Jerusalem,2014,Next Year Jerusalem,2013,0.994220261
peopleu11nted,A People Uncounted,2014,5/16/14,May,Friday,20,930,924.6248424,64,8,72, ,FRun,1,390,387.7459016,1,0.0001222,A People Uncounted,2014,A People Uncounted,2011,0.994220261
pleasur13step,The Pleasures of Being Out of Step,2014,5/16/14,May,Friday,20,13137,13061.07156,11,7.8,68, ,FRun,2,1846,1835.330601,1,0....10013,The Pleasures of Being Out of Step,2014,The Pleasures of Being Out of Step,2013,0.994220261
blended14nded,Blended,2014,5/23/14,May,Friday,21,46294610,46027039.22,84340,6.5,31,5.1,WB,3555,14284031,14201473.02,3555,22101,Blended,2014,Blended,2014,0.994220261
coldinj14july,Cold in July,2014,5/23/14,May,Friday,21,427418,424947.6354,24611,6.8,73,7.3,IFC,73,40317,40083.97825,6,23100,Cold in July,2014,Cold in July,2014,0.994220261
gorevid13esia,Gore Vidal: United States of Amnesia,2014,5/23/14,May,Friday,21,140164,139353.8886,774,7.8,72,8.7,IFC,11,13744,13664.56326,2,2311,Gore Vidal: The United States of Amnesia,2014,Gore Vidal: The United States of Amnesia,2013,0.994220261
grandde13part,Grand Depart,2014,5/23/14,May,Friday,21,677,673.0871164,95,5.7,38, ,Rialto,1,339,337.0406683,1,131000,Grand Départ,2014,Grand départ,2013,0.994220261
ladanza13idad,The Dance of Reality,2014,5/23/14,May,Friday,21,293680,291982.6061,3966,7.6,76,5.9,Abk.,15,24768,24624.84741,2,2211,The Dance of Reality,2014,La danza de la realidad,2013,0.994220261
"lila,li09lila",Lila Lila,2014,5/23/14,May,Friday,21, , ,781,6.4,49, ,Crnth, , , , ,23100,Lila Lila,2014,"Lila, Lila",2009,0.994220261
lovepun13unch,The Love Punch,2014,5/23/14,May,Friday,21,266588,265047.1908,8813,5.7,44, ,KE,121,26420,26267.29929,40,121000,The Love Punch,2014,The Love Punch,2013,0.994220261
standcl13oors,Stand Clear of the Closing Doors,2014,5/23/14,May,Friday,21,17282,17182.11454,307,6.5,86, ,Osci.,3,7000,6959.541824,1,12101,Stand Clear of the Closing Doors,2014,Stand Clear of the Closing Doors,2013,0.994220261
wordsan13ures,Words and Pictures,2014,5/23/14,May,Friday,21,2171257,2158707.7,6726,6.6,49,5.9,RAtt.,216,87879,87371.08228,10,23100,Words and Pictures,2014,Words and Pictures,2013,0.994220261
x-men:d14past,X-Men: Days of Future Past,2014,5/23/14,May,Friday,21,233921534,232569528.5,493109,8,74,8.5,Fox,4001,90823660,90298722.92,3996,1321,X-Men: Days of Future Past,2014,X-Men: Days of Future Past,2014,0.994220261
edc201314csky,Under the Electric Sky,2014,5/29/14,May,Thursday,22,207584,206384.2186,431,6.4,42, ,Focus,25, , , ,12101,Under the Electric Sky,2014,EDC 2013: Under the Electric Sky,2014,0.994220261
beforey13owit,Before You Know It,2014,5/30/14,May,Friday,22,6717,6678.177491,199,6.2,68, ,TFC,3,1591,1581.804435,1,11102,Before You Know It,2014,Before You Know It,2013,0.994220261
elenaii12naii,Elena [2014],2014,5/30/14,May,Friday,22,25788,25638.95208,864,7.8,81,7.9,Vari.,2,10341,10281.23172,1,1212,Elena,2014,Elena,2012,0.994220261
filthi13lthi,Filth,2014,5/30/14,May,Friday,22,34411,34212.11339,70406,7.1,56,4.6,Magn.,5,7526,7482.501681,3,12210,Filth,2014,Filth,2013,0.994220261
grandse13tion,The Grand Seduction,2014,5/30/14,May,Friday,22,3430018,3410193.39,10854,7,57,7.3,EOne,124,323743,321871.8498,94,13200,The Grand Seduction,2014,The Grand Seduction,2013,0.994220261
korenga14ngal,Korengal,2014,5/30/14,May,Friday,22,101310,100724.4546,1754,6.8,67,7,Sab.,11,14630,14545.44241,1,23100,Korengal,2014,Korengal,2014,0.994220261
luckyth13them,Lucky Them,2014,5/30/14,May,Friday,22,48421,48141.13924,1987,6.1,65,6.4,IFC,9,3728,3706.453132,1,122100,Lucky Them,2014,Lucky Them,2013,0.994220261
malefic14cent,Maleficent,2014,5/30/14,May,Friday,22,241410378,240015088.9,246300,7,56,6.9,BV,3948,69431298,69030003.19,3948,12211,Maleficent,2014,Maleficent,2014,0.994220261
michael13haas,Age of Uprising: The Legend of Michael Kohlhaas [U.S. only],2014,5/30/14,May,Friday,22,3313,3293.851723,5479,6.2,51, ,MBox,4, , , ,122100,Age of Uprising: The Legend of Michael Kohlhaas,2014,Michael Kohlhaas,2013,0.994220261
million14west,A Million Ways to Die in the West,2014,5/30/14,May,Friday,22,43139300,42889966.09,132830,6.1,44,5.2,Uni.,3160,16797385,16700300.49,3158,122100,A Million Ways to Die in the West,2014,A Million Ways to Die in the West,2014,0.994220261
nightmo13oves,Night Moves,2014,5/30/14,May,Friday,22,271755,270184.3269,9522,6,75,7.3,Cdgm.,56,21488,21363.80496,2,122100,Night Moves,2014,Night Moves,2013,0.994220261
viarba13ast!,We Are The Best!,2014,5/30/14,May,Friday,22,180590,179546.2369,7316,7.2,87,7.6,Magn.,23,17664,17561.90668,3,12210,We Are the Best!,2014,Vi är bäst!,2013,0.994220261
2automn13vers,"2 Autumns, 3 Winters",2014,6/6/14,June,Friday,23,5819,5774.614631,454,6.6,75, ,FM,1,2163,2146.501366,1,13200,"2 Autumns, 3 Winters",2014,2 automnes 3 hivers,2013,0.992372337
borgman13gman,Borgman,2014,6/6/14,June,Friday,23,57474,57035.60772,11298,6.8,66,6.8,Drft.,14,5317,5276.443718,2,12200,Borgman,2014,Borgman,2013,0.992372337
citizen13koch,Citizen Koch,2014,6/6/14,June,Friday,23,153908,152734.0417,533,6.6,52, ,Vari.,24,10200,10122.19784,1,1000012101,Citizen Koch,2014,Citizen Koch,2013,0.992372337
edgeoft14rrow,Edge of Tomorrow,2014,6/6/14,June,Friday,23,100206256,99441916.48,417881,7.9,71,8.7,WB,3505,28760246,28540872.55,3490,2321,Edge of Tomorrow,2014,Edge of Tomorrow,2014,0.992372337
faultin14tars,The Fault in our Stars,2014,6/6/14,June,Friday,23,124872350,123919865.8,240598,7.8,69,7.3,Fox,3340,48002523,47636375.95,3173,1212,The Fault in Our Stars,2014,The Fault in Our Stars,2014,0.992372337
geungsi13ngsi,Rigor Mortis,2014,6/6/14,June,Friday,23,7865,7805.008433,3863,6.3,53,8.3,WGUSA,10,7865,7805.008433,10,112100,Rigor Mortis,2014,Geung si,2013,0.992372337
mindsca13cape,Anna,2014,6/6/14,June,Friday,23,4288,4255.292583,14300,6.5,42,5.9,VE,15,2541,2521.618109,15,123100,Anna,2014,Mindscape,2013,0.992372337
momenti13enti,The Moment,2014,6/6/14,June,Friday,23, , ,254,5,22, ,Da., , , , ,1001221000,The Moment,2014,The Moment,2013,0.992372337
obvious14hild,Obvious Child,2014,6/6/14,June,Friday,23,3123963,3100134.464,15924,6.8,76,6.6,A24,202,77315,76725.26726,3,12200,Obvious Child,2014,Obvious Child,2014,0.992372337
pingpon14mmer,Ping Pong Summer,2014,6/6/14,June,Friday,23,52909,52505.428,2095,5.4,52,5.6,Grav.,17,25781,25584.35123,17,1121000,Ping Pong Summer,2014,Ping Pong Summer,2014,0.992372337
sacrame13ment,The Sacrament,2014,6/6/14,June,Friday,23,9221,9150.665323,11237,6.1,49,5.9,Magn.,5,583,578.5530727,1,122100,The Sacrament,2014,The Sacrament,2013,0.992372337
superme13rdon,Supermensch: The Legend of Shep Gordon,2014,6/6/14,June,Friday,23,213064,211438.8197,2275,7.3,64,6.2,RTWC,46,23017,22841.43409,4,13310,Supermensch: The Legend of Shep Gordon,2014,Supermensch: The Legend of Shep Gordon,2013,0.992372337
test14test,Test,2014,6/6/14,June,Friday,23,18823,18679.42451,10,8.8,70,8,Vari.,6, , ,1,.1....1.17,Test,2014,Test,2014,0.992372337
trustme13stme,Trust Me,2014,6/6/14,June,Friday,23, , ,2696,6.2,51,8,SM, , , , ,122100,Trust Me,2014,Trust Me,2013,0.992372337
horicik13iker,Burning Bush,2014,6/11/14,June,Wednesday,24,16731,16603.38158,883,8,83,7.4,KL,2, , , ,1221,Burning Bush,2014,Horící ker,2013,0.992372337
22jumps14reet,22 Jump Street,2014,6/13/14,June,Friday,24,191719337,190256966.6,249343,7.1,71,8.1,Sony,3426,57071445,56636123.27,3306,12210,22 Jump Street,2014,22 Jump Street,2014,0.992372337
evergre13gton,Evergreen: The Road to Legalization,2014,6/13/14,June,Friday,24,2363,2344.975833,82,7.3,67, ,FRun,3,189,187.5583718,1,0.0021102,Evergreen: The Road to Legalization,2014,Evergreen: The Road to Legalization in Washington,2013,0.992372337
ha-shot11oter,Policeman,2014,6/13/14,June,Friday,24,11263,11177.08964,590,6.3,79,7.1,Crnth,2,7379,7322.715477,2,112100,Policeman,2014,Ha-shoter,2011,0.992372337
hellion14lion,Hellion,2014,6/13/14,June,Friday,24,55708,55283.07817,4310,6.1,55,6.8,IFC,9,7601,7543.022136,1,122100,Hellion,2014,Hellion,2014,0.992372337
howtotr14gon2,How to Train Your Dragon 2,2014,6/13/14,June,Friday,24,177002924,175652805.4,214656,7.9,76,8.3,Fox,4268,49451322,49074124,4253,1311,How to Train Your Dragon 2,2014,How to Train Your Dragon 2,2014,0.992372337
ivoryto14ower,Ivory Tower,2014,6/13/14,June,Friday,24,106771,105956.5868,953,7,65, ,Gold.,12,17857,17720.79283,2,13200,Ivory Tower,2014,Ivory Tower,2014,0.992372337
losinso13gato,The Amazing Catfish,2014,6/13/14,June,Friday,24,11342,11255.48705,1183,7,69,6.5,Strand,3,733,727.4089233,1,12200,The Amazing Catfish,2014,Los insólitos peces gato,2013,0.992372337
lullaby14byii,Lullaby,2014,6/13/14,June,Friday,24, , ,1631,6.2,35, , , , , , ,122101,Lullaby,2014,Lullaby,2014,0.992372337
ohboy12hboy,A Coffee in Berlin,2014,6/13/14,June,Friday,24,150275,149128.753,10251,7.4,63,8,MBox,12,3918,3888.114818,1,12310,A Coffee In Berlin,2014,Oh Boy,2012,0.992372337
rover14over,The Rover,2014,6/13/14,June,Friday,24,1114423,1105922.557,33344,6.4,64,7.2,A24,608,69302,68773.38772,5,122100,The Rover,2014,The Rover,2014,0.992372337
signal14gnal,The Signal [2014],2014,6/13/14,June,Friday,24,600896,596312.568,46532,6.1,54,6.5,Focus,204,155642,154454.8153,120,122100,The Signal,2014,The Signal,2014,0.992372337
codebla13lack,Code Black,2014,6/20/14,June,Friday,25,190229,188777.9974,327,7.2,77,6.7,Long Shot,10,6319,6270.8008,1,12201,Code Black,2014,Code Black,2013,0.992372337
coheren13ence,Coherence,2014,6/20/14,June,Friday,25,102617,101834.2721,50015,7.2,65,8.2,Osci.,7,17000,16870.32973,2,12210,Coherence,2014,Coherence,2013,0.992372337
commeun12chef,Le Chef,2014,6/20/14,June,Friday,25,342667,340053.2517,12258,6.6,43,6,Cohen,19,11290,11203.88369,1,23100,Le Chef,2014,Comme un chef,2012,0.992372337
conted'96'ete,A Summer's Tale,2014,6/20/14,June,Friday,25,198126,196614.7617,4095,7.7,91,7.1,BWP,9,12863,12764.88538,2,2211,A Summer's Tale,2014,Conte d'été,1996,0.992372337
domover12dman,The Last Sentence,2014,6/20/14,June,Friday,25,62506,62029.22532,468,6.1,60, ,MBox,6,9020,8951.198483,2,122100,The Last Sentence,2014,Dom över död man,2012,0.992372337
