key,title,releaseyear,opening_date,releasemonth,releaseweekday,releaseweeknumber,totalgross,adjustedgross,nVotes,imdbrating,metascore,mpaa,budget,country,language,Western,History,Documentary,Musical,War,Biography,RealityTV,Drama,Animation,Music,Mystery,Crime,Thriller,News,SciFi,Action,Sport,Comedy,Romance,Adventure,Family,TalkShow,Horror,studio,totaltheaters,openinggross,adjustedopeninggross,openingtheaters,vote_distribution,metatitle,metayear,imdbtitle,imdbyear,cpimultiplier,sourcedataset,adjustedgrossbinned,nvotes_binned,dumpmonth
iraqinf06ents,Iraq in Fragments,2006,11/8/2006,November,Wednesday,45,204462,244980.990491315,1284,7.3,84, ,-1,USA,Kurdish,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arab,12,24435,29277.374292804,7,0000012212,Iraq in Fragments,2006,Iraq in Fragments,2006,1.19817369727047,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Not a dump month
cautiva03tiva,Cautiva,2006,11/10/2006,November,Friday,45,16259,19481.1061439206,606,7.4,59, ,-1,Argentina,Spanish,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,L/Z,2,2220,2659.94560794045,1,0000002211,Captive,2006,Cautiva,2003,1.19817369727047,Metacritic,"Less than $100,000","101-1,000 votes",Not a dump month
coffeed06date,Coffee Date,2006,11/10/2006,November,Friday,45,4412,5286.34235235732,1270,6.1,47, ,200000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Slow,1,4412,5286.34235235732,1,1000011101,Coffee Date,2006,Coffee Date,2006,1.19817369727047,Metacritic,"Less than $100,000","1,001-10,000 votes",Not a dump month
comeear06ning,Come Early Morning,2006,11/10/2006,November,Friday,45,119452,143124.244486352,2390,6.2,64,R,6000000,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,IDP,22,50160,60100.3926550868,22,0000122101,Come Early Morning,2006,Come Early Morning,2006,1.19817369727047,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Not a dump month
copying06oven,Copying Beethoven,2006,11/10/2006,November,Friday,45,384029,460133.446789082,11485,6.8,59,PG-13,11000000,USA,English,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,MGM,29,70460,84423.3187096774,26,0000013100,Copying Beethoven,2006,Copying Beethoven,2006,1.19817369727047,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Not a dump month
diehohl05ndes,The Cave of the Yellow Dog,2006,11/10/2006,November,Friday,45,141803,169904.624794045,2481,7.7,73, ,666629,Germany,Mongolian,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Tar.,11,5229,6265.25026302729,1,0000002311,The Cave of the Yellow Dog,2006,Die Höhle des gelben Hundes,2005,1.19817369727047,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Not a dump month
fuck05fuck,F**k,2006,11/10/2006,November,Friday,45,22359,26789.9656972705,4059,7.1,58, ,-1,USA,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Think,5,5299,6349.12242183623,2,0000012101,Fuck,2006,Fuck,2005,1.19817369727047,Metacritic,"Less than $100,000","1,001-10,000 votes",Not a dump month
fur:ani06rbus,Fur: An Imaginary Portrait of Diane Arbus,2006,11/10/2006,November,Friday,45,223202,267434.765578164,13645,6.5,50,R,16800000,USA,English,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,PicH,39,28815,34525.3750868486,4,0000112101,Fur: An Imaginary Portrait of Diane Arbus,2006,Fur: An Imaginary Portrait of Diane Arbus,2006,1.19817369727047,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Not a dump month
goodyea06year,A Good Year,2006,11/10/2006,November,Friday,45,7459300,8937537.06004963,74439,6.9,47,PG-13,35000000,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Fox,2067,3721526,4459034.56690819,2066,0000013200,A Good Year,2006,A Good Year,2006,1.19817369727047,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Not a dump month
harshti05imes,Harsh Times,2006,11/10/2006,November,Friday,45,3337931,3999421.12750372,56271,6.9,56,R,2000000,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,MGM,956,1968505,2358610.91394541,956,0000013200,Harsh Times,2006,Harsh Times,2005,1.19817369727047,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Not a dump month
returni06urni,The Return,2006,11/10/2006,November,Friday,45,7749851,9285667.62596526,10289,4.8,38,PG-13,15000000,USA,English,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,Rog.,1986,4479621,5367364.05594045,1986,0011110000,The Return,2006,The Return,2006,1.19817369727047,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Not a dump month
strange06tion,Stranger Than Fiction,2006,11/10/2006,November,Friday,45,40660952,48718883.1923772,192927,7.6,67,PG-13,38000000,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Sony,2270,13411093,16068818.8842481,2264,0000002311,Stranger Than Fiction,2006,Stranger Than Fiction,2006,1.19817369727047,Metacritic,$10-100 million,"More than 100,000 votes",Not a dump month
elaura05aura,The Aura,2006,11/15/2006,November,Wednesday,46,58804,70457.4060942928,11074,7.3,78, ,-1,Argentina,Spanish,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,IFC,4,4601,5512.79718114144,1,0000012210,The Aura,2006,El aura,2005,1.19817369727047,Metacritic,"Less than $100,000","10,001-100,000 votes",Not a dump month
flannel06amas,Flannel Pajamas,2006,11/15/2006,November,Wednesday,46,123301,147736.015047146,823,5.9,49,R,-1,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Giga.,4,11069,13262.5846550868,1,0000111101,Flannel Pajamas,2006,Flannel Pajamas,2006,1.19817369727047,Metacritic,"$100,000 to $10 million","101-1,000 votes",Not a dump month
whothe#06ock?,Who the #$&% Is Jackson Pollock,2006,11/15/2006,November,Wednesday,46,13710,16426.9613895782,1059,7.1,70,PG-13,-1,USA,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PicH,2,5526,6621.10785111662,2,0000013210,Who the #$&% Is Jackson Pollock?,2006,Who the #$&% Is Jackson Pollock?,2006,1.19817369727047,Metacritic,"Less than $100,000","1,001-10,000 votes",Not a dump month
bobby06obby,Bobby,2006,11/17/2006,November,Friday,46,11242801,13470828.4418462,38797,7,54,R,14000000,USA,English,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MGM/W,1670,69039,82720.7138858561,2,0000012201,Bobby,2006,Bobby,2006,1.19817369727047,Metacritic,$10-100 million,"10,001-100,000 votes",Not a dump month
candy06andy,Candy,2006,11/17/2006,November,Friday,46,45128,54071.1826104218,37354,7.3,57,R,-1,Australia,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Think,12,3646,4368.54130024814,1,0000012211,Candy,2006,Candy,2006,1.19817369727047,Metacritic,"Less than $100,000","10,001-100,000 votes",Not a dump month
casinor06yale,Casino Royale,2006,11/17/2006,November,Friday,46,167445960,200629344.986203,493811,8,80,PG-13,150000000,UK,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,Sony,3443,40833156,48925213.4957419,3434,0000001321,Casino Royale,2006,Casino Royale,2006,1.19817369727047,Metacritic,More than $100 million,"More than 100,000 votes",Not a dump month
fastfoo06tion,Fast Food Nation,2006,11/17/2006,November,Friday,46,1005539,1204810.38137965,21411,6.3,64,R,-1,UK,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,FoxS,321,410804,492214.547533499,321,0000122100,Fast Food Nation,2006,Fast Food Nation,2006,1.19817369727047,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Not a dump month
foryour06tion,For Your Consideration,2006,11/17/2006,November,Friday,46,5549923,6649771.76047643,12484,6.3,68,PG-13,12000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,WIP,625,372012,445734.993468983,23,0000122100,For Your Consideration,2006,For Your Consideration,2006,1.19817369727047,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Not a dump month
happyfe06feet,Happy Feet,2006,11/17/2006,November,Friday,46,198000317,237238771.880615,140668,6.5,77,PG,100000000,USA,English,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,WB,3804,41533432,49764265.7797717,3804,0000122100,Happy Feet,2006,Happy Feet,2006,1.19817369727047,Metacritic,More than $100 million,"More than 100,000 votes",Not a dump month
let'sgo06ison,Let's Go to Prison,2006,11/17/2006,November,Friday,46,4630045,5547598.13617866,20555,6,27,R,-1,USA,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Uni.,1495,2220050,2660005.51662531,1495,0000122100,Let's Go to Prison,2006,Let's Go to Prison,2006,1.19817369727047,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Not a dump month
pianotu05akes,The Piano Tuner of Earthquakes,2006,11/17/2006,November,Friday,46,29121,34892.0162382134,1250,6.4,66, ,-1,Germany,Portuguese,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,Zeit.,3,944,1131.07597022332,1,0000011101,The PianoTuner of EarthQuakes,2006,The PianoTuner of EarthQuakes,2005,1.19817369727047,Metacritic,"Less than $100,000","1,001-10,000 votes",Not a dump month
history06boys,The History Boys,2006,11/21/2006,November,Tuesday,47,2706659,3243047.6212804,18233,6.9,74,R,2631707,UK,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,FoxS,165,100803,120779.503205955,7,0000012211,The History Boys,2006,The History Boys,2006,1.19817369727047,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Not a dump month
backsta05tage,Backstage (2006),2006,11/22/2006,November,Wednesday,47,12663,15172.473528536,540,5.9,57, ,-1,France,French,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Strand,2,1010,1210.15543424318,1,0000121100,Backstage,2006,Backstage,2005,1.19817369727047,Metacritic,"Less than $100,000","101-1,000 votes",Not a dump month
deckthe06alls,Deck the Halls,2006,11/22/2006,November,Wednesday,47,35093569,42048191.3191464,17148,4.9,28,PG,-1,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Fox,3205,12001256,14379589.2734094,3205,0001211000,Deck the Halls,2006,Deck the Halls,2006,1.19817369727047,Metacritic,$10-100 million,"10,001-100,000 votes",Not a dump month
dejavu06javu,Deja Vu,2006,11/22/2006,November,Wednesday,47,64038616,76729385.300804,253174,7,59,PG-13,75000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,BV,3108,20574802,24652186.5829479,3108,0000013200,Deja Vu,2006,Deja Vu,2006,1.19817369727047,Metacritic,$10-100 million,"More than 100,000 votes",Not a dump month
fountai06tain,The Fountain,2006,11/22/2006,November,Wednesday,47,10144010,12154285.9668486,198748,7.3,51,PG-13,35000000,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,WB,1472,3768702,4515559.60925062,1472,0000011211,The Fountain,2006,The Fountain,2006,1.19817369727047,Metacritic,$10-100 million,"More than 100,000 votes",Not a dump month
opaldre06ream,Opal Dream,2006,11/22/2006,November,Wednesday,47,14443,17305.2227096774,831,6.7,56,PG,8677859,Australia,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Strand,4,2716,3254.2397617866,4,0000012101,Opal Dream,2006,Opal Dream,2006,1.19817369727047,Metacritic,"Less than $100,000","101-1,000 votes",Not a dump month
tenacio06tiny,Tenacious D in: The Pick of Destiny,2006,11/22/2006,November,Wednesday,47,8334575,9986268.54292804,89281,6.8,55,R,-1,USA,English,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,NL,1919,3234879,3875946.93165261,1919,0000012101,Tenacious D in The Pick of Destiny,2006,Tenacious D in The Pick of Destiny,2006,1.19817369727047,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Not a dump month
abducti06tory,Abduction: The Megumi Yokota Story,2006,11/24/2006,November,Friday,47,26859,32181.7473349876,173,7.9,72, ,-1,UK,Japanese,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Sage.,1,5034,6031.60639205955,1,00.0001212,Abduction: The Megumi Yokota Story,2007,Abduction: The Megumi Yokota Story,2006,1.19817369727047,Metacritic,"Less than $100,000","101-1,000 votes",Not a dump month
eatingo06onds,Eating Out 2: Sloppy Seconds,2006,11/24/2006,November,Friday,47,37072,44418.6953052109,3158,6.4,39, ,-1,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Ariz.,5,4394,5264.77522580645,1,0000112101,Eating Out 2: Sloppy Seconds,2006,Eating Out 2: Sloppy Seconds,2006,1.19817369727047,Metacritic,"Less than $100,000","1,001-10,000 votes",Not a dump month
10items06less,10 Items or Less,2006,12/1/2006,December,Friday,48,83291,99648.7250346878,13106,6.7,54,R,-1,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Think,15,35929,42985.184975223,15,0000012100,10 Items or Less,2006,10 Items or Less,2006,1.19639246778989,Metacritic,"Less than $100,000","10,001-100,000 votes",Not a dump month
3needle05dles,3 Needles,2006,12/1/2006,December,Friday,48, , ,1209,6.7,48, ,2310592,Canada,Afrikaans,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wlfe.,7, , ,7,0000012201,3 Needles,2006,3 Needles,2005,1.19639246778989,Metacritic, ,"1,001-10,000 votes",Not a dump month
archite06tect,The Architect,2006,12/1/2006,December,Friday,48,13737,16434.8433300297,994,5.6,47,R,-1,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Magn.,8,2032,2431.06949454906,1,0000111001,The Architect,2006,The Architect,2006,1.19639246778989,Metacritic,"Less than $100,000","101-1,000 votes",Not a dump month
nativit06tory,The Nativity Story,2006,12/1/2006,December,Friday,48,37629831,45020046.3726065,8532,6.8,52,PG,30000000,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NL,3083,7849304,9390848.18299306,3083,0000011112,The Nativity Story,2006,The Nativity Story,2006,1.19639246778989,Metacritic,$10-100 million,"1,001-10,000 votes",Not a dump month
turista06stas,Turistas,2006,12/1/2006,December,Friday,48,7027762,8407961.52222002,32027,5.3,36,R,10000000,USA,English,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,FoxA,1572,3582554,4286140.62105055,1570,0001221000,Turistas,2006,Turistas,2006,1.19639246778989,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Not a dump month
twoweek06eeks,Two Weeks,2006,12/1/2006,December,Friday,48,47986,57410.0889593657,1612,6.6,44,R,2400000,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,MGM,12, , ,1,0000012101,Two Weeks,2006,Two Weeks,2006,1.19639246778989,Metacritic,"Less than $100,000","1,001-10,000 votes",Not a dump month
vanwild06ftaj,National Lampoon's Van Wilder: The Rise of Taj,2006,12/1/2006,December,Friday,48,4300645,5145259.28463826,19862,4.8,21,R,-1,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,MGM,1979,2313372,2767700.83599604,1979,1001110000,Van Wilder 2: The Rise of Taj,2006,Van Wilder 2: The Rise of Taj,2006,1.19639246778989,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Not a dump month
derecho06ilia,Family Law,2006,12/6/2006,December,Wednesday,49,38605,46186.7312190287,1344,6.9,66, ,-1,Argentina,Spanish,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,IFC,6,5384,6441.37704658077,2,0000012200,Family Law,2006,Derecho de familia,2006,1.19639246778989,Metacritic,"Less than $100,000","1,001-10,000 votes",Not a dump month
indigen06enes,Days of Glory,2006,12/6/2006,December,Wednesday,49,320700,383683.064420218,12470,7.1,82,R,16110216,Algeria,French,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wein.,29,10996,13155.5315758176,2,0000013200,Days of Glory,2006,Indigènes,2006,1.19639246778989,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Not a dump month
inlande06pire,Inland Empire,2006,12/6/2006,December,Wednesday,49,861355,1030518.63409316,44038,7,72,R,-1,France,English,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,518,15,27508,32910.3640039643,2,0000011111,Inland Empire,2006,Inland Empire,2006,1.19639246778989,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Not a dump month
apocaly06ypto,Apocalypto,2006,12/8/2006,December,Friday,49,50866635,60856458.9758176,247350,7.8,68,R,40000000,USA,Maya,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,BV,2465,15005604,17952591.6002379,2465,0000001311,Apocalypto,2006,Apocalypto,2006,1.19639246778989,Metacritic,$10-100 million,"More than 100,000 votes",Not a dump month
blooddi06mond,Blood Diamond,2006,12/8/2006,December,Friday,49,57377916,68646506.5198811,420869,8,64,R,100000000,Germany,English,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,WB,1920,8648324,10346789.6926065,1910,0000001321,Blood Diamond,2006,Blood Diamond,2006,1.19639246778989,Metacritic,$10-100 million,"More than 100,000 votes",Not a dump month
holiday06iday,The Holiday,2006,12/8/2006,December,Friday,49,63224849,75641733.1207532,193769,6.9,52,PG-13,85000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Sony,2698,12778913,15288595.2597423,2610,0000012101,The Holiday,2006,The Holiday,2006,1.19639246778989,Metacritic,$10-100 million,"More than 100,000 votes",Not a dump month
offtheb06lack,Off the Black,2006,12/8/2006,December,Friday,49,24425,29221.8860257681,1196,6.7,62,R,-1,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Think,4,6763,8091.20225966303,2,0000012101,Off the Black,2006,Off the Black,2006,1.19639246778989,Metacritic,"Less than $100,000","1,001-10,000 votes",Not a dump month
screame06mers,Screamers (2006),2006,12/8/2006,December,Friday,49,52034,62253.0856689792,1278,6,55,R,1315853,UK,Armenian,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Maya,4,23609,28245.6297720515,4,2000000005,Screamers,2006,Screamers,2006,1.19639246778989,Metacritic,"Less than $100,000","1,001-10,000 votes",Not a dump month
unaccom06nors,Unaccompanied Minors,2006,12/8/2006,December,Friday,49,16655224,19926184.5429534,8849,5.1,43,PG,26000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,WB,2775,5815474,6957589.29022795,2775,1000111001,Unaccompanied Minors,2006,Unaccompanied Minors,2006,1.19639246778989,Metacritic,$10-100 million,"1,001-10,000 votes",Not a dump month
breakin06ring,Breaking and Entering,2006,12/15/2006,December,Friday,50,930469,1113206.10311199,20363,6.5,56,R,-1,UK,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Wein.,95, , ,1,0000123100,Breaking and Entering,2006,Breaking and Entering,2006,1.19639246778989,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Not a dump month
charlot06sweb,Charlotte's Web (2006),2006,12/15/2006,December,Friday,50,82985708,99283475.9854113,29591,6.3,68, ,-1,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Par.,3745,11457353,13707490.8300099,3566,0000122100,Charlotte's Web,2006,Charlotte's Web,2006,1.19639246778989,Metacritic,$10-100 million,"10,001-100,000 votes",Not a dump month
dreamgi06irls,Dreamgirls,2006,12/15/2006,December,Friday,50,103365956,123666251.184301,58841,6.5,76,PG-13,70000000,USA,English,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,P/DW,2797,378950,453372.925668979,3,0000012101,Dreamgirls,2006,Dreamgirls,2006,1.19639246778989,Metacritic,More than $100 million,"10,001-100,000 votes",Not a dump month
eragon06agon,Eragon,2006,12/15/2006,December,Friday,50,75030163,89765521.8702478,110905,5.1,38,PG,100000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,Fox,3030,23239907,27804049.6869376,3020,0001111000,Eragon,2006,Eragon,2006,1.19639246778989,Metacritic,$10-100 million,"More than 100,000 votes",Not a dump month
goodger06rman,The Good German,2006,12/15/2006,December,Friday,50,1308696,1565714.03702676,21998,6.1,49,R,32000000,USA,English,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,WB,66,76817,91903.2801982161,5,0000122100,The Good German,2006,The Good German,2006,1.19639246778989,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Not a dump month
homeoft06rave,Home of the Brave,2006,12/15/2006,December,Friday,50,51708,61863.0617244797,9519,5.6,42,R,12000000,USA,English,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,MGM,44,6000,7178.35480673935,3,0000121000,Home of the Brave,2006,Home of the Brave,2006,1.19639246778989,Metacritic,"Less than $100,000","1,001-10,000 votes",Not a dump month
pursuit06ness,The Pursuit of Happyness,2006,12/15/2006,December,Friday,50,163566459,195689679.530664,360037,8,64,PG-13,55000000,USA,English,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Sony,3169,26541709,31754300.7298712,2852,0000001321,The Pursuit of Happyness,2006,The Pursuit of Happyness,2006,1.19639246778989,Metacritic,More than $100 million,"More than 100,000 votes",Not a dump month
secretl05ords,The Secret Life of Words,2006,12/15/2006,December,Friday,50,20678,24739.0034489594,10473,7.5,68, ,5000000,Spain,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Strand,3,5309,6351.64761149653,1,0000002211,The Secret Life of Words,2006,The Secret Life of Words,2005,1.19639246778989,Metacritic,"Less than $100,000","10,001-100,000 votes",Not a dump month
letters06jima,Letters from Iwo Jima,2006,12/20/2006,December,Wednesday,51,13756082,16457672.8911001,136729,7.9,89,R,19000000,USA,Japanese,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WB,781,89097,106594.979702676,5,0000001321,Letters from Iwo Jima,2006,Letters from Iwo Jima,2006,1.19639246778989,Metacritic,$10-100 million,"More than 100,000 votes",Not a dump month
matthew06aint,No Restraint,2006,12/20/2006,December,Wednesday,51,16136,19304.9888602577,107,6,59, ,-1,USA,Japanese,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IFC,6,1241,1484.72305252725,1,0000121000,Matthew Barney: No Restraint,2006,Matthew Barney: No Restraint,2006,1.19639246778989,Metacritic,"Less than $100,000","101-1,000 votes",Not a dump month
painted06veil,The Painted Veil,2006,12/20/2006,December,Wednesday,51,8060487,9643505.93351834,80427,7.5,69,PG-13,19400000,China,Mandarin,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,WIP,287,51086,61118.9056095144,4,0000012311,The Painted Veil,2006,The Painted Veil,2006,1.19639246778989,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Not a dump month
rockyba06lboa,Rocky Balboa,2006,12/20/2006,December,Wednesday,51,70270943,84071626.9096928,170864,7.2,63,PG,24000000,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,MGM,3019,12158168,14545940.6173241,3017,0000012201,Rocky Balboa,2006,Rocky Balboa,2006,1.19639246778989,Metacritic,$10-100 million,"More than 100,000 votes",Not a dump month
manchen06nija,Curse of the Golden Flower,2006,12/21/2006,December,Thursday,51,6566773,7856437.75488603,37624,7,70,R,45000000,China,Mandarin,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,SPC,1234,478771,572798.018196234,60,0000012200,Curse of the Golden Flower,2006,Man cheng jin dai huang jin jia,2006,1.19639246778989,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Not a dump month
venusi06nusi,Venus,2006,12/21/2006,December,Thursday,51,3347411,4004817.30699703,11361,7.1,82,R,3947560,UK,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Mira.,168,35604,42596.3574231913,3,0000013210,Venus,2006,Venus,2006,1.19639246778989,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Not a dump month
goodshe06herd,The Good Shepherd,2006,12/22/2006,December,Friday,51,59952835,71727120.2166501,89173,6.7,61,R,90000000,USA,English,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Uni.,2250,9912110,11858773.7439049,2215,0000022100,The Good Shepherd,2006,The Good Shepherd,2006,1.19639246778989,Metacritic,$10-100 million,"10,001-100,000 votes",Not a dump month
nightat06seum,Night at the Museum,2006,12/22/2006,December,Friday,51,250863268,300130924.280357,250463,6.4,48,PG,110000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Fox,3768,30433781,36410746.3547671,3685,0000122100,Night at the Museum,2006,Night at the Museum,2006,1.19639246778989,Metacritic,More than $100 million,"More than 100,000 votes",Not a dump month
wearema06hall,We Are Marshall,2006,12/22/2006,December,Friday,51,43545364,52097345.4967691,49121,7.1,53,PG,65000000,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,WB,2606,6114264,7315059.39567889,2606,0000013200,We Are Marshall,2006,We Are Marshall,2006,1.19639246778989,Metacritic,$10-100 million,"10,001-100,000 votes",Not a dump month
blackch06tmas,Black Christmas (2006),2006,12/25/2006,December,Monday,52,16273581,19469589.7323687,20730,4.6,22,R,9000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,MGM/W,1544,3723364,4454604.64444004,1544,1011110000,Black Christmas,2006,Black Christmas,2006,1.19639246778989,Metacritic,$10-100 million,"10,001-100,000 votes",Not a dump month
childre06fmen,Children of Men,2006,12/25/2006,December,Monday,52,35552383,42534603.2331814,381641,7.9,84,R,76000000,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Uni.,1524,501003,599396.215540139,16,0000001221,Children of Men,2006,Children of Men,2006,1.19639246778989,Metacritic,$10-100 million,"More than 100,000 votes",Not a dump month
