key,title,releaseyear,opening_date,releasemonth,releaseweekday,releaseweeknumber,totalgross,adjustedgross,nVotes,imdbrating,metascore,mpaa,budget,country,language,Western,History,Documentary,Musical,War,Biography,RealityTV,Drama,Animation,Music,Mystery,Crime,Thriller,News,SciFi,Action,Sport,Comedy,Romance,Adventure,Family,TalkShow,Horror,studio,totaltheaters,openinggross,adjustedopeninggross,openingtheaters,vote_distribution,metatitle,metayear,imdbtitle,imdbyear,cpimultiplier,sourcedataset,adjustedgrossbinned,nvotes_binned,dumpmonth
shadowo00pire,Shadow of the Vampire,2000,12/29/2000,December,Friday,52,8293784,11507958.957977,35104,6.9,71,R,8000000,UK,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Lions,513,150171,208368.303862069,6,0000013200,Shadow of the Vampire,2000,Shadow of the Vampire,2000,1.38754022988506,Metacritic,$10-100 million,"10,001-100,000 votes",Not a dump month
antitru01rust,Antitrust,2001,1/12/2001,January,Friday,2,11328094,15619442.5505882,26115,6.1,31,PG-13,30000000,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,MGM,2433,5486209,7564514.05647059,2433,0000122100,Antitrust,2001,Antitrust,2001,1.37882352941176,Metacritic,$10-100 million,"10,001-100,000 votes",Dump month
doublet01take,Double Take,2001,1/12/2001,January,Friday,2,29831583,41132488.56,5580,5.4,25,PG-13,24000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,BV,1631,11736236,16182198.3435294,1631,0001121000,Double Take,2001,Double Take,2001,1.37882352941176,Metacritic,$10-100 million,"1,001-10,000 votes",Dump month
savethe01ance,Save the Last Dance,2001,1/12/2001,January,Friday,2,91057006,125551542.390588,49817,6.2,53,PG-13,13000000,USA,English,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Par.,2570,23444930,32326421.1294118,2230,0000122100,Save the Last Dance,2001,Save the Last Dance,2001,1.37882352941176,Metacritic,More than $100 million,"10,001-100,000 votes",Dump month
"bread,m01weet","The Bread, My Sweet",2001,1/18/2001,January,Thursday,3,1023156,1410751.56705882,800,6.7,54,PG-13,600000,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Pan.,8,3376,4654.90823529412,2,0000011212,"The Bread, My Sweet",2002,"The Bread, My Sweet",2001,1.37882352941176,Metacritic,"$100,000 to $10 million","101-1,000 votes",Dump month
amatigi00irls,The Amati Girls,2001,1/19/2001,January,Friday,3,49136,67749.8729411765,314,4.4,29,PG,6000000,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Prov.,97,33902,46744.8752941177,97,0110010001,The Amati Girls,2001,The Amati Girls,2000,1.37882352941176,Metacritic,"Less than $100,000","101-1,000 votes",Dump month
pledgei01dgei,The Pledge,2001,1/19/2001,January,Friday,3,19733089,27208447.4211765,44339,6.8,71,R,35000000,USA,English,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,WB,1410,5765347,7949396.09882353,1275,0000013200,The Pledge,2001,The Pledge,2001,1.37882352941176,Metacritic,$10-100 million,"10,001-100,000 votes",Dump month
scottsb00gedy,Scottsboro: An American Tragedy,2001,1/19/2001,January,Friday,3,6123,8442.53647058824,233,7.7,74, ,-1,USA,English,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,SMP,1,2991,4124.06117647059,1,0000012211,Scottsboro: An American Tragedy,2001,Scottsboro: An American Tragedy,2000,1.37882352941176,Metacritic,"Less than $100,000","101-1,000 votes",Dump month
lesrivi00pres,Les Rivieres Pourpres (The Crimson Rivers),2001,1/26/2001,January,Friday,4,594966,820353.12,50393,6.9,49,R,16047297,France,French,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,TriS,47,111026,153085.261176471,47,0000013200,The Crimson Rivers,2001,Les rivières pourpres,2000,1.37882352941176,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Dump month
sugar&s01pice,Sugar & Spice,2001,1/26/2001,January,Friday,4,13305101,18345386.32,11861,5.6,48,PG-13,11000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,NL,2150,5891176,8122892.08470588,2150,0001121000,Sugar & Spice,2001,Sugar & Spice,2001,1.37882352941176,Metacritic,$10-100 million,"10,001-100,000 votes",Dump month
trolosa00losa,Faithless,2001,1/26/2001,January,Friday,4,739055,1019026.42352941,2884,7.5,79,R,-1,Sweden,Swedish,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,IDP,24,29462,40622.8988235294,2,0000001211,Trolösa,2001,Trolösa,2000,1.37882352941176,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
twonina99inas,Two Ninas,2001,1/26/2001,January,Friday,4,14725,20303.1764705882,907,6.4,41,R,-1,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Castle,6,10976,15133.9670588235,6,0000122101,Two Ninas,2001,Two Ninas,1999,1.37882352941176,Metacritic,"Less than $100,000","101-1,000 votes",Dump month
wedding01nner,The Wedding Planner,2001,1/26/2001,January,Friday,4,60400856,83282121.4494118,64295,5.2,33,PG-13,35000000,Germany,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Sony,2785,13510293,18628309.8776471,2785,0001221000,The Wedding Planner,2001,The Wedding Planner,2001,1.37882352941176,Metacritic,$10-100 million,"10,001-100,000 votes",Dump month
faayeun00inwa,In the Mood for Love,2001,2/2/2001,February,Friday,5,2738980,3761532.53333333,82317,8.1,85,PG,-1,Hong Kong,Cantonese,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,USA,74,113280,155571.2,6,0000001222,In the Mood for Love,2001,Faa yeung nin wa,2000,1.37333333333333,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Dump month
headove01eels,Head Over Heels,2001,2/2/2001,February,Friday,5,10424470,14316272.1333333,12098,5.4,27,PG-13,14000000,USA,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,Uni.,2363,4804595,6598310.46666667,2338,0001111000,Head Over Heels,2001,Head Over Heels,2001,1.37333333333333,Metacritic,$10-100 million,"10,001-100,000 votes",Dump month
invisib01rcus,The Invisible Circus,2001,2/2/2001,February,Friday,5,77578,106540.453333333,2752,5.6,40,R,-1,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,FL,105,55388,76066.1866666666,105,0001121000,The Invisible Circus,2001,The Invisible Circus,2001,1.37333333333333,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
krampac00pack,Nico and Dani,2001,2/2/2001,February,Friday,5,370562,508905.146666667,5499,6.9,59,R,-1,Spain,Catalan,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Avat.,8,16942,23267.0133333333,3,0000012211,Nico and Dani,2001,Krámpack,2000,1.37333333333333,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
million00otel,The Million Dollar Hotel,2001,2/2/2001,February,Friday,5,59989,82384.8933333333,18892,5.9,25,R,8000000,Germany,English,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Lions,10,29483,40489.9866666667,10,0000111100,The Million Dollar Hotel,2001,The Million Dollar Hotel,2000,1.37333333333333,Metacritic,"Less than $100,000","10,001-100,000 votes",Dump month
valenti01tine,Valentine,2001,2/2/2001,February,Friday,5,20384136,27994213.44,21112,4.7,18,R,10000000,USA,English,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,WB,2310,10024648,13767183.2533333,2310,0011110000,Valentine,2001,Valentine,2001,1.37333333333333,Metacritic,$10-100 million,"10,001-100,000 votes",Dump month
hanniba01ibal,Hannibal,2001,2/9/2001,February,Friday,6,165092268,226726714.72,216889,6.8,57,R,87000000,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,MGM,3292,58003121,79657619.5066666,3230,0000023100,Hannibal,2001,Hannibal,2001,1.37333333333333,Metacritic,More than $100 million,"More than 100,000 votes",Dump month
savings01rman,Saving Silverman,2001,2/9/2001,February,Friday,6,19402030,26645454.5333333,34210,5.9,22,PG-13,22000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,Sony,2467,7411852,10178943.4133333,2467,0000121100,Saving Silverman,2001,Saving Silverman,2001,1.37333333333333,Metacritic,$10-100 million,"10,001-100,000 votes",Dump month
signs&w00ders,Signs and Wonders,2001,2/9/2001,February,Friday,6,33842,46476.3466666667,506,6.1,60, ,-1,France,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Strand,2,2793,3835.72,1,0000121100,Signs & Wonders,2001,Signs & Wonders,2000,1.37333333333333,Metacritic,"Less than $100,000","101-1,000 votes",Dump month
downtoe01arth,Down to Earth,2001,2/16/2001,February,Friday,7,64186502,88149462.7466667,19511,5.4,32,PG-13,49000000,Germany,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Par.,2521,17268883,23715932.6533333,2521,0001221000,Down to Earth,2001,Down to Earth,2001,1.37333333333333,Metacritic,$10-100 million,"10,001-100,000 votes",Dump month
recess:01sout,Recess: School's Out,2001,2/16/2001,February,Friday,7,36706141,50409766.9733333,7266,6.6,43, ,23000000,USA,English,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,BV,2630,10065873,13823798.92,2624,0000122101,Recess: School's Out,2001,Recess: School's Out,2001,1.37333333333333,Metacritic,$10-100 million,"1,001-10,000 votes",Dump month
sweetno01mber,Sweet November,2001,2/16/2001,February,Friday,7,25288103,34728994.7866667,73231,6.7,27,PG-13,40000000,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,WB,2268,9733954,13367963.4933333,2268,0000012101,Sweet November,2001,Sweet November,2001,1.37333333333333,Metacritic,$10-100 million,"10,001-100,000 votes",Dump month
3000mil01land,3000 Miles to Graceland,2001,2/23/2001,February,Friday,8,15749959,21629943.6933333,38973,5.9,21,R,62000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,WB,2545,7160521,9833782.17333333,2545,0000122100,3000 Miles to Graceland,2001,3000 Miles to Graceland,2001,1.37333333333333,Metacritic,$10-100 million,"10,001-100,000 votes",Dump month
lastres00sort,Last Resort,2001,2/23/2001,February,Friday,8,37283,51201.9866666667,1390,7.3,80, ,-1,UK,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,TSG,14,37283,51201.9866666667,14,0000013210,Last Resort,2001,Last Resort,2000,1.37333333333333,Metacritic,"Less than $100,000","1,001-10,000 votes",Dump month
monkeyb01bone,Monkeybone,2001,2/23/2001,February,Friday,8,5411999,7432478.62666667,14772,4.7,40,PG-13,75000000,USA,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Fox,1748,2685078,3687507.12,1722,0011111000,Monkeybone,2001,Monkeybone,2001,1.37333333333333,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Dump month
caveman01tine,The Caveman's Valentine,2001,3/2/2001,March,Friday,9,687194,941603.983019296,5724,6,44,R,13500000,USA,English,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Focus,59,112041,153520.333212259,16,0000122100,The Caveman's Valentine,2001,The Caveman's Valentine,2001,1.37021566401816,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
eutuele00eles,Me You Them,2001,3/2/2001,March,Friday,9,323923,443844.368535755,1573,7.1,66,PG-13,1900000,Brazil,Portuguese,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,SPC,22,41668,57094.1462883087,11,0000012211,Me You Them,2001,Eu Tu Eles,2000,1.37021566401816,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
laveuve00erre,The Widow of St. Pierre,2001,3/2/2001,March,Friday,9,3074234,4212363.58165721,4880,7.3,73,R,16891891,France,French,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Lions,83,31702,43438.5769807038,1,0000012310,The Widow of Saint-Pierre,2001,La veuve de Saint-Pierre,2000,1.37021566401816,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
mexican01ican,The Mexican,2001,3/2/2001,March,Friday,9,66845033,91592111.2784109,90408,6.1,43,R,57000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,DW,3162,20108829,27553432.4808627,2951,0000122100,The Mexican,2001,The Mexican,2001,1.37021566401816,Metacritic,$10-100 million,"10,001-100,000 votes",Dump month
seespot01trun,See Spot Run,2001,3/2/2001,March,Friday,9,33357476,45706936.1273099,7667,5.4,24,PG,35000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,WB,2656,9715102,13311784.9379342,2656,0001111001,See Spot Run,2001,See Spot Run,2001,1.37021566401816,Metacritic,$10-100 million,"1,001-10,000 votes",Dump month
series701ders,Series 7: The Contenders,2001,3/2/2001,March,Friday,9,195065,267281.118501703,5934,6.6,55,R,-1,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,USA,10,28844,39522.5006129398,2,0000012200,Series 7: The Contenders,2001,Series 7: The Contenders,2001,1.37021566401816,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
lesglan00euse,The Gleaners and I,2001,3/7/2001,March,Wednesday,10,155320,212821.896935301,3887,7.7,83, ,-1,France,French,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Zeit.,4,12655,17340.0792281498,2,0000002311,The Gleaners & I,2001,Les glaneurs et la glaneuse,2000,1.37021566401816,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
15minut01utes,15 Minutes,2001,3/9/2001,March,Friday,10,24403552,33438129.2080817,43689,6.1,34,R,60000000,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,NL,2337,10523154,14418990.4456754,2337,0000122100,15 Minutes,2001,15 Minutes,2001,1.37021566401816,Metacritic,$10-100 million,"10,001-100,000 votes",Dump month
blowdry01wdry,Blow Dry,2001,3/9/2001,March,Friday,10,637769,873881.073825199,7089,6.3,38,R,-1,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Mira.,157,240166,329079.215164586,157,0000122100,Blow Dry,2001,Blow Dry,2001,1.37021566401816,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
company00yman,Company Man,2001,3/9/2001,March,Friday,10,146193,200315.938569807,1797,5.4,18,PG-13,16000000,France,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ParC,104,74743,102414.029375709,104,0001111000,Company Man,2001,Company Man,2000,1.37021566401816,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
dayereh00ereh,The Circle,2001,3/9/2001,March,Friday,10,440554,603653.991645857,4784,7.5,85, ,10000,Iran,Persian,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Wins.,16,42300,57960.1225879682,13,0000012211,The Circle,2001,Dayereh,2000,1.37021566401816,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
getover01erit,Get Over It,2001,3/9/2001,March,Friday,10,11576464,15862252.3067423,16022,5.8,52,PG-13,22000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Mira.,1742,4134977,5665810.25575482,1742,0000121000,Get Over It,2001,Get Over It,2001,1.37021566401816,Metacritic,$10-100 million,"10,001-100,000 votes",Dump month
simonma99agus,Simon Magus,2001,3/9/2001,March,Friday,10,40861,55988.3822474461,477,7,47, ,-1,UK,English,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,IDP,2,5307,7271.73452894438,1,0000012111,Simon Magus,2001,Simon Magus,1999,1.37021566401816,Metacritic,"Less than $100,000","101-1,000 votes",Dump month
whenbre00rudy,When Brendan Met Trudy,2001,3/9/2001,March,Friday,10,133376,182753.884404086,1207,6.7,53, ,-1,UK,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,TSG,14,42055,57624.4197502838,14,0000012210,When Brendan Met Trudy,2001,When Brendan Met Trudy,2000,1.37021566401816,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
america01desi,American Desi,2001,3/16/2001,March,Friday,11,907835,1243929.73734393,1508,6.7,50, ,250000,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Eros,38,305054,417989.769171396,38,0000012101,American Desi,2001,American Desi,2001,1.37021566401816,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
debut00ebut,The Debut,2001,3/16/2001,March,Friday,11,1745778,2392092.3614983,588,6.6,60,R,-1,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Men.,5,42534,58280.7530533485,3,0000012102,The Debut,2001,The Debut,2000,1.37021566401816,Metacritic,"$100,000 to $10 million","101-1,000 votes",Dump month
dish00dish,The Dish,2001,3/16/2001,March,Friday,11,2552992,3498149.62851305,12925,7.2,74,PG-13,-1,Australia,English,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,WB,82,70612,96753.6684676504,6,0000012211,The Dish,2001,The Dish,2000,1.37021566401816,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Dump month
enemyat01ates,Enemy at the Gates,2001,3/16/2001,March,Friday,11,51401758,70431493.9696708,199899,7.6,53,R,68000000,USA,English,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Par.,1724,13810266,18923042.7974574,1509,0000002310,Enemy at the Gates,2001,Enemy at the Gates,2001,1.37021566401816,Metacritic,$10-100 million,"More than 100,000 votes",Dump month
exitwou01unds,Exit Wounds,2001,3/16/2001,March,Friday,11,51758599,70920443.0974347,28390,5.5,39,R,50000000,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,WB,2830,18485586,25329239.4957548,2830,0001221000,Exit Wounds,2001,Exit Wounds,2001,1.37021566401816,Metacritic,$10-100 million,"10,001-100,000 votes",Dump month
memento00ento,Memento,2001,3/16/2001,March,Friday,11,25544867,35001976.8986606,900487,8.5,80,R,9000000,USA,English,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,NM,531,235488,322669.346288309,11,0000001232,Memento,2001,Memento,2000,1.37021566401816,Metacritic,$10-100 million,"More than 100,000 votes",Dump month
brother01hers,The Brothers,2001,3/23/2001,March,Friday,12,27457409,37622571.9051532,3385,6.3,50,R,6000000,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,SGem,1378,10302846,14117120.9731669,1378,0000111101,The Brothers,2001,The Brothers,2001,1.37021566401816,Metacritic,$10-100 million,"1,001-10,000 votes",Dump month
heartbr01kers,Heartbreakers,2001,3/23/2001,March,Friday,12,40336607,55269850.7447446,45547,6.2,47,PG-13,35000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,MGM,2751,11801323,16170357.6307378,2750,0000122100,Heartbreakers,2001,Heartbreakers,2001,1.37021566401816,Metacritic,$10-100 million,"10,001-100,000 votes",Dump month
sayitis01'tso,Say It Isn't So,2001,3/23/2001,March,Friday,12,5520393,7564128.96013621,11618,4.9,21,R,25000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Fox,1974,2861903,3921424.31950057,1974,0001111000,Say It Isn't So,2001,Say It Isn't So,2001,1.37021566401816,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Dump month
amoresp00rros,Amores Perros,2001,3/30/2001,March,Friday,13,5408467,7410766.20172531,183298,8.1,83,R,2000000,Mexico,Spanish,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Lions,187,61047,83647.5556413167,2,0000001321,Amores Perros,2001,Amores perros,2000,1.37021566401816,Metacritic,"$100,000 to $10 million","More than 100,000 votes",Dump month
keepthe00tale,Keep the River on Your Right - A Modern Cannibal Tale,2001,3/30/2001,March,Friday,13,373366,511591.941611805,762,6.8,63,R,-1,USA,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,IFC,15,12623,17296.2323269012,2,0000012200,Keep the River on Your Right: A Modern Cannibal Tale,2001,Keep the River on Your Right: A Modern Cannibal Tale,2000,1.37021566401816,Metacritic,"$100,000 to $10 million","101-1,000 votes",Dump month
someone01eyou,Someone Like You,2001,3/30/2001,March,Friday,13,27343067,37465898.7056981,20566,6.1,32,PG-13,23000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Fox,2349,10010600,13716680.9262202,2345,0000122100,Someone Like You...,2001,Someone Like You...,2001,1.37021566401816,Metacritic,$10-100 million,"10,001-100,000 votes",Dump month
spykids01kids,Spy Kids,2001,3/30/2001,March,Friday,13,112719001,154449340.802679,88511,5.4,71,PG,35000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,Mira.,3191,26546881,36374952.1770261,3104,0001221000,Spy Kids,2001,Spy Kids,2001,1.37021566401816,Metacritic,More than $100 million,"10,001-100,000 votes",Dump month
tailoro01nama,The Tailor of Panama,2001,3/30/2001,March,Friday,13,13729742,18812707.551328,24653,6.1,66,R,18000000,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,Sony,441,1837068,2517179.34946652,199,0000122100,The Tailor of Panama,2001,The Tailor of Panama,2001,1.37021566401816,Metacritic,$10-100 million,"10,001-100,000 votes",Dump month
tomcats01cats,Tomcats,2001,3/30/2001,March,Friday,13,13558739,18578396.5621339,15757,5.3,15,R,11000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,SonR,2617,6406076,8777705.68009081,2617,0001111000,Tomcats,2001,Tomcats,2001,1.37021566401816,Metacritic,$10-100 million,"10,001-100,000 votes",Dump month
allacce01ive!,All Access: Front Row. Backstage. Live! (IMAX),2001,4/6/2001,April,Friday,14,992683,1354807.47346523,81,8.2,56, ,-1,USA,English,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Imax,35,69992,95524.6384624081,33,00.0002213,All Access: Front Row. Backstage. Live!,2001,All Access: Front Row. Backstage. Live!,2001,1.3647936687394,Metacritic,"$100,000 to $10 million",Less than 100 votes,Dump month
alongca01ider,Along Came a Spider,2001,4/6/2001,April,Friday,14,74078174,101101422.866976,61538,6.3,42,R,60000000,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Par.,2573,16712407,22808987.262996,2530,0000132100,Along Came a Spider,2001,Along Came a Spider,2001,1.3647936687394,Metacritic,More than $100 million,"10,001-100,000 votes",Dump month
beautif00ures,Beautiful Creatures,2001,4/6/2001,April,Friday,14,55835,76203.2544940644,3108,5.9,40,R,-1,UK,English,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,Focus,12,9134,12466.0253702657,7,0000122000,Beautiful Creatures,2001,Beautiful Creatures,2000,1.3647936687394,Metacritic,"Less than $100,000","1,001-10,000 votes",Dump month
blow01blow,Blow,2001,4/6/2001,April,Friday,14,52990775,72321474.2215941,206716,7.6,52,R,53000000,USA,English,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NL,2249,12443461,16982756.7900057,2249,0000002311,Blow,2001,Blow,2001,1.3647936687394,Metacritic,$10-100 million,"More than 100,000 votes",Dump month
brigham01city,Brigham City,2001,4/6/2001,April,Friday,14,852206,1163085.35326173,1000,7.2,62,PG-13,1000000,USA,English,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Excel,55,103629,141432.203097795,51,0000002211,Brigham City,2001,Brigham City,2001,1.3647936687394,Metacritic,"$100,000 to $10 million","101-1,000 votes",Dump month
gekijo-00teio,Pokemon 3: The Movie,2001,4/6/2001,April,Friday,14,17052128,23272636.3329339,9754,5.6,22, ,16000000,Japan,Japanese,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,WB,2675,8240752,11246926.1552516,2675,0000111001,Pokémon 3: The Movie,2001,Gekijô-ban poketto monsutâ: Kesshô-tô no teiô,2000,1.3647936687394,Metacritic,$10-100 million,"1,001-10,000 votes",Dump month
justvis01ting,Just Visiting,2001,4/6/2001,April,Friday,14,4781539,6525814.15403053,15765,5.8,38,PG-13,35000000,France,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,BV,1590,2272489,3101478.59947993,1590,0000121000,Just Visiting,2001,Just Visiting,2001,1.3647936687394,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Dump month
roozike00odam,The Day I Became a Woman,2001,4/6/2001,April,Friday,14,149971,204679.471294517,1254,7.3,84, ,180000,Iran,Persian,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,TSG,14,48255,65858.1184850198,14,0000012211,The Day I Became a Woman,2001,Roozi ke zan shodam,2000,1.3647936687394,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
chooper00oppe,Chopper,2001,4/11/2001,April,Wednesday,15,236185,322343.792651215,32405,7.2,65, ,3806078,Australia,English,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,First,14,15044,20531.9559525155,3,0000012210,Chopper,2001,Chopper,2000,1.3647936687394,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Dump month
joedirt01dirt,Joe Dirt,2001,4/11/2001,April,Wednesday,15,27087695,36969114.6367439,43177,5.9,20,PG-13,17700000,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Sony,2638,8016008,10940196.9669644,2638,0000121100,Joe Dirt,2001,Joe Dirt,2001,1.3647936687394,Metacritic,$10-100 million,"10,001-100,000 votes",Dump month
josiean01cats,Josie and the Pussycats,2001,4/11/2001,April,Wednesday,15,14271015,19476990.918485,19397,5.3,47,PG,39000000,Canada,English,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Uni.,2558,4562455,6226809.69790842,2556,0001111001,Josie and the Pussycats,2001,Josie and the Pussycats,2001,1.3647936687394,Metacritic,$10-100 million,"10,001-100,000 votes",Dump month
