key,title,metatitle,imdbtitle,releaseyear,releasemonth,releaseday,opening_date,releaseweekday,releaseweeknumber,totalgross,adjustedgross,nVotes,imdbrating,metascore,rank_in_year,studio,totaltheaters,mpaa,budget,country,language,Western,History,Documentary,Musical,War,Biography,RealityTV,Drama,Animation,Music,Mystery,Crime,Thriller,News,SciFi,Action,Sport,Comedy,Romance,Adventure,Family,TalkShow,Horror,openinggross,adjustedopeninggross,openingtheaters,vote_distribution,metayear,imdbyear,cpimultiplier,sourcedataset,adjustedgrossbinned,nvotes_binned,dumpmonth
fivesen99nses,The Five Senses,The Five Senses,The Five Senses,2000,July,14,7/14/2000,Friday,28,497091,694523.578194444,2829,6.8,56,174,FL,39,R,-1,Canada,French,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,26653,37238.9299537037,2,0000012210,2000,1999,1.39717592592593,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Not a dump month
shadowh00ours,Shadow Hours,Shadow Hours,Shadow Hours,2000,July,14,7/14/2000,Friday,28,38181,53345.5740277778,757,5.9,26,329,CanW,7,R,-1,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,14392,20108.1559259259,7,0000111100,2000,2000,1.39717592592593,Metacritic,"Less than $100,000","101-1,000 votes",Not a dump month
x-men00-men,X-Men,X-Men,X-Men,2000,July,14,7/14/2000,Friday,28,157299717,219775377.747361,480782,7.4,64,126,Fox,3112,PG-13,75000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,54471475,76106233.5196759,3025,0000013300,2000,2000,1.39717592592593,Metacritic,More than $100 million,"More than 100,000 votes",Not a dump month
aliceet98rtin,Alice et Martin,Alice et Martin,Alice et Martin,2000,July,21,7/21/2000,Friday,29,500896,699839.832592592,1525,6.4,68,104,USA,20,R,-1,France,French,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,51294,71666.7419444444,8,0000122100,2000,1998,1.39717592592593,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Not a dump month
benjami00moke,Benjamin Smoke,Benjamin Smoke,Benjamin Smoke,2000,July,21,7/21/2000,Friday,29,37111,51850.595787037,196,7.5,71,81,Cow.,2, ,-1,USA,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6183,8638.73875,1,0000001212,2000,2000,1.39717592592593,Metacritic,"Less than $100,000","101-1,000 votes",Not a dump month
eyesoft00faye,The Eyes of Tammy Faye,The Eyes of Tammy Faye,The Eyes of Tammy Faye,2000,July,21,7/21/2000,Friday,29,1029591,1438519.75875,1363,7.2,69,101,Lions,51,PG-13,-1,UK,English,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46111,64425.1791203704,9,0000013210,2000,2000,1.39717592592593,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Not a dump month
incrowd00rowd,The In Crowd,The In Crowd,The In Crowd,2000,July,21,7/21/2000,Friday,29,5280035,7377137.7900463,3755,4.6,14,357,WB,1357,PG-13,12500000,USA,English,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1505551,2103519.6124537,1357,0011110000,2000,2000,1.39717592592593,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Not a dump month
loser00oser,Loser,Loser,Loser,2000,July,21,7/21/2000,Friday,29,15618626,21821968.2432407,23696,5.3,35,292,Sony,2016,PG-13,20000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,6008611,8395086.6374537,2016,0001221000,2000,2000,1.39717592592593,Metacritic,$10-100 million,"10,001-100,000 votes",Not a dump month
whatlie00eath,What Lies Beneath,What Lies Beneath,What Lies Beneath,2000,July,21,7/21/2000,Friday,29,155464351,217211048.556898,101429,6.6,51,203,DW,2925,PG-13,100000000,USA,English,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,29702959,41500259.2435648,2813,0000123100,2000,2000,1.39717592592593,Metacritic,More than $100 million,"More than 100,000 votes",Not a dump month
thomasa00road,Thomas and the Magic Railroad,Thomas and the Magic Railroad,Thomas and the Magic Railroad,2000,July,26,7/26/2000,Wednesday,30,15933506,22261910.9987963,3019,3.7,19,348,Dest.,2110, ,19000000,UK,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,4154932,5805170.96425926,2016,2110000001,2000,2000,1.39717592592593,Metacritic,$10-100 million,"1,001-10,000 votes",Not a dump month
badmara99bord,The Wind Will Carry Us,The Wind Will Carry Us,Bad ma ra khahad bord,2000,July,28,7/28/2000,Friday,30,259510,362581.124537037,5918,7.6,86,6,NYer,2, ,-1,Iran,Persian,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21417,29923.3168055556,2,0000002211,2000,1999,1.39717592592593,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Not a dump month
lafille99pont,The Girl on the Bridge,Girl on the Bridge,La fille sur le pont,2000,July,28,7/28/2000,Friday,30,1708839,2387548.71208333,11331,7.6,75,49,ParC,48,R,-1,France,French,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,66567,93005.8098611111,6,0000002211,2000,1999,1.39717592592593,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Not a dump month
nuttypr00umps,The Nutty Professor II: The Klumps,Nutty Professor II: The Klumps,Nutty Professor II: The Klumps,2000,July,28,7/28/2000,Friday,30,123309890,172285609.736574,40989,4.3,38,274,Uni.,3251,PG-13,84000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,42518830,59406285.674537,3242,0012210000,2000,2000,1.39717592592593,Metacritic,More than $100 million,"10,001-100,000 votes",Not a dump month
wonderl99land,Wonderland (2000),Wonderland,Wonderland,2000,July,28,7/28/2000,Friday,30,414254,578785.716018518,3643,7.2,71,78,USA,25,R,-1,UK,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38947,54415.810787037,4,0000012211,2000,1999,1.39717592592593,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Not a dump month
betterli98vin,Better Living,Better Living,Better Living,2000,August,4,8/4/2000,Friday,31,2147,2999.73671296296,92,4.5,21,344,Cow.,2, ,-1,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, , , ,1101000000,2000,1998,1.39717592592593,Metacritic,"Less than $100,000",Less than 100 votes,Dump month
coyoteu00ugly,Coyote Ugly,Coyote Ugly,Coyote Ugly,2000,August,4,8/4/2000,Friday,31,60786269,84929111.6736574,93873,5.6,27,326,BV,2664,PG-13,45000000,USA,English,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,17319282,24198083.8647222,2653,0000121000,2000,2000,1.39717592592593,Metacritic,$10-100 million,"10,001-100,000 votes",Dump month
hollowm00wman,Hollow Man,Hollow Man,Hollow Man,2000,August,4,8/4/2000,Friday,31,73209340,102286327.400926,105808,5.7,24,337,Sony,2956,R,95000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,26414386,36905544.2173148,2956,0000221000,2000,2000,1.39717592592593,Metacritic,More than $100 million,"More than 100,000 votes",Dump month
margare00want,I'm the One That I Want,I'm the One That I Want,Margaret Cho: I'm the One That I Want,2000,August,4,8/4/2000,Friday,31,1210967,1691933.93949074,1093,7.5,81,18,Cho,8, ,-1,USA,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,33671,47044.3106018518,2,0000001112,2000,2000,1.39717592592593,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
psychob00arty,Psycho Beach Party,Psycho Beach Party,Psycho Beach Party,2000,August,4,8/4/2000,Friday,31,268117,374606.617731481,4752,6.3,42,259,Strand,11, ,1500000,Australia,English,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1, , , ,0000011101,2000,2000,1.39717592592593,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
savingg00race,Saving Grace,Saving Grace,Saving Grace,2000,August,4,8/4/2000,Friday,31,12178602,17015649.5258333,15817,6.9,62,129,FL,875,R,10000000,UK,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,287452,401621.014259259,30,0000013200,2000,2000,1.39717592592593,Metacritic,$10-100 million,"10,001-100,000 votes",Dump month
spaceco00boys,Space Cowboys,Space Cowboys,Space Cowboys,2000,August,4,8/4/2000,Friday,31,90464773,126395202.979954,62554,6.4,73,71,WB,2835,PG-13,65000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,18093776,25280188.2362963,2805,0000123100,2000,2000,1.39717592592593,Metacritic,More than $100 million,"10,001-100,000 votes",Dump month
taoofst00teve,The Tao of Steve,The Tao of Steve,The Tao of Steve,2000,August,4,8/4/2000,Friday,31,4342203,6066821.49708333,6888,6.7,70,86,SPC,189,R,-1,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,91791,128248.175416667,9,0000012200,2000,2000,1.39717592592593,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
ticcode99code,The Tic Code,The Tic Code,The Tic Code,2000,August,4,8/4/2000,Friday,31,205003,286425.256342593,391,6.6,64,120,Lions,9,R,-1,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25190,35194.8615740741,9,0000012101,2000,1999,1.39717592592593,Metacritic,"$100,000 to $10 million","101-1,000 votes",Dump month
aimee&j99guar,Aimee & Jaguar,Aimee & Jaguar,Aimée & Jaguar,2000,August,11,8/11/2000,Friday,32,927107,1295331.58115741,5325,7.3,72,76,Zeit.,16, ,8474576,Germany,German,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,42919,59965.3935648148,7,0000012211,2000,1999,1.39717592592593,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
autumni00york,Autumn in New York,Autumn in New York,Autumn in New York,2000,August,11,8/11/2000,Friday,32,37761915,52760038.5548611,21065,5.5,24,334,MGM,2282,PG-13,65000000,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10987006,15350780.2812037,2255,0001121000,2000,2000,1.39717592592593,Metacritic,$10-100 million,"10,001-100,000 votes",Dump month
blessth00hild,Bless the Child,Bless the Child,Bless the Child,2000,August,11,8/11/2000,Friday,32,29381494,41051116.084537,12421,5.1,17,351,Par.,2524,R,65000000,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,9413684,13152572.6590741,2524,0001211000,2000,2000,1.39717592592593,Metacritic,$10-100 million,"10,001-100,000 votes",Dump month
cecilb.00nted,Cecil B. Demented,Cecil B. DeMented,Cecil B. DeMented,2000,August,11,8/11/2000,Friday,32,1284646,1794876.46453704,11705,6.2,57,169,Art.,82,R,10000000,France,English,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,127141,177638.344398148,9,0000112100,2000,2000,1.39717592592593,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Dump month
mvp:mos00mate,MVP: Most Valuable Primate,MVP: Most Valuable Primate,MVP: Most Valuable Primate,2000,August,11,8/11/2000,Friday,32,1248746,1744717.8487963,1868,3.8,43,253,Equin.,205,PG,4500000,Canada,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,99518,139044.153796296,32,1111100001,2000,2000,1.39717592592593,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
opportu00ists,The Opportunists,The Opportunists,The Opportunists,2000,August,11,8/11/2000,Friday,32,584054,816026.188240741,1040,5.9,71,80,First,31,R,-1,UK,English,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,46967,65621.161712963,5,0000121000,2000,2000,1.39717592592593,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
replace00ents,The Replacements,The Replacements,The Replacements,2000,August,11,8/11/2000,Friday,32,44737059,62505541.8315278,50006,6.5,30,315,WB,2754,PG-13,50000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,11039214,15423724.0419444,2754,0000122100,2000,2000,1.39717592592593,Metacritic,$10-100 million,"10,001-100,000 votes",Dump month
uneliai99ique,An Affair of Love,An Affair of Love,Une liaison pornographique,2000,August,11,8/11/2000,Friday,32,359050,501656.016203704,4787,7.2,67,110,FL,19,R,-1,France,French,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30281,42307.884212963,4,0000012210,2000,1999,1.39717592592593,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
ballado00jack,The Ballad of Ramblin' Jack,The Ballad of Ramblin' Jack,The Ballad of Ramblin' Jack,2000,August,16,8/16/2000,Wednesday,33,225682,315317.457314815,289,7.8,72,77,Lot47,20,PG-13,-1,USA,English,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6776,9467.26407407407,1,000.001321,2000,2000,1.39717592592593,Metacritic,"$100,000 to $10 million","101-1,000 votes",Dump month
cell00cell,The Cell,The Cell,The Cell,2000,August,18,8/18/2000,Friday,33,61334059,85694470.6741204,82695,6.3,40,268,NL,2476,R,33000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,17515050,24471606.2013889,2411,0000122100,2000,2000,1.39717592592593,Metacritic,$10-100 million,"10,001-100,000 votes",Dump month
gojiran99iamu,Godzilla 2000,Godzilla 2000,Gojira ni-sen mireniamu,2000,August,18,8/18/2000,Friday,33,10037390,14023999.6671296,5798,6,41,260,Sony,2111,PG,13000000,Japan,Japanese,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,4407720,6158360.27222222,2111,0000122101,2000,1999,1.39717592592593,Metacritic,$10-100 million,"1,001-10,000 votes",Dump month
origina00medy,The Original Kings of Comedy,The Original Kings of Comedy,The Original Kings of Comedy,2000,August,18,8/18/2000,Friday,33,38182790,53348074.9726852,4786,6.6,76,44,Par.,1082,R,13000000,USA,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11053832,15444147.9596296,847,0000012101,2000,2000,1.39717592592593,Metacritic,$10-100 million,"1,001-10,000 votes",Dump month
stealth00ovie,Steal This Movie,Steal This Movie,Steal This Movie,2000,August,18,8/18/2000,Friday,33,76424,106777.772962963,2076,6.4,36,283,Lions, , ,-1,USA,English,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , , ,0000122100,2000,2000,1.39717592592593,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
artofwa00fwar,The Art of War,The Art of War,The Art of War,2000,August,25,8/25/2000,Friday,34,30208599,42206727.27875,25858,5.7,30,312,WB,2630,R,60000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,10410993,14545988.7845833,2630,0000221000,2000,2000,1.39717592592593,Metacritic,$10-100 million,"10,001-100,000 votes",Dump month
bitters00otel,Bittersweet Motel,Bittersweet Motel,Bittersweet Motel,2000,August,25,8/25/2000,Friday,34,391653,547208.142916667,592,8.1,47,224,Villa,16, ,-1,USA,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38454,53727.0030555556,8,0000001213,2000,2000,1.39717592592593,Metacritic,"$100,000 to $10 million","101-1,000 votes",Dump month
bringit00iton,Bring It On,Bring It On,Bring It On,2000,August,25,8/25/2000,Friday,34,68379000,95537492.6388889,73033,5.9,52,197,Uni.,2466,PG-13,11000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,17362105,24257915.1293981,2380,0000121100,2000,2000,1.39717592592593,Metacritic,$10-100 million,"10,001-100,000 votes",Dump month
crew00crew,The Crew,The Crew,The Crew,2000,August,25,8/25/2000,Friday,34,13023075,18195526.8715278,4039,5.6,37,281,BV,1515,PG-13,38000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4051921,5661246.4749537,1510,0001221000,2000,2000,1.39717592592593,Metacritic,$10-100 million,"1,001-10,000 votes",Dump month
goatonf99fish,Smiling Fish & Goat on Fire,Smiling Fish & Goat on Fire,Goat on Fire and Smiling Fish,2000,August,25,8/25/2000,Friday,34,278492,389102.317962963,2639,7.5,44,249,Strat.,15,R,40000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,12994,18154.9039814815,1,0000000511,2000,1999,1.39717592592593,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
love&se00&sex,Love & Sex,Love & Sex,Love & Sex,2000,August,25,8/25/2000,Friday,34,543896,759918.397407407,4747,6.3,44,243,Lions,76, ,-1,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,58116,81198.2761111111,8,0000122101,2000,2000,1.39717592592593,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
solomon99enor,Solomon & Gaenor,Solomon & Gaenor,Solomon and Gaenor,2000,August,25,8/25/2000,Friday,34,165485,231211.658101852,1039,7,58,158,Sony,22,R,-1,UK,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,39087,54611.4154166667,20,0000012211,2000,1999,1.39717592592593,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
darkday00days,Dark Days,Dark Days,Dark Days,2000,September,1,9/1/2000,Friday,35,309648,430391.11074266,5665,7.8,75,52,Palm,6, ,-1,USA,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20035,27847.3812320092,6,0000002311,2000,2000,1.38993667242372,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
highlan00game,Highlander: Endgame,Highlander: Endgame,Highlander: Endgame,2000,September,1,9/1/2000,Friday,35,12811858,17807671.2760852,16907,4.6,21,345,Mira.,1546,R,25000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,5067331,7043269.18820956,1543,0011110000,2000,2000,1.38993667242372,Metacritic,$10-100 million,"10,001-100,000 votes",Dump month
titanic98town,Titanic Town,Titanic Town,Titanic Town,2000,September,1,9/1/2000,Friday,35,65793,91448.1034887737,360,6.6,73,70,Shoot.,16, ,-1,UK,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34785,48348.9471502591,16,0000122100,2000,1998,1.38993667242372,Metacritic,"Less than $100,000","101-1,000 votes",Dump month
whipped00pped,Whipped,Whipped,Whipped,2000,September,1,9/1/2000,Friday,35,4159986,5782117.09816926,3702,4.4,10,360,Dest.,1581,R,3000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2181379,3031978.66855498,1581,1011110000,2000,2000,1.38993667242372,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
backsta00tage,Backstage,Backstage,Backstage,2000,September,6,9/6/2000,Wednesday,36,1191835,1656575.17397812,272,5.6,29,317,Mira.,322,R,-1,USA,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496226,689722.715210132,322,0000121001,2000,2000,1.38993667242372,Metacritic,"$100,000 to $10 million","101-1,000 votes",Dump month
nursebe00etty,Nurse Betty,Nurse Betty,Nurse Betty,2000,September,8,9/8/2000,Friday,36,25170054,34984781.1014853,30571,6.3,69,97,USA,1491,R,35000000,Germany,English,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,7145950,9932417.96430627,1459,0000122100,2000,2000,1.38993667242372,Metacritic,$10-100 million,"10,001-100,000 votes",Dump month
solas99olas,Solas,Solas,Solas,2000,September,8,9/8/2000,Friday,36,277596,385840.860518135,2904,7.7,75,54,IDP,14,R,834398,Spain,Spanish,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26634,37019.5733333333,10,0000001211,2000,1999,1.38993667242372,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
turnitu00itup,Turn It Up,Turn It Up,Turn It Up,2000,September,8,9/8/2000,Friday,36,1247949,1734570.08041451,996,4.4,18,350,NL,661, ,13000000,USA,English,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,576820,801743.27138745,661,1001100001,2000,2000,1.38993667242372,Metacritic,"$100,000 to $10 million","101-1,000 votes",Dump month
watcheri00her,The Watcher,The Watcher,The Watcher,2000,September,8,9/8/2000,Friday,36,28946615,40233961.7310305,22814,5.3,22,342,Uni.,2777,R,30000000,USA,English,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,9062295,12596016.1568221,2742,0001221000,2000,2000,1.38993667242372,Metacritic,$10-100 million,"10,001-100,000 votes",Dump month
wayofth00egun,The Way of the Gun,The Way of the Gun,The Way of the Gun,2000,September,8,9/8/2000,Friday,36,6055661,8416985.29966609,28183,6.7,49,211,Art.,1565,R,8500000,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2150979,2989724.5937133,1515,0000012100,2000,2000,1.38993667242372,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Dump month
paragra00h175,Paragraph 175,Paragraph 175,Paragraph 175,2000,September,13,9/13/2000,Wednesday,37,96630,134309.580656304,1627,7.8,85,12,NYer,2, ,-1,UK,French,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,25007,34758.1463672999,2,0000001212,2000,2000,1.38993667242372,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
almostf00mous,Almost Famous,Almost Famous,Almost Famous,2000,September,15,9/15/2000,Friday,37,32534850,45221381.1468048,215846,7.9,90,4,DW,2262,R,60000000,USA,English,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2314646,3217211.35907887,131,0000001211,2000,2000,1.38993667242372,Metacritic,$10-100 million,"More than 100,000 votes",Dump month
baise-m00-moi,Baise-Moi,Rape Me,Baise-moi,2000,September,15,9/15/2000,Friday,37,420224,584084.748232585,15029,4.5,35,323,Wins.,5, ,-1,France,French,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,27838,38693.0570869315,2,1011111000,2001,2000,1.38993667242372,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Dump month
bait00bait,Bait,Bait,Bait,2000,September,15,9/15/2000,Friday,37,15325127,21300956.0268509,9379,5.7,39,269,WB,2352,R,51000000,Canada,English,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,5485591,7624624.1008175,2352,0000231000,2000,2000,1.38993667242372,Metacritic,$10-100 million,"1,001-10,000 votes",Dump month
duets00uets,Duets,Duets,Duets,2000,September,15,9/15/2000,Friday,37,4739023,6586941.85915947,8435,6,40,267,BV,583,R,15000000,USA,English,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2002588,2783470.50095567,581,0000122100,2000,2000,1.38993667242372,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
goyaenb99edos,Goya in Bordeaux,Goya in Bordeaux,Goya en Burdeos,2000,September,15,9/15/2000,Friday,37,635361,883111.554127807,1453,6.7,61,141,Sony,22,R,-1,Spain,Spanish,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47962,66664.1426827864,5,0000112100,2000,1999,1.38993667242372,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
intothe00port,Into the Arms of Strangers,Into the Arms of Strangers: Stories of the Kindertransport,Into the Arms of Strangers: Stories of the Kindertransport,2000,September,15,9/15/2000,Friday,37,382807,532077.487760507,1405,7.8,79,27,WB,18,PG,-1,UK,English,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32037,44529.4011744387,5,0000002312,2000,2000,1.38993667242372,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
legoutd00tres,The Taste of Others,The Taste of Others,Le goût des autres,2000,September,15,9/15/2000,Friday,37,891369,1238946.46176166,7994,7.3,78,40,Mira.,14,R,-1,France,French,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,45140,62741.7413932067,14,0000012210,2001,2000,1.38993667242372,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
pieceof00eden,A Piece of Eden,A Piece of Eden,A Piece of Eden,2000,September,15,9/15/2000,Friday,37,7296,10140.9779620035,85,7,43,251,FAc, , ,-1,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, , , ,0001010102,2000,2000,1.38993667242372,Metacritic,"Less than $100,000",Less than 100 votes,Dump month
urbania00ania,Urbania,Urbania,Urbania,2000,September,15,9/15/2000,Friday,37,1032075,1434518.89119171,2790,7,73,68,Lions,43,R,225000,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72129,100254.74224525,10,0000011211,2000,2000,1.38993667242372,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
danceri00dark,Dancer in the Dark,Dancer in the Dark,Dancer in the Dark,2000,September,22,9/22/2000,Friday,38,4184036,5815545.07514105,83342,8,61,139,FL,126,R,12800000,Denmark,English,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,91612,127334.878434082,3,0000001222,2000,2000,1.38993667242372,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Dump month
fantast95icks,The Fantasticks,The Fantasticks,The Fantasticks,2000,September,22,9/22/2000,Friday,38,49666,69032.5947725964,994,5.8,48,219,MGM,6,PG,10000000,USA,English,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24176,33603.1089925158,6,0000111002,2000,1995,1.38993667242372,Metacritic,"Less than $100,000","101-1,000 votes",Dump month
leftlug98gage,Left Luggage,Left Luggage,Left Luggage,2000,September,22,9/22/2000,Friday,38,1069540,1486592.86862406,2620,7.4,51,202,Castle,7, ,-1,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20011,27814.022751871,7,0000012211,2000,1998,1.38993667242372,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
special00ials,The Specials,The Specials,The Specials,2000,September,22,9/22/2000,Friday,38,13276,18452.7992630973,1983,6,38,279,Reg.,2,R,1000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0, , , ,0000111101,2000,2000,1.38993667242372,Metacritic,"Less than $100,000","1,001-10,000 votes",Dump month
