key,title,metatitle,imdbtitle,releaseyear,releasemonth,releaseday,opening_date,releaseweekday,releaseweeknumber,totalgross,adjustedgross,nVotes,imdbrating,metascore,rank_in_year,studio,totaltheaters,mpaa,budget,country,language,Western,History,Documentary,Musical,War,Biography,RealityTV,Drama,Animation,Music,Mystery,Crime,Thriller,News,SciFi,Action,Sport,Comedy,Romance,Adventure,Family,TalkShow,Horror,openinggross,adjustedopeninggross,openingtheaters,vote_distribution,metayear,imdbyear,cpimultiplier,sourcedataset,adjustedgrossbinned,nvotes_binned,dumpmonth
monster09iens,Monsters Vs. Aliens,Monsters vs Aliens,Monsters vs. Aliens,2009,March,27,3/27/2009,Friday,13,198351526,225135775.285634,120811,6.5,56,221,P/DW,4136,PG,175000000,USA,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,59321095,67331474.4935099,4104,0000123100,2009,2009,1.13503424866837,Metacritic,More than $100 million,"More than 100,000 votes",Dump month
spinnin07tter,Spinning Into Butter,Spinning Into Butter,Spinning Into Butter,2009,March,27,3/27/2009,Friday,13,8064,9152.91618126172,776,4.2,20,393,Scre.,4,R,-1,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5534,6281.27953213075,4,1101101000,2009,2007,1.13503424866837,Metacritic,"Less than $100,000","101-1,000 votes",Dump month
ucmaymu08ymun,Three Monkeys,Three Monkeys,Üç Maymun,2009,March,27,3/27/2009,Friday,13,41343,46925.7209426964,15113,7.4,73,90,Zeit.,3, ,-1,Turkey,Turkish,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3045,3456.17928719518,1,0000012211,2009,2008,1.13503424866837,Metacritic,"Less than $100,000","10,001-100,000 votes",Dump month
unbaise07lait,Shall We Kiss?,Shall We Kiss?,Un baiser s'il vous plaît,2009,March,27,3/27/2009,Friday,13,535499,607809.705127663,2099,6.8,70,110,MBox,33, ,-1,France,French,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,28680,32552.7822518088,4,0000013200,2009,2007,1.13503424866837,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
tulpan08lpan,Tulpan,Tulpan,Tulpan,2009,April,1,4/1/2009,Wednesday,13,158741,179727.804877134,2710,7.1,88,6,Zeit.,4, ,2388756,Kazakhstan,Kazakh,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8620,9759.63158882011,1,0000012210,2009,2008,1.13220784093041,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
adventu09land,Adventureland,Adventureland,Adventureland,2009,April,3,4/3/2009,Friday,14,16044025,18165170.9050835,136707,6.8,76,62,Mira.,1876,R,-1,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,5722039,6478537.42190959,1862,0000013100,2009,2009,1.13220784093041,Metacritic,$10-100 million,"More than 100,000 votes",Dump month
alientr09pass,Alien Trespass,Alien Trespass,Alien Trespass,2009,April,3,4/3/2009,Friday,14,104526,118345.156781092,3297,5.7,48,273,RAtt.,40,PG,-1,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,43437,49179.7119864941,40,0000121100,2009,2009,1.13220784093041,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
avazego08k-ha,The Song of Sparrows,The Song of Sparrows,Avaze gonjeshk-ha,2009,April,3,4/3/2009,Friday,14,116372,131757.290864753,6944,7.9,74,81,Reg.,5,PG-13,-1,Iran,Persian,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7863,8902.55025323579,1,0000001312,2009,2008,1.13220784093041,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
bargot08room,Bart Got a Room,Bart Got a Room,Bart Got a Room,2009,April,3,4/3/2009,Friday,14,53760,60867.4935284187,3847,5.7,57,209,Anch.,11,PG-13,2000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,32763,37094.5254924029,11,0000121000,2009,2008,1.13220784093041,Metacritic,"Less than $100,000","1,001-10,000 votes",Dump month
escapis08pist,The Escapist,The Escapist,The Escapist,2009,April,3,4/3/2009,Friday,14,13439,15215.7411742637,14957,6.8,56,215,IFC,2, ,-1,UK,English,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3075,3481.539110861,1,0000013200,2009,2008,1.13220784093041,Metacritic,"Less than $100,000","10,001-100,000 votes",Dump month
fast&fu09ious,Fast and Furious,Fast & Furious,Fast & Furious,2009,April,3,4/3/2009,Friday,14,155064265,175564976.68111,216361,6.6,46,285,Uni.,3674,PG-13,85000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,70950500,80330712.4179328,3461,0000022101,2009,2009,1.13220784093041,Metacritic,More than $100 million,"More than 100,000 votes",Dump month
faubour08rg36,Paris 36,Paris 36,Faubourg 36,2009,April,3,4/3/2009,Friday,14,851540,964120.264865879,2390,6.6,40,324,SPC,52,PG-13,-1,France,French,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,44690,50598.3684111799,7,0000122100,2009,2008,1.13220784093041,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
giganti08ntic,Gigantic,Gigantic,Gigantic,2009,April,3,4/3/2009,Friday,14,102704,116282.274094917,8657,6.1,38,338,FInd.,11,R,-1,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,10294,11654.9475145376,1,0000122100,2009,2008,1.13220784093041,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
sugari08gari,Sugar,Sugar,Sugar,2009,April,3,4/3/2009,Friday,14,1082124,1225189.27765898,4117,7.2,82,27,SPC,51,PG-13,-1,USA,Spanish,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60140,68090.9795535547,11,0000012210,2009,2008,1.13220784093041,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
lymelif08life,Lymelife,Lymelife,Lymelife,2009,April,8,4/8/2009,Wednesday,14,421307,477007.088838867,13099,7,64,168,Scre.,35,R,1500000,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,27758,31427.8252485462,4,0000012111,2009,2008,1.13220784093041,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Dump month
anvil:t08nvil,Anvil! The Story of Anvil,Anvil! The Story of Anvil,Anvil: The Story of Anvil,2009,April,10,4/10/2009,Friday,15,667911,756214.071243669,13517,8,82,29,Abr.,27, ,-1,Canada,English,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34651,39232.1338960795,3,0000001321,2009,2008,1.13220784093041,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Dump month
dragonb09tion,Dragonball Evolution,Dragonball: Evolution,Dragonball Evolution,2009,April,10,4/10/2009,Friday,15,9362785,10600618.5899456,59344,2.7,45,286,Fox,2181,PG,30000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,4756488,5385333.00889139,2181,4110000000,2009,2009,1.13220784093041,Metacritic,$10-100 million,"10,001-100,000 votes",Dump month
hannahm09ovie,Hannah Montana The Movie,Hannah Montana: The Movie,Hannah Montana: The Movie,2009,April,10,4/10/2009,Friday,15,79576189,90096785.13716,33335,4.2,47,276,BV,3231, ,30000000,USA,English,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,32324487,36598037.635453,3118,2000100001,2009,2009,1.13220784093041,Metacritic,$10-100 million,"10,001-100,000 votes",Dump month
mysteri08urgh,The Mysteries of Pittsburgh,The Mysteries of Pittsburgh,The Mysteries of Pittsburgh,2009,April,10,4/10/2009,Friday,15,80238,90846.092740574,2816,5.4,38,337,PArch,20, ,-1,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,37572,42539.3129994373,20,0001221000,2009,2008,1.13220784093041,Metacritic,"Less than $100,000","1,001-10,000 votes",Dump month
observe09port,Observe and Report,Observe and Report,Observe and Report,2009,April,10,4/10/2009,Friday,15,24007324,27181280.4725567,53798,5.8,54,238,WB,2727,R,18000000,USA,English,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,11017334,12473911.9409492,2727,0000121100,2009,2009,1.13220784093041,Metacritic,$10-100 million,"10,001-100,000 votes",Dump month
17again09gain,17 Again,17 Again,17 Again,2009,April,17,4/17/2009,Friday,16,64167069,72650458.6513225,152487,6.4,48,274,WB (NL),3255,PG-13,20000000,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,23722310,26858585.3869818,3255,0000122100,2009,2009,1.13220784093041,Metacritic,$10-100 million,"More than 100,000 votes",Dump month
america08olet,American Violet,American Violet,American Violet,2009,April,17,4/17/2009,Friday,16,554434,627734.522078409,2142,7.1,56,216,Gold.,61,PG-13,-1,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243162,275309.92301632,61,0000012201,2009,2008,1.13220784093041,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
crank:h09tage,Crank: High Voltage,Crank: High Voltage,Crank: High Voltage,2009,April,17,4/17/2009,Friday,16,13684249,15493414.0150441,118558,6.2,41,320,LGF,2223,R,20000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,6963565,7884202.89382855,2223,0000122100,2009,2009,1.13220784093041,Metacritic,$10-100 million,"More than 100,000 votes",Dump month
etzlimo08imon,Lemon Tree,Lemon Tree,Etz Limon,2009,April,17,4/17/2009,Friday,16,569672,644987.105158507,5532,7.4,74,82,IFC,29, ,-1,Israel,Arabic,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14602,16532.4988932658,2,0000013310,2009,2008,1.13220784093041,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
everyli08step,Every Little Step,Every Little Step,Every Little Step,2009,April,17,4/17/2009,Friday,16,1725141,1953218.16691052,1247,7.5,76,63,SPC,70,PG-13,-1,USA,English,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68504,77560.7659350966,8,0000001211,2009,2008,1.13220784093041,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
isanybo08ere?,Is Anybody There?,Is Anybody There?,Is Anybody There?,2009,April,17,4/17/2009,Friday,16,2026756,2294709.03485275,4214,6.8,54,231,StIs.,165,PG-13,-1,UK,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46209,52318.1921215532,6,0000023100,2009,2008,1.13220784093041,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Dump month
sleepde08aler,Sleep Dealer,Sleep Dealer,Sleep Dealer,2009,April,17,4/17/2009,Friday,16,80136,90730.6075407991,5853,5.9,59,196,Maya,18,PG-13,2500000,USA,Spanish,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,35050,39683.8848246108,18,0000122100,2009,2008,1.13220784093041,Metacritic,"Less than $100,000","1,001-10,000 votes",Dump month
stateof09play,State of Play,State of Play,State of Play,2009,April,17,4/17/2009,Friday,16,37017955,41912018.906209,117098,7.1,64,165,Uni.,2807,PG-13,-1,USA,English,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,14071280,15931613.5479272,2803,0000013200,2009,2009,1.13220784093041,Metacritic,$10-100 million,"More than 100,000 votes",Dump month
earth07arth,Earth (2009),Earth,Earth,2009,April,22,4/22/2009,Wednesday,16,32011576,36243757.3477396,13127,8,72,93,BV,1804, ,33331481,UK,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8825760,9992594.67416995,1804,0000001311,2009,2007,1.13220784093041,Metacritic,$10-100 million,"10,001-100,000 votes",Dump month
na-moo-08nsan,Treeless Mountain,Treeless Mountain,Na-moo-eobs-neun san,2009,April,22,4/22/2009,Wednesday,16,60336,68312.892290377,1468,7.2,75,73,Osci.,4, ,-1,USA,Korean,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5014,5676.89011442506,1,0000012201,2009,2008,1.13220784093041,Metacritic,"Less than $100,000","1,001-10,000 votes",Dump month
fightin09ting,Fighting,Fighting,Fighting,2009,April,24,4/24/2009,Friday,17,23091010,26143822.5770024,28514,5.6,61,188,Uni.,2312,PG-13,-1,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11024370,12481878.155318,2309,0000221000,2009,2009,1.13220784093041,Metacritic,$10-100 million,"10,001-100,000 votes",Dump month
ildivo-08otti,Il Divo,Il Divo,Il divo - La spettacolare vita di Giulio Andreotti,2009,April,24,4/24/2009,Friday,17,240159,271909.902870006,12518,7.3,81,37,MBox,8, ,6332981,Italy,Italian,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13867,15700.326130182,2,0000012310,2009,2008,1.13220784093041,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Dump month
informe08mers,The Informers,The Informers,The Informers,2009,April,24,4/24/2009,Friday,17,300000,339662.352279122,14618,5.1,20,394,SenD,482,R,18000000,Germany,English,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,300000,339662.352279122,482,0001211000,2009,2008,1.13220784093041,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Dump month
mutanta01iens,The Mutant Chronicles,Mutant Aliens,Mutant Aliens,2009,April,24,4/24/2009,Friday,17,6820,7721.65747514538,894,6.8,39,341,Magn.,2,R,200000,USA,English,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4724,5348.54984055524,2,0000012200,2002,2001,1.13220784093041,Metacritic,"Less than $100,000","101-1,000 votes",Dump month
obsesse09ssed,Obsessed,Obsessed,Obsessed,2009,April,24,4/24/2009,Friday,17,68261644,77286368.5716001,23764,4.9,25,385,SGem,2634,PG-13,20000000,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,28612730,32395557.2564247,2514,1001111000,2009,2009,1.13220784093041,Metacritic,$10-100 million,"10,001-100,000 votes",Dump month
soloist09oist,The Soloist,The Soloist,The Soloist,2009,April,24,4/24/2009,Friday,17,31720158,35913811.6031514,45334,6.7,61,185,P/DW,2090,PG-13,60000000,UK,English,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9716458,11001049.933671,2024,0000023100,2009,2009,1.13220784093041,Metacritic,$10-100 million,"10,001-100,000 votes",Dump month
tyson08yson,Tyson,Tyson,Tyson,2009,April,24,4/24/2009,Friday,17,887918,1005307.72170325,10985,7.5,83,26,SPC,56,R,-1,USA,English,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,85046,96289.7480397674,11,0000002311,2009,2008,1.13220784093041,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Dump month
ghostso09past,Ghosts of Girlfriends Past,Ghosts of Girlfriends Past,Ghosts of Girlfriends Past,2009,May,1,5/1/2009,Friday,18,55250026,62374327.9460572,70458,5.8,34,352,WB (NL),3175,PG-13,-1,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,15411434,17398685.7207093,3175,0000121000,2009,2009,1.12894658087685,Metacritic,$10-100 million,"10,001-100,000 votes",Not a dump month
limitso09trol,The Limits of Control,The Limits of Control,The Limits of Control,2009,May,1,5/1/2009,Friday,18,426688,481707.958701182,16620,6.3,41,319,Focus,27,R,-1,USA,English,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,55820,63017.7981445459,3,0000112100,2009,2009,1.12894658087685,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Not a dump month
merryge08eman,The Merry Gentleman,The Merry Gentleman,The Merry Gentleman,2009,May,1,5/1/2009,Friday,18,347977,392847.444373784,2304,6.6,55,222,Gold.,33,R,5000000,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74981,84649.5435807272,24,0000112100,2009,2008,1.12894658087685,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Not a dump month
revanch08nche,Revanche,Revanche,Revanche,2009,May,1,5/1/2009,Friday,18,192451,217266.898436331,11711,7.6,84,15,Jan.,10, ,-1,Austria,German,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,16330,18435.697665719,3,0000002310,2009,2008,1.12894658087685,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Not a dump month
terra07erra,Battle for Terra,Battle for Terra,Terra,2009,May,1,5/1/2009,Friday,18,1647083,1859468.72127039,10251,6.6,54,233,LGF,1159,PG,-1,USA,English,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1082064,1221592.45308993,1159,0000012100,2009,2007,1.12894658087685,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Not a dump month
x-menor09rine,X-Men Origins: Wolverine,X-Men Origins: Wolverine,X-Men Origins: Wolverine,2009,May,1,5/1/2009,Friday,18,179883157,203078475.052484,387086,6.7,40,327,Fox,4102,PG-13,150000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,85058003,96025941.663063,4099,0000012100,2009,2009,1.12894658087685,Metacritic,More than $100 million,"More than 100,000 votes",Not a dump month
adorati08tion,Adoration,Adoration,Adoration,2009,May,8,5/8/2009,Friday,19,294244,332185.757743528,2857,6.3,64,159,SPC,20,R,4700000,Canada,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39358,44433.0795301511,10,0000122100,2009,2008,1.12894658087685,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Not a dump month
julia08ulia,Julia (2009),Julia,Julia,2009,May,8,5/8/2009,Friday,19,65108,73503.4539877301,5190,7.1,62,175,Magn.,4,R,6000000,France,English,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,12524,14138.9269789017,3,0000012200,2009,2008,1.12894658087685,Metacritic,"Less than $100,000","1,001-10,000 votes",Not a dump month
littlea08shes,Little Ashes,Little Ashes,Little Ashes,2009,May,8,5/8/2009,Friday,19,481586,543684.86809816,7641,6.6,41,317,Reg.,16,R,2777623,UK,English,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,73394,82857.9053568757,12,0000011102,2009,2008,1.12894658087685,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Not a dump month
nextday09yair,Next Day Air,Next Day Air,Next Day Air,2009,May,8,5/8/2009,Friday,19,10027047,11320000.4269415,8435,5.8,46,284,Sum.,1139,R,3000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,4111043,4641147.93868771,1138,0000121000,2009,2009,1.12894658087685,Metacritic,$10-100 million,"1,001-10,000 votes",Not a dump month
outrage09agei,Outrage,Outrage,Outrage,2009,May,8,5/8/2009,Friday,19,287198,324231.20013467,1479,7.6,64,157,Magn.,18,R,-1,USA,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32589,36791.2401241957,5,0000002211,2009,2009,1.12894658087685,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Not a dump month
rudoycu08ursi,Rudo Y Cursi,Rudo y Cursi,Rudo y Cursi,2009,May,8,5/8/2009,Friday,19,1827660,2063330.50800539,7092,6.7,67,137,SPC,219,R,-1,Mexico,Spanish,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,211460,238727.043992219,70,0000012100,2009,2008,1.12894658087685,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Not a dump month
startre09trek,Star Trek,Star Trek,Star Trek,2009,May,8,5/8/2009,Friday,19,257730019,290963423.739376,525383,8,82,28,Par.,4053,PG-13,150000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,75204289,84901624.9338246,3849,0000001321,2009,2009,1.12894658087685,Metacritic,More than $100 million,"More than 100,000 votes",Not a dump month
angels&09mons,Angels & Demons,Angels & Demons,Angels & Demons,2009,May,15,5/15/2009,Friday,20,133375846,150574205.313258,226929,6.7,48,272,Sony,3527,PG-13,150000000,USA,English,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,46204168,52162037.4858596,3527,0000023100,2009,2009,1.12894658087685,Metacritic,More than $100 million,"More than 100,000 votes",Not a dump month
brother08loom,The Brothers Bloom,The Brothers Bloom,The Brothers Bloom,2009,May,15,5/15/2009,Friday,20,3531756,3987163.86069131,43044,6.8,55,226,Sum.,209,PG-13,20000000,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,90400,102056.770911267,4,0000013200,2009,2008,1.12894658087685,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Not a dump month
dai-nih07njin,Big Man Japan,Big Man Japan,Dai-Nihonjin,2009,May,15,5/15/2009,Friday,20,40796,46056.504713452,2765,6.4,62,182,Magn.,5,PG-13,-1,Japan,Japanese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,7133,8052.77596139458,2,0000012100,2009,2007,1.12894658087685,Metacritic,"Less than $100,000","1,001-10,000 votes",Not a dump month
jericho08chow,Jerichow,Jerichow,Jerichow,2009,May,15,5/15/2009,Friday,20,60379,68164.6656067634,1741,7,71,98,CGld,3, ,-1,Germany,German,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8042,9078.98840341164,3,0000013200,2009,2008,1.12894658087685,Metacritic,"Less than $100,000","1,001-10,000 votes",Not a dump month
l'heure08'ete,Summer Hours,Summer Hours,L'heure d'été,2009,May,15,5/15/2009,Friday,20,1657001,1870665.61345952,5546,7.3,84,17,IFC,50, ,4888617,France,French,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,49484,55864.7926081101,2,0000012210,2009,2008,1.12894658087685,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Not a dump month
managem08ment,Management,Management,Management,2009,May,15,5/15/2009,Friday,20,934658,1055178.9533892,15341,5.9,50,258,Gold.,212,R,-1,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,375916,424389.082896903,212,0000122000,2009,2008,1.12894658087685,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Not a dump month
notforg09tten,Not Forgotten,Not Forgotten,Not Forgotten,2009,May,15,5/15/2009,Friday,20,53744,60674.1050426455,2243,4.9,48,271,Anch.,4,R,-1,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18468,20849.3854556337,4,0001210000,2009,2009,1.12894658087685,Metacritic,"Less than $100,000","1,001-10,000 votes",Not a dump month
burmavj08land,Burma VJ,Burma VJ: Reporter i et lukket land,Burma VJ: Reporter i et lukket land,2009,May,20,5/20/2009,Wednesday,20,51672,58334.9277270687,2156,8,82,31,Osci.,3, ,-1,Denmark,Burmese,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5554,6270.16931019003,1,0000001321,2009,2008,1.12894658087685,Metacritic,"Less than $100,000","1,001-10,000 votes",Not a dump month
termina09tion,Terminator Salvation,Terminator Salvation,Terminator Salvation,2009,May,21,5/21/2009,Thursday,21,125322469,141482372.884595,296340,6.6,49,265,WB,3602,PG-13,200000000,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,42558390,48046148.8781236,3530,0000023100,2009,2009,1.12894658087685,Metacritic,More than $100 million,"More than 100,000 votes",Not a dump month
boys:th09tory,The Boys: The Sherman Brothers' Story,The Boys: The Sherman Brothers' Story,The Boys: The Sherman Brothers' Story,2009,May,22,5/22/2009,Friday,21,55513,62671.2115442167,590,7.9,78,50,BV,5,PG,-1,USA,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14632,16518.7463713901,5,0000001212,2009,2009,1.12894658087685,Metacritic,"Less than $100,000","101-1,000 votes",Not a dump month
dancefl09lick,Dance Flick,Dance Flick,Dance Flick,2009,May,22,5/22/2009,Friday,21,25662155,28971202.1451818,10367,3.5,40,323,Par.,2459,PG-13,25000000,USA,English,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,10643536,12015983.5756397,2450,2111000000,2009,2009,1.12894658087685,Metacritic,$10-100 million,"10,001-100,000 votes",Not a dump month
easyvir08rtue,Easy Virtue,Easy Virtue,Easy Virtue,2009,May,22,5/22/2009,Friday,21,2656784,2999367.21292833,17119,6.7,58,203,SPC,255,PG-13,-1,UK,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,110443,124684.247231782,10,0000022100,2009,2008,1.12894658087685,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Not a dump month
girlfri09ence,The Girlfriend Experience,The Girlfriend Experience,The Girlfriend Experience,2009,May,22,5/22/2009,Friday,21,695840,785566.188837348,14189,5.5,66,142,Magn.,48,R,1700000,USA,English,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162965,183978.779552596,30,0001121000,2009,2009,1.12894658087685,Metacritic,"$100,000 to $10 million","10,001-100,000 votes",Not a dump month
nightat09nian,Night at the Museum: Battle of the Smithsonian,Night at the Museum: Battle of the Smithsonian,Night at the Museum: Battle of the Smithsonian,2009,May,22,5/22/2009,Friday,21,177243721,200098692.804841,139309,5.9,42,310,Fox,4101,PG,150000000,USA,English,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,54173286,61158746.0045638,4096,0000132000,2009,2009,1.12894658087685,Metacritic,More than $100 million,"More than 100,000 votes",Not a dump month
o'horte07rten,O'Horten,O'Horten,O' Horten,2009,May,22,5/22/2009,Friday,21,302232,341203.783031573,3445,6.8,78,51,SPC,23,PG-13,-1,Norway,Norwegian,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24938,28153.6698339069,8,0000012200,2009,2007,1.12894658087685,Metacritic,"$100,000 to $10 million","1,001-10,000 votes",Not a dump month
pressur08oker,Pressure Cooker,Pressure Cooker,Pressure Cooker,2009,May,27,5/27/2009,Wednesday,21,44803,50580.1936630256,343,7.6,72,96,BevP,2, ,-1,USA,English,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8151,9202.04358072722,1,0000002212,2009,2008,1.12894658087685,Metacritic,"Less than $100,000","101-1,000 votes",Not a dump month
