key,originalorder,title,studio,totalgross,totaltheaters,openinggross,openingtheaters,opening_year,opening_month,opening_day,boxofficemojo_url
savings01rman,6624,Saving Silverman,Sony,"$19,402,030","2,467","$7,411,852","2,467",2001,2,9,http://www.boxofficemojo.com/movies/?id=savingsilverman.htm
savings06iloh,6623,Saving Shiloh,NDog,,30,,30,2006,5,12,http://www.boxofficemojo.com/movies/?id=savingshiloh.htm
saw04saw,6625,Saw,Lions,"$55,185,045","2,467","$18,276,468","2,315",2004,10,29,http://www.boxofficemojo.com/movies/?id=saw.htm
saw3d10aw3d,6627,Saw 3D,LGF,"$45,710,178","2,808","$22,530,123","2,808",2010,10,29,http://www.boxofficemojo.com/movies/?id=saw3d.htm
sawii05awii,6628,Saw II,Lions,"$87,039,965","2,949","$31,725,652","2,949",2005,10,28,http://www.boxofficemojo.com/movies/?id=sawii.htm
sawiii06wiii,6629,Saw III,LGF,"$80,238,724","3,167","$33,610,391","3,167",2006,10,27,http://www.boxofficemojo.com/movies/?id=sawiii.htm
sawiv07awiv,6630,Saw IV,LGF,"$63,300,095","3,183","$31,756,764","3,183",2007,10,26,http://www.boxofficemojo.com/movies/?id=sawiv.htm
sawv08sawv,6631,Saw V,LGF,"$56,746,769","3,084","$30,053,954","3,060",2008,10,24,http://www.boxofficemojo.com/movies/?id=sawv.htm
sawvi09awvi,6632,Saw VI,LGF,"$27,693,292","3,036","$14,118,444","3,036",2009,10,23,http://www.boxofficemojo.com/movies/?id=sawvi.htm
sayitis01'tso,6633,Say It Isn't So,Fox,"$5,520,393","1,974","$2,861,903","1,974",2001,3,23,http://www.boxofficemojo.com/movies/?id=sayitisntso.htm
sayuncl05ncle,6634,Say Uncle,TLA,"$5,361",1,"$2,485",1,2006,6,23,http://www.boxofficemojo.com/movies/?id=sayuncle.htm
sbkthe-14ovie,6635,SBK The-Movie,HanM,"$4,950",6,"$2,650",6,2015,4,3,http://www.boxofficemojo.com/movies/?id=sbkthe-movie.htm
scanner06rkly,299,A Scanner Darkly,WIP,"$5,501,616",263,"$391,672",17,2006,7,7,http://www.boxofficemojo.com/movies/?id=ascannerdarkly.htm
scarlet00diva,6638,Scarlet Diva,MB,"$18,062",1,"$4,547",1,2002,8,9,http://www.boxofficemojo.com/movies/?id=scarletdiva.htm
scarymo00ovie,6639,Scary Movie,Mira.,"$157,019,771","3,301","$42,346,669","2,912",2000,7,7,http://www.boxofficemojo.com/movies/?id=scarymovie.htm
scarymo01vie2,6640,Scary Movie 2,Mira.,"$71,308,997","3,220","$20,503,356","3,220",2001,7,4,http://www.boxofficemojo.com/movies/?id=scarymovie2.htm
scarymo03vie3,6641,Scary Movie 3,Dim.,"$110,003,217","3,505","$48,113,770","3,505",2003,10,24,http://www.boxofficemojo.com/movies/?id=scarymovie3.htm
scarymo06vie4,6642,Scary Movie 4,W/Dim.,"$90,710,620","3,674","$40,222,875","3,602",2006,4,14,http://www.boxofficemojo.com/movies/?id=scarymovie4.htm
scarymo13vie5,6643,Scary Movie 5,W/Dim.,"$32,015,787","3,402","$14,157,367","3,402",2013,4,12,http://www.boxofficemojo.com/movies/?id=scarymovie5.htm
scatter13rf's,6644,Scatter My Ashes at Bergdorf's,EOne,"$518,342",38,"$39,630",4,2013,5,3,http://www.boxofficemojo.com/movies/?id=scattermyashesatbergdorfs.htm
scenicr13oute,6645,Scenic Route,VE,"$3,434",,,,2013,8,23,http://www.boxofficemojo.com/movies/?id=scenicroute.htm
schaste10emoe,5375,My Joy,KL,"$6,298",1,"$2,077",1,2011,9,30,http://www.boxofficemojo.com/movies/?id=myjoy.htm
schoolf06rels,6647,School for Scoundrels,MGM/W,"$17,807,569","3,007","$8,602,333","3,004",2006,9,29,http://www.boxofficemojo.com/movies/?id=schoolforscoundrels.htm
schoolo03rock,6648,School of Rock,Par.,"$81,261,177","2,951","$19,622,714","2,614",2003,10,3,http://www.boxofficemojo.com/movies/?id=schoolofrock.htm
schultz03lues,6649,Schultze Gets the Blues,ParC,"$595,071",35,"$14,074",4,2005,2,18,http://www.boxofficemojo.com/movies/?id=schultzegetstheblues.htm
scooby-02-doo,6650,Scooby-Doo,WB,"$153,294,164","3,447","$54,155,312","3,447",2002,6,14,http://www.boxofficemojo.com/movies/?id=scooby-doo.htm
scooby-04shed,6651,Scooby-Doo 2: Monsters Unleashed,WB,"$84,216,833","3,312","$29,438,331","3,312",2004,3,26,http://www.boxofficemojo.com/movies/?id=scooby-doo2monstersunleashed.htm
scoop06coop,6652,Scoop,Focus,"$10,525,717",541,"$3,046,924",538,2006,7,28,http://www.boxofficemojo.com/movies/?id=scoop.htm
scorche03hedi,6653,Scorched,Nev,"$8,000",12,"$8,000",12,2003,8,1,http://www.boxofficemojo.com/movies/?id=scorched.htm
score01core,8809,The Score,Par.,"$71,107,711","2,211","$19,018,807","2,129",2001,7,13,http://www.boxofficemojo.com/movies/?id=thescore.htm
scornv11ornv,6654,Scorn,Cort.,"$2,206",1,,,2012,3,1,http://www.boxofficemojo.com/movies/?id=scorn.htm
scorpio02king,8810,The Scorpion King,Uni.,"$91,047,077","3,466","$36,075,875","3,444",2002,4,19,http://www.boxofficemojo.com/movies/?id=thescorpionking.htm
"scotlan01,pa.",6655,"Scotland, PA",Lot47,"$384,098",25,"$43,366",15,2002,2,8,http://www.boxofficemojo.com/movies/?id=scotlandpa.htm
scottpi10orld,6656,Scott Pilgrim vs. the World,Uni.,"$31,524,275","2,820","$10,609,795","2,818",2010,8,13,http://www.boxofficemojo.com/movies/?id=scottpilgrimvs.theworld.htm
scottsb00gedy,6657,Scottsboro: An American Tragedy,SMP,"$6,123",1,"$2,991",1,2001,1,19,http://www.boxofficemojo.com/movies/?id=scottsboroanamericantragedy.htm
scoundr02wife,8811,The Scoundrel's Wife,MFD,"$8,018",5,"$5,385",4,2003,2,28,http://www.boxofficemojo.com/movies/?id=thescoundrelswife.htm
scoutsg15ypse,6658,Scouts Guide to the Zombie Apocalypse,Par.,"$3,703,046","1,509","$1,841,007","1,509",2015,10,30,http://www.boxofficemojo.com/movies/?id=scoutsguidetothezombieapocalypse.htm
scratch01atch,6659,Scratch,Palm,"$289,885",7,"$29,677",5,2002,2,15,http://www.boxofficemojo.com/movies/?id=scratch.htm
scream300eam3,6660,Scream 3,Dim.,"$89,143,175","3,467","$34,713,342","3,467",2000,2,4,http://www.boxofficemojo.com/movies/?id=scream3.htm
scream411eam4,6661,Scream 4,W/Dim.,"$38,180,928","3,314","$18,692,090","3,305",2011,4,15,http://www.boxofficemojo.com/movies/?id=scream4.htm
screame06mers,6662,Screamers (2006),Maya,"$52,034",4,"$23,609",4,2006,12,8,http://www.boxofficemojo.com/movies/?id=screamers(2006).htm
screend03esus,6663,Screen Door Jesus,Indic.,"$59,000",3,"$6,040",3,2005,9,30,http://www.boxofficemojo.com/movies/?id=screendoorjesus.htm
screwed00ewed,6664,Screwed,Uni.,"$7,027,345","1,761","$3,342,085","1,759",2000,5,12,http://www.boxofficemojo.com/movies/?id=screwed.htm
"se,jie07,jie",4835,"Lust, Caution",Focus,"$4,604,982",143,"$63,918",1,2007,9,28,http://www.boxofficemojo.com/movies/?id=lustcaution.htm
seabisc03cuit,6668,Seabiscuit,Uni.,"$120,277,854","2,573","$20,854,735","1,989",2003,7,25,http://www.boxofficemojo.com/movies/?id=seabiscuit.htm
seamons07max),6665,Sea Monsters: A Prehistoric Adventure (IMAX),NGE,"$23,746,066",252,"$605,722",252,2007,10,5,http://www.boxofficemojo.com/movies/?id=seamonstersaprehistoricadventure(imax).htm
seaofdr06eams,6666,Sea of Dreams,Succ.,"$39,200",56,"$39,200",56,2007,9,21,http://www.boxofficemojo.com/movies/?id=seaofdreams.htm
seaoftr15rees,8815,The Sea of Trees,A24,"$20,444",101,"$1,877",2,2016,8,26,http://www.boxofficemojo.com/movies/?id=theseaoftrees.htm
searche16ines,6669,Search Engines,Indic.,"$19,033",6,"$3,044",2,2016,10,14,http://www.boxofficemojo.com/movies/?id=searchengines.htm
searchf14ltso,8817,The Search for General Tso,IFC,"$54,275",13,"$9,336",2,2015,1,2,http://www.boxofficemojo.com/movies/?id=thesearchforgeneraltso.htm
searchi03esus,6672,Searching for the Wrong-Eyed Jesus,Shad.,"$79,916",6,"$4,095",1,2005,7,13,http://www.boxofficemojo.com/movies/?id=searchingforthewrong-eyedjesus.htm
searchi12rman,6671,Searching for Sugar Man,SPC,"$3,696,196",157,"$27,459",3,2012,7,27,http://www.boxofficemojo.com/movies/?id=searchingforsugarman.htm
searchp14arty,6670,Search Party,FCW,"$4,571",10,"$3,073",10,2016,5,13,http://www.boxofficemojo.com/movies/?id=searchparty.htm
searex310orld,6667,Sea Rex 3D: Journey to a Prehistoric World,3D,"$6,096,582",14,,,2010,5,28,http://www.boxofficemojo.com/movies/?id=searex3djourneytoaprehistoricworld.htm
seasono11itch,6674,Season of the Witch,Rela.,"$24,827,228","2,827","$10,612,375","2,816",2011,1,7,http://www.boxofficemojo.com/movies/?id=seasonofthewitch.htm
seasons13gray,6676,Seasons of Gray,ELS,"$70,605",24,"$31,953",24,2013,10,18,http://www.boxofficemojo.com/movies/?id=seasonsofgray.htm
seasons16rger,8818,The Seasons in Quincy: Four Portraits of John Berger,Icar.,"$24,984",2,"$5,304",1,2016,8,31,http://www.boxofficemojo.com/movies/?id=theseasonsinquincyfourportraitsofjohnberger.htm
secondb15otel,8819,The Second Best Exotic Marigold Hotel,FoxS,"$33,078,266","2,022","$8,540,370","1,573",2015,3,6,http://www.boxofficemojo.com/movies/?id=thesecondbestexoticmarigoldhotel.htm
secondc06ance,8820,The Second Chance,Triu,"$463,542",87,"$200,554",87,2006,2,17,http://www.boxofficemojo.com/movies/?id=thesecondchance.htm
secondh03ions,6677,Secondhand Lions,NL,"$42,070,939","3,038","$12,139,832","3,013",2003,9,19,http://www.boxofficemojo.com/movies/?id=secondhandlions.htm
secreta02tary,6684,Secretary,Lions,"$4,059,680",149,"$182,306",11,2002,9,20,http://www.boxofficemojo.com/movies/?id=secretary.htm
secreta10riat,6683,Secretariat,BV,"$59,713,955","3,108","$12,694,770","3,072",2010,10,8,http://www.boxofficemojo.com/movies/?id=secretariat.htm
secretd12tion,8822,The Secret Disco Revolution,Scre.,,,,,2013,6,28,http://www.boxofficemojo.com/movies/?id=thesecretdiscorevolution.htm
secreti15eyes,8824,The Secret in their Eyes (2015),STX,"$20,180,155","2,392","$6,652,996","2,392",2015,11,20,http://www.boxofficemojo.com/movies/?id=thesecretintheireyes(2015).htm
secretl02ists,8829,The Secret Lives of Dentists,Manh,"$3,707,346",181,"$121,769",12,2003,8,1,http://www.boxofficemojo.com/movies/?id=thesecretlivesofdentists.htm
secretl02wwii,6679,Secret Lives,CGld,"$42,390",3,"$4,310",2,2003,5,16,http://www.boxofficemojo.com/movies/?id=secretlives.htm
secretl05ords,8828,The Secret Life of Words,Strand,"$20,678",3,"$5,309",1,2006,12,15,http://www.boxofficemojo.com/movies/?id=thesecretlifeofwords.htm
secretl08bees,8825,The Secret Life of Bees,FoxS,"$37,770,162","1,630","$10,527,799","1,591",2008,10,17,http://www.boxofficemojo.com/movies/?id=thesecretlifeofbees.htm
secretl13itty,8827,The Secret Life of Walter Mitty,Fox,"$58,236,838","2,922","$12,765,508","2,909",2013,12,25,http://www.boxofficemojo.com/movies/?id=thesecretlifeofwaltermitty.htm
secretl16pets,8826,The Secret Life of Pets,Uni.,"$368,384,330","4,381","$104,352,905","4,370",2016,7,8,http://www.boxofficemojo.com/movies/?id=thesecretlifeofpets.htm
secreto09ells,8830,The Secret of Kells,GK,"$676,775",37,"$39,826",1,2010,3,5,http://www.boxofficemojo.com/movies/?id=thesecretofkells.htm
secrets00iety,6680,Secret Society,FRun,"$4,725",1,$933,1,2002,6,7,http://www.boxofficemojo.com/movies/?id=secretsociety.htm
secrets08erry,8834,The Secrets of Jonathan Sperry,5&2,"$1,355,079",135,"$258,400",117,2009,9,18,http://www.boxofficemojo.com/movies/?id=thesecretsofjonathansperry.htm
secretw04ndow,6682,Secret Window,Sony,"$48,022,900","3,018","$18,237,568","3,018",2004,3,12,http://www.boxofficemojo.com/movies/?id=secretwindow.htm
secuest05ress,6685,Secuestro Express,Mira.,"$307,208",34,"$45,928",8,2005,8,5,http://www.boxofficemojo.com/movies/?id=secuestroexpress.htm
sedona11dona,6686,Sedona,Pasi.,"$21,638",3,,,2012,3,16,http://www.boxofficemojo.com/movies/?id=sedona.htm
seed:th16tory,6692,Seed: The Untold Story,CEye,"$145,441",35,,3,2016,8,22,http://www.boxofficemojo.com/movies/?id=seedtheuntoldstory.htm
seedofc04ucky,6691,Seed of Chucky,Rog.,"$17,083,732","2,062","$8,774,520","2,061",2004,11,12,http://www.boxofficemojo.com/movies/?id=seedofchucky.htm
seedsof13time,6693,Seeds of Time,KL,"$4,630",2,,,2015,5,22,http://www.boxofficemojo.com/movies/?id=seedsoftime.htm
seeingo04ople,6694,Seeing Other People,Lant,"$87,923",16,"$38,182",16,2004,5,7,http://www.boxofficemojo.com/movies/?id=seeingotherpeople.htm
seeker:07sing,8835,The Seeker: The Dark Is Rising,Fox,"$8,794,452","3,173","$3,745,315","3,141",2007,10,5,http://www.boxofficemojo.com/movies/?id=theseekerthedarkisrising.htm
seeking11tice,6696,Seeking Justice,Anch.,"$411,746",231,"$249,912",231,2012,3,16,http://www.boxofficemojo.com/movies/?id=seekingjustice.htm
seeking12orld,6695,Seeking a Friend for the End of the World,Focus,"$7,078,738","1,625","$3,822,803","1,625",2012,6,22,http://www.boxofficemojo.com/movies/?id=seekingafriendfortheendoftheworld.htm
seenoev06evil,6688,See No Evil,LGF,"$15,032,800","1,270","$4,581,233","1,257",2006,5,19,http://www.boxofficemojo.com/movies/?id=seenoevil.htm
seespot01trun,6689,See Spot Run,WB,"$33,357,476","2,656","$9,715,102","2,656",2001,3,2,http://www.boxofficemojo.com/movies/?id=seespotrun.htm
seewhat09tary,6690,See What I'm Saying: The Deaf Entertainers Documentary,WP,"$118,206",21,"$4,996",1,2010,3,19,http://www.boxofficemojo.com/movies/?id=seewhatimsayingthedeafentertainersdocumentary.htm
self/le15less,6697,Self/Less,Focus,"$12,279,691","2,353","$5,403,460","2,353",2015,7,10,http://www.boxofficemojo.com/movies/?id=self/less.htm
selfish13iant,8836,The Selfish Giant,IFC,"$12,189",6,"$2,589",3,2013,12,20,http://www.boxofficemojo.com/movies/?id=theselfishgiant.htm
selfmed05ated,6698,Self-Medicated,Think,"$100,610",16,"$45,871",16,2007,8,31,http://www.boxofficemojo.com/movies/?id=self-medicated.htm
selma14elma,6699,Selma,Par.,"$52,076,908","2,235","$571,450",19,2014,12,25,http://www.boxofficemojo.com/movies/?id=selma.htm
sembene15ene!,6700,Sembene!,KL,"$28,059",3,,,2015,11,13,http://www.boxofficemojo.com/movies/?id=sembene!.htm
semi-pr08-pro,6701,Semi-Pro,NL,"$33,479,698","3,121","$15,075,114","3,121",2008,2,29,http://www.boxofficemojo.com/movies/?id=semi-pro.htm
senna10enna,6702,Senna,PDA,"$1,612,430",47,"$73,497",2,2011,8,12,http://www.boxofficemojo.com/movies/?id=senna.htm
sennen01joyu,5140,Millennium Actress,GF,"$37,641",6,"$18,732",6,2003,9,12,http://www.boxofficemojo.com/movies/?id=millenniumactress.htm
senorit01iada,6703,Senorita Extraviada,Bal.,"$8,858",1,"$3,775",1,2003,2,21,http://www.boxofficemojo.com/movies/?id=senoritaextraviada.htm
sensati06ight,8837,The Sensation of Sight,Mont.,"$23,457",4,"$8,256",1,2007,11,9,http://www.boxofficemojo.com/movies/?id=thesensationofsight.htm
sentine06inel,8838,The Sentinel,Fox,"$36,280,697","2,851","$14,367,854","2,819",2006,4,21,http://www.boxofficemojo.com/movies/?id=thesentinel.htm
sentoch01ushi,7088,Spirited Away,BV,"$10,055,859",714,"$449,839",26,2002,9,20,http://www.boxofficemojo.com/movies/?id=spiritedaway.htm
seom00seom,8274,The Isle,Emp.,"$20,666",2,"$4,546",1,2002,8,23,http://www.boxofficemojo.com/movies/?id=theisle.htm
seong-n15o-sa,7516,The Advocate: A Missing Body,CJ,"$50,162",9,"$19,770",9,2015,10,23,http://www.boxofficemojo.com/movies/?id=theadvocateamissingbody.htm
seoulse15hing,6705,Seoul Searching,Wonder,"$18,654",2,"$8,966",1,2016,6,17,http://www.boxofficemojo.com/movies/?id=seoulsearching.htm
separat05lies,6706,Separate Lies,FoxS,"$924,260",127,"$22,341",2,2005,9,16,http://www.boxofficemojo.com/movies/?id=separatelies.htm
septemb07dawn,6707,September Dawn,Slow,"$1,066,555",857,"$601,857",857,2007,8,24,http://www.boxofficemojo.com/movies/?id=septemberdawn.htm
septemb09ssue,8839,The September Issue,RAtt.,"$3,820,067",143,"$220,633",6,2009,8,28,http://www.boxofficemojo.com/movies/?id=theseptemberissue.htm
seraphi02eche,6710,"Seraphin, un homme et son peche",All.,"$6,749,187",123,"$880,723",123,2002,11,29,http://www.boxofficemojo.com/movies/?id=seraphinunhommeetsonpeche.htm
seraphi06alls,6709,Seraphim Falls,IDP,"$418,296",52,"$155,560",52,2007,1,26,http://www.boxofficemojo.com/movies/?id=seraphimfalls.htm
seraphi08hine,6711,Seraphine,MBox,"$884,613",24,"$38,637",6,2009,6,5,http://www.boxofficemojo.com/movies/?id=seraphine.htm
serbis08rbis,6712,Serbis,Reg.,"$64,536",4,"$12,824",2,2009,1,30,http://www.boxofficemojo.com/movies/?id=serbis.htm
serbuan11maut,8730,The Raid: Redemption,SPC,"$4,105,187",881,"$213,785",14,2012,3,23,http://www.boxofficemojo.com/movies/?id=theraidredemption.htm
serenai14enai,6713,Serena,Magn.,"$176,391",59,"$100,090",59,2015,3,27,http://www.boxofficemojo.com/movies/?id=serena.htm
serendi01pity,6714,Serendipity,Mira.,"$50,294,317","2,610","$13,309,241","2,601",2001,10,5,http://www.boxofficemojo.com/movies/?id=serendipity.htm
serenit05nity,6715,Serenity,Uni.,"$25,514,517","2,189","$10,086,680","2,188",2005,9,30,http://www.boxofficemojo.com/movies/?id=serenity.htm
seresqu04idos,5742,Only Human,Magn.,"$284,961",13,"$9,590",2,2006,6,16,http://www.boxofficemojo.com/movies/?id=onlyhuman.htm
series701ders,6717,Series 7: The Contenders,USA,"$195,065",10,"$28,844",2,2001,3,2,http://www.boxofficemojo.com/movies/?id=series7thecontenders.htm
serieso04ents,4555,Lemony Snicket's A Series of Unfortunate Events,Par.,"$118,634,549","3,623","$30,061,756","3,620",2004,12,17,http://www.boxofficemojo.com/movies/?id=lemonysnicketsaseriesofunfortunateevents.htm
serious09ight,6718,Serious Moonlight,Magn.,"$25,339",8,"$11,636",8,2009,12,4,http://www.boxofficemojo.com/movies/?id=seriousmoonlight.htm
serious09sman,303,A Serious Man,Focus,"$9,228,768",262,"$251,337",6,2009,10,2,http://www.boxofficemojo.com/movies/?id=aseriousman.htm
serum06erum,6719,Serum,Arv.,$440,1,,,2006,10,30,http://www.boxofficemojo.com/movies/?id=serum.htm
serving02sara,6720,Serving Sara,Par.,"$16,930,185","2,174","$5,758,236","2,154",2002,8,23,http://www.boxofficemojo.com/movies/?id=servingsara.htm
session01ion9,6721,Session 9,USA,"$378,176",30,"$76,493",30,2001,8,10,http://www.boxofficemojo.com/movies/?id=session9.htm
session12ions,8840,The Sessions,FoxS,"$6,002,451",516,"$113,467",4,2012,10,19,http://www.boxofficemojo.com/movies/?id=thesessions.htm
setfire14tars,6722,Set Fire to the Stars,Strand,"$4,280",3,"$1,132",1,2015,6,12,http://www.boxofficemojo.com/movies/?id=setfiretothestars.htm
settai13ttai,6724,Settai,UTV,"$87,838",33,"$52,386",33,2013,4,5,http://www.boxofficemojo.com/movies/?id=settai.htm
settler01lers,8841,The Settlers,FRun,"$14,556",1,"$2,812",1,2002,1,15,http://www.boxofficemojo.com/movies/?id=thesettlers.htm
seukaen03jisa,9574,Untold Scandal,Kino,"$63,332",8,"$6,015",4,2004,10,13,http://www.boxofficemojo.com/movies/?id=untoldscandal.htm
seumool15mool,9442,Twenty (2015),CJ,"$136,125",25,,,2015,4,17,http://www.boxofficemojo.com/movies/?id=twenty(2015).htm
sevenda11opia,6725,Seven Days in Utopia,Visio,"$4,373,074",561,"$1,316,910",561,2011,9,2,http://www.boxofficemojo.com/movies/?id=sevendaysinutopia.htm
sevenfi14five,8842,The Seven Five,IFC,"$48,869",5,"$14,785",2,2015,5,8,http://www.boxofficemojo.com/movies/?id=thesevenfive.htm
sevenpo08unds,6726,Seven Pounds,Sony,"$69,951,824","2,758","$14,851,136","2,758",2008,12,19,http://www.boxofficemojo.com/movies/?id=sevenpounds.htm
sevenps12aths,6727,Seven Psychopaths,CBS,"$15,024,049","1,480","$4,174,915","1,480",2012,10,12,http://www.boxofficemojo.com/movies/?id=sevenpsychopaths.htm
seventh14fire,8843,The Seventh Fire,FM,"$30,112",3,"$8,277",2,2016,7,22,http://www.boxofficemojo.com/movies/?id=theseventhfire.htm
seventh14soni,6728,Seventh Son,Uni.,"$17,223,265","2,875","$7,217,640","2,875",2015,2,6,http://www.boxofficemojo.com/movies/?id=seventhson.htm
severan06ance,6729,Severance,Magn.,"$137,221",34,"$8,316",2,2007,5,18,http://www.boxofficemojo.com/movies/?id=severance.htm
severed07rica,6730,Severed Ways,Magn.,"$18,728",1,"$7,686",1,2009,3,13,http://www.boxofficemojo.com/movies/?id=severedways.htm
"sex,dea15ling",6742,"Sex, Death and Bowling",Mont.,"$5,972",3,$50,1,2015,10,30,http://www.boxofficemojo.com/movies/?id=sexdeathandbowling.htm
"sex,pol02ails",6743,"Sex, Politics & Cocktails",Reg.,"$26,087",2,"$6,058",2,2005,5,20,http://www.boxofficemojo.com/movies/?id=sexpolitics&cocktails.htm
sexandd07h101,6731,Sex and Death 101,Anch.,"$23,624",6,"$13,516",5,2008,4,4,http://www.boxofficemojo.com/movies/?id=sexanddeath101.htm
sexandt08city,6733,Sex and the City,WB (NL),"$152,647,258","3,325","$57,038,404","3,285",2008,5,30,http://www.boxofficemojo.com/movies/?id=sexandthecity.htm
sexandt10ity2,6734,Sex and the City 2,WB (NL),"$95,347,692","3,445","$31,001,870","3,445",2010,5,27,http://www.boxofficemojo.com/movies/?id=sexandthecity2.htm
sexdriv08rive,6736,Sex Drive,Sum.,"$8,402,485","2,421","$3,607,164","2,421",2008,10,17,http://www.boxofficemojo.com/movies/?id=sexdrive.htm
sexisco02medy,6737,Sex is Comedy,IFC,"$40,470",4,"$3,370",1,2004,10,20,http://www.boxofficemojo.com/movies/?id=sexiscomedy.htm
sexposi08tive,6738,Sex Positive,Reg.,"$12,069",1,"$3,408",1,2009,6,12,http://www.boxofficemojo.com/movies/?id=sexpositive.htm
sexsell05uche,6739,Sex Sells: The Making of Touche,HB,"$3,252",1,"$2,386",1,2005,2,25,http://www.boxofficemojo.com/movies/?id=sexsellsthemakingoftouche.htm
sextape14tape,6740,Sex Tape,Sony,"$38,543,473","3,062","$14,608,152","3,062",2014,7,18,http://www.boxofficemojo.com/movies/?id=sextape.htm
sexwith02gers,6741,Sex with Strangers,David,"$254,852",8,"$8,584",4,2002,2,22,http://www.boxofficemojo.com/movies/?id=sexwithstrangers.htm
sexybea00east,6744,Sexy Beast,FoxS,"$6,946,056",194,"$170,356",9,2001,6,15,http://www.boxofficemojo.com/movies/?id=sexybeast.htm
seymour14tion,6745,Seymour: An Introduction,IFC,"$743,541",64,"$26,587",2,2015,3,13,http://www.boxofficemojo.com/movies/?id=seymouranintroduction.htm
shaadik06yaar,6746,Shaadi Karke Phas Gaye Yaar,Eros,"$223,137",27,"$142,462",27,2006,8,4,http://www.boxofficemojo.com/movies/?id=shaadikarkephasgayeyaar.htm
shaadik14ects,6747,Shaadi Ke Side Effects,Eros,"$921,277",108,"$582,672",108,2014,2,28,http://www.boxofficemojo.com/movies/?id=shaadikesideeffects.htm
shaadin05no.1,6748,Shaadi No. 1,Eros,"$336,772",45,"$144,435",45,2005,11,3,http://www.boxofficemojo.com/movies/?id=shaadino.1.htm
shaadis06ehle,6749,Shaadi Se Pehle,RBF,"$111,678",23,"$60,719",23,2006,4,7,http://www.boxofficemojo.com/movies/?id=shaadisepehle.htm
shaanda15daar,6750,Shaandaar,FIP,"$521,794",136,"$384,685",136,2015,10,22,http://www.boxofficemojo.com/movies/?id=shaandaar.htm
shackle01max),6751,Shackleton's Antarctic Adventure (IMAX),WGB.,"$15,553,324",26,"$132,548",4,2001,2,10,http://www.boxofficemojo.com/movies/?id=shackletonsantarcticadventure(imax).htm
shade03hade,6752,Shade,RKO,"$25,032",6,"$10,696",1,2004,4,9,http://www.boxofficemojo.com/movies/?id=shade.htm
shadowb05oxer,6758,Shadowboxer,Free,"$370,627",43,"$103,238",22,2006,7,21,http://www.boxofficemojo.com/movies/?id=shadowboxer.htm
shadowd05ncer,6753,Shadow Dancer,Magn.,"$100,616",14,"$10,672",2,2013,5,31,http://www.boxofficemojo.com/movies/?id=shadowdancer.htm
shadowg01ries,6754,Shadow Glories,Hmz,"$24,997",,,,2001,9,28,http://www.boxofficemojo.com/movies/?id=shadowglories.htm
shadowh00ours,6755,Shadow Hours,CanW,"$38,181",7,"$14,392",7,2000,7,14,http://www.boxofficemojo.com/movies/?id=shadowhours.htm
shadowo00pire,6756,Shadow of the Vampire,Lions,"$8,293,784",513,"$150,171",6,2000,12,29,http://www.boxofficemojo.com/movies/?id=shadowofthevampire.htm
shadoww16orld,6757,Shadow World,TriCoast,,,,,2016,10,14,http://www.boxofficemojo.com/movies/?id=shadowworld.htm
shaft00haft,6759,Shaft,Par.,"$70,334,258","2,433","$21,714,757","2,337",2000,6,16,http://www.boxofficemojo.com/movies/?id=shaft.htm
shaggyd06ydog,8844,The Shaggy Dog,BV,"$61,123,569","3,501","$16,310,058","3,501",2006,3,10,http://www.boxofficemojo.com/movies/?id=theshaggydog.htm
shahid12ahid,6760,Shahid,UTV,"$12,153",16,"$12,153",16,2013,10,18,http://www.boxofficemojo.com/movies/?id=shahid.htm
shakeha04aire,6762,Shake Hands with the Devil: The Journey of Romeo Dallaire,CalN,"$68,249",4,"$1,848",1,2005,5,13,http://www.boxofficemojo.com/movies/?id=shakehandswiththedevilthejourneyofromeodallaire.htm
shakeha07evil,6761,Shake Hands with the Devil,Reg.,$594,1,$86,1,2010,10,29,http://www.boxofficemojo.com/movies/?id=shakehandswiththedevil.htm
shakesp05bars,6763,Shakespeare Behind Bars,ICir,"$48,594",5,"$2,253",1,2006,3,10,http://www.boxofficemojo.com/movies/?id=shakespearebehindbars.htm
shallow01whal,6766,Shallow Hal,Fox,"$70,839,203","2,799","$22,518,295","2,770",2001,11,9,http://www.boxofficemojo.com/movies/?id=shallowhal.htm
shallow16lows,8845,The Shallows,Sony,"$55,124,043","2,962","$16,800,868","2,962",2016,6,24,http://www.boxofficemojo.com/movies/?id=theshallows.htm
shallwe04ance,6764,Shall We Dance,Mira.,"$57,890,460","2,542","$11,783,467","1,772",2004,10,15,http://www.boxofficemojo.com/movies/?id=shallwedance.htm
shame11hame,6767,Shame,FoxS,"$3,909,002",95,"$349,519",10,2011,12,2,http://www.boxofficemojo.com/movies/?id=shame.htm
shamita15tabh,6768,Shamitabh,Eros,"$324,597",137,"$241,720",137,2015,2,6,http://www.boxofficemojo.com/movies/?id=shamitabh.htm
shangha00noon,6773,Shanghai Noon,BV,"$56,937,502","2,751","$15,607,034","2,711",2000,5,26,http://www.boxofficemojo.com/movies/?id=shanghainoon.htm
shangha02etto,6771,Shanghai Ghetto,Men.,"$712,446",13,"$10,356",1,2002,9,27,http://www.boxofficemojo.com/movies/?id=shanghaighetto.htm
shangha03ghts,6772,Shanghai Knights,BV,"$60,476,872","2,755","$19,603,630","2,753",2003,2,7,http://www.boxofficemojo.com/movies/?id=shanghaiknights.htm
