key,originalorder,title,studio,totalgross,totaltheaters,openinggross,openingtheaters,opening_year,opening_month,opening_day,boxofficemojo_url
3103,99,3 (2011),Strand,"$59,954",6,"$9,821",4,2011,9,16,http://www.boxofficemojo.com/movies/?id=3(2011).htm
4044,126,4,Leis.,"$20,523",1,"$5,815",1,2006,4,7,http://www.boxofficemojo.com/movies/?id=4.htm
120712,27,12,SPC,"$125,120",20,"$12,042",5,2009,3,4,http://www.boxofficemojo.com/movies/?id=12.htm
150515,44,15,Pict.,"$3,013",1,$633,1,2005,4,13,http://www.boxofficemojo.com/movies/?id=15.htm
210821,84,21,Sony,"$81,159,365","2,952","$24,105,943","2,648",2008,3,28,http://www.boxofficemojo.com/movies/?id=21.htm
311631,119,31,Saban,"$779,820",538,,,2016,8,26,http://www.boxofficemojo.com/movies/?id=31.htm
331533,7498,The 33,WB,"$12,227,722","2,452","$5,787,266","2,452",2015,11,13,http://www.boxofficemojo.com/movies/?id=the33.htm
421342,130,42,WB,"$95,020,213","3,405","$27,487,144","3,003",2013,4,12,http://www.boxofficemojo.com/movies/?id=42.htm
30006300,116,300,WB,"$210,614,939","3,280","$70,885,301","3,103",2007,3,9,http://www.boxofficemojo.com/movies/?id=300.htm
360011360,123,360,Magn.,"$100,343",12,"$12,186",2,2012,8,3,http://www.boxofficemojo.com/movies/?id=360.htm
1408071408,43,1408,MGM/W,"$71,985,628","2,733","$20,617,667","2,678",2007,6,22,http://www.boxofficemojo.com/movies/?id=1408.htm
1915151915,54,1915,BM,"$111,682",10,"$30,448",8,2015,4,17,http://www.boxofficemojo.com/movies/?id=1915.htm
2046042046,82,2046,SPC,"$1,444,588",61,"$113,074",4,2005,8,5,http://www.boxofficemojo.com/movies/?id=2046.htm
45365095365,133,45365,7Arts,$853,1,$107,1,2010,2,26,http://www.boxofficemojo.com/movies/?id=45365.htm
#horror15rror,1,#Horror,IFC,,,,,2015,11,20,http://www.boxofficemojo.com/movies/?id=#horror.htm
$9.99089.99,2,$9.99,Reg.,"$52,384",4,$478,1,2008,12,12,http://www.boxofficemojo.com/movies/?id=$9.99.htm
...sogo06tion,6978,So Goes the Nation,IFC,"$10,337",4,"$2,622",4,2006,10,4,http://www.boxofficemojo.com/movies/?id=sogoesthenation.htm
[500]da09mmer,4,(500) Days of Summer,FoxS,"$32,391,374","1,048","$834,501",27,2009,7,17,http://www.boxofficemojo.com/movies/?id=(500)daysofsummer.htm
[rec]209ec]2,6,[Rec] 2,Magn.,"$27,766",7,"$8,191",5,2010,7,9,http://www.boxofficemojo.com/movies/?id=[rec]2.htm
[rec]312esis,6284,Rec 3: Genesis,Magn.,"$9,600",8,"$3,001",8,2012,9,7,http://www.boxofficemojo.com/movies/?id=rec3genesis.htm
[rec]4:14psis,6285,REC 4: Apocalypse,Magn.,$837,5,$708,5,2015,1,2,http://www.boxofficemojo.com/movies/?id=rec4apocalypse.htm
[untitl09led],5,(Untitled),Gold.,"$230,600",25,"$18,002",3,2009,10,23,http://www.boxofficemojo.com/movies/?id=(untitled).htm
1+1=11031=11,10,1+1=11,Eros,"$132,498",18,"$92,342",18,2003,3,28,http://www.boxofficemojo.com/movies/?id=1+1=11.htm
"10,000b0800bc",17,"10,000 B.C.",WB,"$94,784,201","3,454","$35,867,488","3,410",2008,3,7,http://www.boxofficemojo.com/movies/?id=10000b.c..htm
10.000k1400km,18,"10,000 Km",BG,"$12,423",11,"$8,941",11,2015,7,10,http://www.boxofficemojo.com/movies/?id=10000km.htm
1001gra14gram,20,1001 Grams,KL,"$10,983",1,,,2015,5,8,http://www.boxofficemojo.com/movies/?id=1001grams.htm
100bloo12cres,19,100 Bloody Acres,DR,"$6,388",13,"$3,419",13,2013,6,28,http://www.boxofficemojo.com/movies/?id=100bloodyacres.htm
101reyk00avik,21,101 Reykjavik,Men.,"$126,404",2,"$14,656",2,2001,7,27,http://www.boxofficemojo.com/movies/?id=101reykjavik.htm
102dalm00ians,22,102 Dalmatians,BV,"$66,957,026","2,704","$19,883,351","2,704",2000,11,22,http://www.boxofficemojo.com/movies/?id=102dalmatians.htm
10clove16lane,11,10 Cloverfield Lane,Par.,"$72,082,998","3,427","$24,727,437","3,391",2016,3,11,http://www.boxofficemojo.com/movies/?id=10cloverfieldlane.htm
10daysi15ouse,12,10 Days in a Madhouse,CafeP,"$14,616",10,"$4,773",1,2015,11,11,http://www.boxofficemojo.com/movies/?id=10daysinamadhouse.htm
10items06less,13,10 Items or Less,Think,"$83,291",15,"$35,929",15,2006,12,1,http://www.boxofficemojo.com/movies/?id=10itemsorless.htm
10quest06lama,14,10 Questions for the Dalai Lama,Mont.,"$224,546",11,,,2007,4,27,http://www.boxofficemojo.com/movies/?id=10questionsforthedalailama.htm
10rules13ound,15,10 Rules for Sleeping Around,Scre.,,,,,2014,4,4,http://www.boxofficemojo.com/movies/?id=10rulesforsleepingaround.htm
10th&wo06wolf,23,10th & Wolf,Think,"$54,702",6,"$20,774",6,2006,8,18,http://www.boxofficemojo.com/movies/?id=10th&wolf.htm
10years11ears,16,10 Years,Anch.,"$203,373",63,"$22,707",3,2012,9,14,http://www.boxofficemojo.com/movies/?id=10years.htm
11-11-1111-11,25,11-11-11,Rocket,"$32,771",17,"$32,771",17,2011,11,11,http://www.boxofficemojo.com/movies/?id=11-11-11.htm
11thhou07ouri,7493,The 11th Hour,WIP,"$707,343",111,"$60,853",4,2007,8,17,http://www.boxofficemojo.com/movies/?id=the11thhour.htm
12/12/1122/12,31,12/12/12,Wein.,,2,,2,2013,11,15,http://www.boxofficemojo.com/movies/?id=12/12/12.htm
127hour10ours,33,127 Hours,FoxS,"$18,335,230",916,"$264,851",4,2010,11,5,http://www.boxofficemojo.com/movies/?id=127hours.htm
12andho05ding,9440,Twelve and Holding,IFC,"$96,464",15,"$11,456",3,2006,5,19,http://www.boxofficemojo.com/movies/?id=twelveandholding.htm
12o'clo13boys,28,12 O'Clock Boys,Osci.,"$82,614",21,"$44,108",21,2014,1,31,http://www.boxofficemojo.com/movies/?id=12oclockboys.htm
12round09unds,29,12 Rounds,Fox,"$12,234,694","2,331","$5,329,240","2,331",2009,3,27,http://www.boxofficemojo.com/movies/?id=12rounds.htm
12years13lave,30,12 Years a Slave,FoxS,"$56,671,993","1,474","$923,715",19,2013,10,18,http://www.boxofficemojo.com/movies/?id=12yearsaslave.htm
13assas11sins,34,13 Assassins,Magn.,"$802,778",31,"$45,854",4,2011,4,29,http://www.boxofficemojo.com/movies/?id=13assassins.htm
13b:fea09ress,41,13B,AdL.,"$12,449",10,"$6,752",10,2009,3,6,http://www.boxofficemojo.com/movies/?id=13b.htm
13going04on30,36,13 Going on 30,SonR,"$57,231,747","3,453","$21,054,283","3,438",2004,4,23,http://www.boxofficemojo.com/movies/?id=13goingon30.htm
13hours16ours,37,13 Hours: The Secret Soldiers of Benghazi,Par.,"$52,853,219","2,917","$16,194,738","2,389",2016,1,15,http://www.boxofficemojo.com/movies/?id=13hoursthesecretsoldiersofbenghazi.htm
13month07hine,38,13 Months of Sunshine,,"$2,337",1,"$2,237",1,2008,6,6,http://www.boxofficemojo.com/movies/?id=13monthsofsunshine.htm
13sins14sins,39,13 Sins,RTWC,"$13,809",45,"$9,261",45,2014,4,18,http://www.boxofficemojo.com/movies/?id=13sins.htm
13thall08lley,7494,The 13th Alley,SChf.,"$250,992",72,"$112,946",72,2008,6,13,http://www.boxofficemojo.com/movies/?id=the13thalley.htm
13tzame05meti,40,13 Tzameti,Palm,"$121,390",6,"$10,805",1,2006,7,28,http://www.boxofficemojo.com/movies/?id=13tzameti.htm
15fevr011839,45,15 Fevrier 1839,Chris.,"$248,093",36,"$45,610",6,2001,1,26,http://www.boxofficemojo.com/movies/?id=15fevrier1839.htm
15minut01utes,46,15 Minutes,NL,"$24,403,552","2,337","$10,523,154","2,337",2001,3,9,http://www.boxofficemojo.com/movies/?id=15minutes.htm
16block06ocks,47,16 Blocks,WB,"$36,895,141","2,706","$11,855,260","2,706",2006,3,3,http://www.boxofficemojo.com/movies/?id=16blocks.htm
16years03ohol,48,16 Years of Alcohol,Tar.,"$8,046",2,"$2,863",1,2005,3,15,http://www.boxofficemojo.com/movies/?id=16yearsofalcohol.htm
1732hot98tten,1237,Bloody Angels,USA,"$6,509",,,,2001,5,25,http://www.boxofficemojo.com/movies/?id=bloodyangels.htm
17again09gain,49,17 Again,WB (NL),"$64,167,069","3,255","$23,722,310","3,255",2009,4,17,http://www.boxofficemojo.com/movies/?id=17again.htm
17fille11lles,50,17 Girls,Strand,"$15,123",10,"$4,449",10,2012,9,21,http://www.boxofficemojo.com/movies/?id=17girls.htm
17suide04kong,2904,Formula 17,Strand,"$15,427",1,"$5,124",1,2005,8,26,http://www.boxofficemojo.com/movies/?id=formula17.htm
180sout10outh,52,180 South,Magn.,"$31,745",4,"$10,269",4,2010,5,21,http://www.boxofficemojo.com/movies/?id=180south.htm
18ansap03pres,51,18 ans apres,TVA,"$25,611",34,"$25,611",34,2003,5,2,http://www.boxofficemojo.com/movies/?id=18ansapres.htm
1920lon16ndon,55,1920 London,Rel.,,33,,33,2016,5,6,http://www.boxofficemojo.com/movies/?id=1920london.htm
"20,000d14arth",66,"20,000 Days on Earth",Drft.,"$279,558",28,"$27,879",1,2014,9,17,http://www.boxofficemojo.com/movies/?id=20000daysonearth.htm
2005aca06ilms,69,2005 Academy Award Nominated Short Films,Magn.,"$157,415",12,"$28,571",6,2006,2,24,http://www.boxofficemojo.com/movies/?id=2005academyawardnominatedshortfilms.htm
2006aca07ilms,7495,The 2006 Academy Award Nominated Short Films,Magn.,"$335,090",38,"$105,709",38,2007,2,16,http://www.boxofficemojo.com/movies/?id=the2006academyawardnominatedshortfilms.htm
2007aca08ilms,70,2007 Academy Award Nominated Short Films,Magn.,"$508,695",,"$197,664",65,2008,2,15,http://www.boxofficemojo.com/movies/?id=2007academyawardnominatedshortfilms.htm
2008osc09orts,71,2008 Oscar Shorts,Shrts.,"$644,635",60,"$150,203",41,2009,2,6,http://www.boxofficemojo.com/movies/?id=2008oscarshorts.htm
200cart13rtas,67,200 Cartas,VF,"$9,338",2,"$9,338",2,2013,6,14,http://www.boxofficemojo.com/movies/?id=200cartas.htm
2010osc10orts,72,2010 Oscar Shorts,Shrts.,"$1,018,169",95,"$291,360",95,2010,2,19,http://www.boxofficemojo.com/movies/?id=2010oscarshorts.htm
2011osc11orts,73,2011 Oscar Shorts,Shrts.,"$1,352,152",117,"$300,706",95,2011,2,11,http://www.boxofficemojo.com/movies/?id=2011oscarshorts.htm
2012:ti10ange,76,2012: Time for Change,Mang.,"$68,339",2,"$9,009",1,2010,4,9,http://www.boxofficemojo.com/movies/?id=2012timeforchange.htm
2012i09012i,74,2012,Sony,"$166,112,167","3,444","$65,237,614","3,404",2009,11,13,http://www.boxofficemojo.com/movies/?id=2012.htm
2012osc12ilms,75,2012 Oscar Nominated Short Films,Shrts.,"$1,702,415",146,"$412,304",120,2012,2,10,http://www.boxofficemojo.com/movies/?id=2012oscarnominatedshortfilms.htm
2013osc13ilms,77,2013 Oscar Nominated Short Films,Shrts.,"$2,142,342",266,"$371,605",105,2013,2,1,http://www.boxofficemojo.com/movies/?id=2013oscarnominatedshortfilms.htm
2014osc14ilms,78,2014 Oscar Nominated Short Films,Shrts.,"$2,171,849",167,"$329,505",105,2014,1,31,http://www.boxofficemojo.com/movies/?id=2014oscarnominatedshortfilms.htm
2015osc15ilms,79,2015 Oscar Nominated Short Films,Shrts.,"$2,412,593",280,"$416,850",118,2015,1,30,http://www.boxofficemojo.com/movies/?id=2015oscarnominatedshortfilms.htm
2016oba12rica,80,2016 Obama's America,RM,"$33,449,086","2,017","$31,610",1,2012,7,13,http://www.boxofficemojo.com/movies/?id=2016obamasamerica.htm
2016osc16ilms,81,2016 Oscar Nominated Short Films,Shrts.,"$2,816,816",260,"$559,502",123,2016,1,29,http://www.boxofficemojo.com/movies/?id=2016oscarnominatedshortfilms.htm
20centi05tros,63,20 Centimeters,TLA,"$6,635",2,"$2,177",1,2006,10,27,http://www.boxofficemojo.com/movies/?id=20centimeters.htm
20feetf13rdom,64,20 Feet from Stardom,RTWC,"$4,946,445",147,"$54,596",3,2013,6,14,http://www.boxofficemojo.com/movies/?id=20feetfromstardom.htm
20thcen16omen,83,20th Century Women,A24,"$5,664,764",650,"$111,200",4,2016,12,28,http://www.boxofficemojo.com/movies/?id=20thcenturywomen.htm
21andov13over,85,21 and Over,Rela.,"$25,682,380","2,771","$8,754,168","2,771",2013,3,1,http://www.boxofficemojo.com/movies/?id=21andover.htm
21grams03rams,86,21 Grams,Focus,"$16,290,476",411,"$274,454",8,2003,11,21,http://www.boxofficemojo.com/movies/?id=21grams.htm
21jumps12reet,87,21 Jump Street,Sony,"$138,447,667","3,148","$36,302,612","3,121",2012,3,16,http://www.boxofficemojo.com/movies/?id=21jumpstreet.htm
22bulle13lets,88,22 Bullets,Cdgm.,,,,,2013,1,,http://www.boxofficemojo.com/movies/?id=22bullets.htm
22jumps14reet,89,22 Jump Street,Sony,"$191,719,337","3,426","$57,071,445","3,306",2014,6,13,http://www.boxofficemojo.com/movies/?id=22jumpstreet.htm
23blast14last,90,23 Blast,OAE,"$549,185",617,"$337,091",617,2014,10,24,http://www.boxofficemojo.com/movies/?id=23blast.htm
24hourp02ople,92,24 Hour Party People,MGM,"$1,184,096",37,"$34,940",2,2002,8,9,http://www.boxofficemojo.com/movies/?id=24hourpartypeople.htm
24thday04hday,7496,The 24th Day,Scre.,"$14,460",1,"$2,001",1,2004,5,14,http://www.boxofficemojo.com/movies/?id=the24thday.htm
25thhou02hour,93,25th Hour,BV,"$13,084,595",495,"$108,865",5,2002,12,19,http://www.boxofficemojo.com/movies/?id=25thhour.htm
27dress08sses,94,27 Dresses,Fox,"$76,808,654","3,074","$23,007,725","3,057",2008,1,18,http://www.boxofficemojo.com/movies/?id=27dresses.htm
28days00days,95,28 Days,Sony,"$37,170,488","2,523","$10,310,672","2,523",2000,4,14,http://www.boxofficemojo.com/movies/?id=28days.htm
28daysl02ater,96,28 Days Later,FoxS,"$45,064,915","1,407","$10,061,858","1,260",2003,6,27,http://www.boxofficemojo.com/movies/?id=28dayslater.htm
28hotel12ooms,97,28 Hotel Rooms,Osci.,"$18,869",5,"$1,869",1,2012,11,9,http://www.boxofficemojo.com/movies/?id=28hotelrooms.htm
28weeks07ater,98,28 Weeks Later,FoxA,"$28,638,916","2,305","$9,807,292","2,303",2007,5,11,http://www.boxofficemojo.com/movies/?id=28weekslater.htm
2automn13vers,56,"2 Autumns, 3 Winters",FM,"$5,819",1,"$2,163",1,2014,6,6,http://www.boxofficemojo.com/movies/?id=2autumns3winters.htm
2daysin07aris,58,2 Days in Paris,Gold.,"$4,433,994",148,"$173,641",10,2007,8,10,http://www.boxofficemojo.com/movies/?id=2daysinparis.htm
2daysin12york,57,2 Days in New York,Magn.,"$633,210",42,"$23,942",2,2012,8,10,http://www.boxofficemojo.com/movies/?id=2daysinnewyork.htm
2fast2f03ious,59,2 Fast 2 Furious,Uni.,"$127,154,901","3,418","$50,472,480","3,408",2003,6,6,http://www.boxofficemojo.com/movies/?id=2fast2furious.htm
2guns13guns,60,2 Guns,Uni.,"$75,612,460","3,028","$27,059,130","3,025",2013,8,2,http://www.boxofficemojo.com/movies/?id=2guns.htm
2jacks12acks,61,2 Jacks,BGP,,,,,2013,10,18,http://www.boxofficemojo.com/movies/?id=2jacks.htm
2states14ates,62,2 States,UTV,"$2,238,174",137,"$1,073,898",135,2014,4,18,http://www.boxofficemojo.com/movies/?id=2states.htm
3:10toy07yuma,111,3:10 to Yuma (2007),LGF,"$53,606,916","3,006","$14,035,033","2,652",2007,9,7,http://www.boxofficemojo.com/movies/?id=310toyuma(2007).htm
300:ris14pire,117,300: Rise of An Empire,WB,"$106,580,051","3,490","$45,038,460","3,470",2014,3,7,http://www.boxofficemojo.com/movies/?id=300riseofanempire.htm
3000mil01land,118,3000 Miles to Graceland,WB,"$15,749,959","2,545","$7,160,521","2,545",2001,2,23,http://www.boxofficemojo.com/movies/?id=3000milestograceland.htm
30beats12eats,112,30 Beats,RAtt.,"$14,693",15,"$8,624",15,2012,7,20,http://www.boxofficemojo.com/movies/?id=30beats.htm
30dayso07ight,113,30 Days of Night,Sony,"$39,568,996","2,859","$15,951,902","2,855",2007,10,19,http://www.boxofficemojo.com/movies/?id=30daysofnight.htm
30minut11less,114,30 Minutes or Less,Sony,"$37,053,924","2,888","$13,330,118","2,888",2011,8,12,http://www.boxofficemojo.com/movies/?id=30minutesorless.htm
30years01life,115,30 Years to Life,Inn.,"$103,540",6,"$3,376",1,2002,6,7,http://www.boxofficemojo.com/movies/?id=30yearstolife.htm
31/2min15lets,100,"3 1/2 Minutes, 10 Bullets",Part.,"$30,407",8,"$2,238",1,2015,6,19,http://www.boxofficemojo.com/movies/?id=31/2minutes10bullets.htm
35andti11king,120,35 and Ticking,Imag.,"$113,794",6,"$29,808",6,2011,5,20,http://www.boxofficemojo.com/movies/?id=35andticking.htm
35rhums08hums,121,35 Shots of Rum,CGld,"$177,511",5,"$9,576",1,2009,9,16,http://www.boxofficemojo.com/movies/?id=35shotsofrum.htm
36saint13ints,122,36 Saints,AFP,"$11,640",9,"$7,373",9,2013,9,6,http://www.boxofficemojo.com/movies/?id=36saints.htm
36vuesd09loup,744,Around a Small Mountain,CGld,"$33,216",3,"$5,326",1,2010,7,9,http://www.boxofficemojo.com/movies/?id=aroundasmallmountain.htm
39pound05love,124,39 Pounds of Love,Bal.,"$28,195",8,"$4,217",1,2005,11,23,http://www.boxofficemojo.com/movies/?id=39poundsoflove.htm
3backya10ards,101,3 Backyards,Scre.,"$43,073",3,"$11,332",1,2011,3,11,http://www.boxofficemojo.com/movies/?id=3backyards.htm
3coeurs14eurs,104,3 Hearts,Cohen,"$164,992",29,"$11,794",1,2015,3,13,http://www.boxofficemojo.com/movies/?id=3hearts.htm
3daysto14kill,102,3 Days to Kill,Rela.,"$30,697,999","2,872","$12,242,218","2,872",2014,2,21,http://www.boxofficemojo.com/movies/?id=3daystokill.htm
3droupu11jian,6735,Sex and Zen 3D: Extreme Ecstasy,CL,"$153,215",10,$903,1,2011,8,12,http://www.boxofficemojo.com/movies/?id=sexandzen3dextremeecstasy.htm
3geezer13ers!,103,3 Geezers!,,"$4,175",15,"$1,372",15,2013,5,22,http://www.boxofficemojo.com/movies/?id=3geezers!.htm
3idiots09iots,105,3 Idiots,Relbig.,"$6,532,874",156,"$1,645,502",119,2009,12,23,http://www.boxofficemojo.com/movies/?id=3idiots.htm
3needle05dles,106,3 Needles,Wlfe.,,7,,7,2006,12,1,http://www.boxofficemojo.com/movies/?id=3needles.htm
3nights14sert,107,3 Nights in the Desert,Mont.,"$1,297",2,$234,2,2015,2,6,http://www.boxofficemojo.com/movies/?id=3nightsinthedesert.htm
3strike00ikes,108,3 Strikes,MGM,"$9,832,166",678,"$3,684,704",678,2000,3,1,http://www.boxofficemojo.com/movies/?id=3strikes.htm
3weeksi16evan,109,3 Weeks in Yerevan,RME,"$45,536",4,"$29,245",3,2016,9,16,http://www.boxofficemojo.com/movies/?id=3weeksinyerevan.htm
4:44las11arth,128,4:44: Last Day on Earth,IFC,"$17,801",3,"$8,355",3,2012,3,23,http://www.boxofficemojo.com/movies/?id=444lastdayonearth.htm
4:riseo07rfer,2711,Fantastic Four: Rise of the Silver Surfer,Fox,"$131,921,738","3,963","$58,051,684","3,959",2007,6,15,http://www.boxofficemojo.com/movies/?id=fantasticfourriseofthesilversurfer.htm
40daysa02ghts,129,40 Days and 40 Nights,Mira.,"$37,950,822","2,399","$12,229,529","2,225",2002,3,1,http://www.boxofficemojo.com/movies/?id=40daysand40nights.htm
40yearo05rgin,7499,The 40-Year-Old Virgin,Uni.,"$109,449,237","3,006","$21,422,815","2,845",2005,8,19,http://www.boxofficemojo.com/movies/?id=the40-year-oldvirgin.htm
44inchc09hest,131,44 Inch Chest,Imag.,"$39,033",5,"$4,185",1,2010,1,15,http://www.boxofficemojo.com/movies/?id=44inchchest.htm
45years15ears,132,45 Years,IFC,"$4,247,285",251,"$65,775",3,2015,12,23,http://www.boxofficemojo.com/movies/?id=45years.htm
47ronin13onin,134,47 Ronin,Uni.,"$38,362,475","2,690","$9,910,310","2,689",2013,12,25,http://www.boxofficemojo.com/movies/?id=47ronin.htm
49up0649up,135,49 Up,FRun,"$241,772",21,"$53,277",21,2006,10,6,http://www.boxofficemojo.com/movies/?id=49up.htm
"4luni,307zile",127,"4 Months, 3 Weeks, 2 Days",IFC,"$1,198,208",47,"$51,712",2,2008,1,25,http://www.boxofficemojo.com/movies/?id=4months3weeks2days.htm
4thteno02enor,7500,The 4th Tenor,Wine,"$2,152",2,"$2,152",2,2002,11,22,http://www.boxofficemojo.com/movies/?id=the4thtenor.htm
50/50110/50,143,50/50,Sum.,"$35,014,192","2,479","$8,644,095","2,458",2011,9,30,http://www.boxofficemojo.com/movies/?id=50/50.htm
50first04ates,140,50 First Dates,Sony,"$120,908,074","3,612","$39,852,237","3,591",2004,2,13,http://www.boxofficemojo.com/movies/?id=50firstdates.htm
50to1140to1,141,50 to 1,10F,"$1,064,454",133,"$78,480",19,2014,3,21,http://www.boxofficemojo.com/movies/?id=50to1.htm
50ways05lous,142,50 Ways of Saying Fabulous,Olive,"$4,800",1,"$4,800",1,2006,6,2,http://www.boxofficemojo.com/movies/?id=50waysofsayingfabulous.htm
51birch05reet,144,51 Birch Street,Truly,"$84,689",6,"$10,827",2,2006,10,18,http://www.boxofficemojo.com/movies/?id=51birchstreet.htm
51ststa01tate,2905,Formula 51,SGem,"$5,204,007","1,857","$2,817,719","1,857",2002,10,18,http://www.boxofficemojo.com/movies/?id=formula51.htm
52tuesd13days,145,52 Tuesdays,KL,,,"$1,828",1,2015,4,3,http://www.boxofficemojo.com/movies/?id=52tuesdays.htm
56up1356up,146,56 Up,FRun,"$701,278",33,"$22,088",1,2013,1,4,http://www.boxofficemojo.com/movies/?id=56up.htm
5daysof11fwar,137,5 Days of War,Anch.,"$17,479",6,"$6,254",2,2011,8,19,http://www.boxofficemojo.com/movies/?id=5daysofwar.htm
5flight14tsup,138,5 Flights Up,Focus,"$1,020,921",94,"$238,491",87,2015,5,8,http://www.boxofficemojo.com/movies/?id=5flightsup.htm
5thquar10rter,7501,The 5th Quarter,RM,"$408,159",123,"$202,342",123,2011,3,25,http://www.boxofficemojo.com/movies/?id=the5thquarter.htm
5thwave16wave,7502,The 5th Wave,Sony,"$34,916,787","2,908","$10,326,356","2,908",2016,1,22,http://www.boxofficemojo.com/movies/?id=the5thwave.htm
5to7145to7,139,5 to 7,IFC,"$162,685",27,"$18,006",2,2015,4,3,http://www.boxofficemojo.com/movies/?id=5to7.htm
5x2045x2,147,5x2,Think,"$128,752",5,"$15,667",2,2005,6,10,http://www.boxofficemojo.com/movies/?id=5x2.htm
6monthr11rule,148,6 Month Rule,SIP,"$14,057",3,"$1,963",1,2012,6,1,http://www.boxofficemojo.com/movies/?id=6monthrule.htm
6souls10ouls,149,6 Souls,RTWC,,54,,54,2013,4,5,http://www.boxofficemojo.com/movies/?id=6souls.htm
6thday00hday,7503,The 6th Day,Sony,"$34,604,280","2,516","$13,020,883","2,516",2000,11,17,http://www.boxofficemojo.com/movies/?id=the6thday.htm
6years15ears,150,6 Years,Orch.,,,,,2015,8,18,http://www.boxofficemojo.com/movies/?id=6years.htm
'7114'71,156,'71,RAtt.,"$1,270,847",121,"$55,761",4,2015,2,27,http://www.boxofficemojo.com/movies/?id=71.htm
7cajas12ajas,151,7 Boxes,BGP,"$38,106",7,"$6,447",6,2014,2,7,http://www.boxofficemojo.com/movies/?id=7boxes.htm
7chines15hers,152,7 Chinese Brothers,Scre.,"$28,180",8,,,2015,8,28,http://www.boxofficemojo.com/movies/?id=7chinesebrothers.htm
7dias05dias,153,7 Dias,Xen.,"$16,791",8,"$10,548",8,2007,8,17,http://www.boxofficemojo.com/movies/?id=7dias.htm
7khoonm11maaf,154,7 Khoon Maaf,UTV,"$270,207",68,"$164,153",65,2011,2,18,http://www.boxofficemojo.com/movies/?id=7khoonmaaf.htm
7minute14esii,155,7 Minutes,SM,,,,,2015,6,26,http://www.boxofficemojo.com/movies/?id=7minutes.htm
7thstre02reet,158,7th Street,PAc.,"$15,629",1,"$6,354",1,2003,1,17,http://www.boxofficemojo.com/movies/?id=7thstreet.htm
8:themo10tion,163,8: The Mormon Proposition,RF,"$100,280",16,"$42,566",16,2010,6,18,http://www.boxofficemojo.com/movies/?id=8themormonproposition.htm
800bala02alas,164,800 Bullets,TLA,$866,2,$866,2,2004,10,29,http://www.boxofficemojo.com/movies/?id=800bullets.htm
81/2wom99omen,159,8 1/2 Women,Lions,"$424,123",30,"$92,000",16,2000,5,26,http://www.boxofficemojo.com/movies/?id=81/2women.htm
88minut07utes,165,88 Minutes,Sony,"$17,213,467","2,168","$6,957,216","2,168",2008,4,18,http://www.boxofficemojo.com/movies/?id=88minutes.htm
8femmes02mmes,162,8 Women,Focus,"$3,098,776",85,"$52,489",3,2002,9,6,http://www.boxofficemojo.com/movies/?id=8women.htm
8filmst15015),160,8 Films to Die For (2015),ADF,,11,,11,2015,10,16,http://www.boxofficemojo.com/movies/?id=8filmstodiefor(2015).htm
8mile02mile,161,8 Mile,Uni.,"$116,750,901","2,585","$51,240,555","2,470",2002,11,8,http://www.boxofficemojo.com/movies/?id=8mile.htm
9/11039/11,168,9/11,Emp.,"$127,035",6,"$7,046",1,2003,7,18,http://www.boxofficemojo.com/movies/?id=9/11.htm
90minut15aven,169,90 Minutes in Heaven,Gold.,"$4,842,699",899,"$2,035,273",878,2015,9,11,http://www.boxofficemojo.com/movies/?id=90minutesinheaven.htm
95miles04togo,170,95 Miles to Go,Think,"$3,195",2,"$2,203",2,2006,4,7,http://www.boxofficemojo.com/movies/?id=95milestogo.htm
99%:the13film,172,99% - The Occupy Wall Street Collaborative Film,Part.,,,,,2013,9,6,http://www.boxofficemojo.com/movies/?id=99%-theoccupywallstreetcollaborativefilm.htm
99homes14omes,171,99 Homes,BG,"$1,411,927",691,"$32,253",2,2015,9,25,http://www.boxofficemojo.com/movies/?id=99homes.htm
99i0999i,166,9,Focus,"$31,749,894","2,060","$10,740,446","1,661",2009,9,9,http://www.boxofficemojo.com/movies/?id=9.htm
9dead02guys,5518,Nine Dead Gay Guys,TLA,"$26,377",2,"$3,462",1,2003,10,17,http://www.boxofficemojo.com/movies/?id=ninedeadgayguys.htm
9songs04ongs,167,9 Songs,Tar.,"$66,853",3,"$13,457",1,2005,7,22,http://www.boxofficemojo.com/movies/?id=9songs.htm
a.c.o.d13o.d.,348,A.C.O.D.,TFA,"$175,705",42,"$19,001",3,2013,10,4,http://www.boxofficemojo.com/movies/?id=a.c.o.d..htm
aa16aa,173,A Aa,BSC,"$2,313,043",115,"$1,213,057",115,2016,6,1,http://www.boxofficemojo.com/movies/?id=aaa.htm
aajanac07chle,350,Aaja Nachle,Yash,"$484,108",66,"$257,500",66,2007,11,30,http://www.boxofficemojo.com/movies/?id=aajanachle.htm
aanrijd08scou,5263,"Moscow, Belgium",NeoC,,,,,2008,12,19,http://www.boxofficemojo.com/movies/?id=moscowbelgium.htm
aarak11shan,351,Aarakshan (Reservation),Relbig.,"$651,096",91,"$344,661",91,2011,8,12,http://www.boxofficemojo.com/movies/?id=aarakshan(reservation).htm
aashaye10yein,352,Aashayein (Wishes),Relbig.,,14,,14,2010,8,27,http://www.boxofficemojo.com/movies/?id=aashayein(wishes).htm
aatsink13boys,353,Aatsinki: The Story of Arctic Cowboys,Argo.,"$6,601",2,"$2,842",1,2014,1,24,http://www.boxofficemojo.com/movies/?id=aatsinkithestoryofarcticcowboys.htm
